,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2016-02-09,1.87444444444,16.87,17.444,17.7352,1.67166225136,17.2,17.6176666667,0.624209335749,17.4748,17.6176666667,0.350026407079,17.2,17.9262222222,0.67252916746,17.4748,17.9262222222,0.450070762592,17.86525,17.9262222222,1.16183476231,17.2,18.0085,0.705529102623,17.4748,18.0085,0.550135740476,17.86525,18.0085,0.769237868348,18.0150909091,18.0085,1.60241345039,17.2,18.0701333333,1.07350170405,17.4748,18.0701333333,0.654297681457,17.86525,18.0701333333,1.37004137894,18.0150909091,18.0701333333,1.39553516443,18.041,18.0701333333,1.73903062483,17.2,17.8681111111,1.16642383434,17.4748,17.8681111111,1.20014590325,17.86525,17.8681111111,2.01666557411,18.0150909091,17.8681111111,2.60353509844,18.041,17.8681111111,2.72677069382,17.9290588235,17.8681111111,3.07208729911,17.2,17.6938095238,1.57798282074,17.4748,17.6938095238,2.20268847759,17.86525,17.6938095238,3.05476267591,18.0150909091,17.6938095238,2.68974012062,18.041,17.6938095238,2.64514551378,17.9290588235,17.6938095238,2.89465035353,17.7352,17.6938095238,2.70203683395
2016-02-10,1.88,16.92,17.4125,17.7369,1.66670771001,17.17,17.5613333333,0.622359278441,17.4316,17.5613333333,0.348988984414,17.17,17.8915555556,0.670535897847,17.4316,17.8915555556,0.448736824351,17.81625,17.8915555556,1.15839126865,17.17,17.9943333333,0.703438026444,17.4316,17.9943333333,0.548505225536,17.81625,17.9943333333,0.766957969508,17.9885454545,17.9943333333,1.59766415149,17.17,18.0504,1.07032001554,17.4316,18.0504,0.652358447072,17.81625,18.0504,1.36598079394,17.9885454545,18.0504,1.3913990199,18.016,18.0504,1.73387641432,17.17,17.8692222222,1.1629667394,17.4316,17.8692222222,1.19658886145,17.81625,17.8692222222,2.01068849772,17.9885454545,17.8692222222,2.61125156287,18.016,17.8692222222,2.73485240897,17.9321176471,17.8692222222,3.08119247782,17.17,17.692,1.57330593034,17.4316,17.692,2.19616005886,17.81625,17.692,3.06381650719,17.9885454545,17.692,2.69771208305,18.016,17.692,2.65298530487,17.9321176471,17.692,2.90322963732,17.7369,17.692,2.71004524187
2016-02-11,1.84222222222,16.58,17.3335,17.7348,1.70019947251,17.138,17.4993333333,0.634865315951,17.3892,17.4993333333,0.356001765425,17.138,17.8502222222,0.684010023454,17.3892,17.8502222222,0.45775399458,17.76575,17.8502222222,1.18166863457,17.138,17.977,0.717573305935,17.3892,17.977,0.559527198154,17.76575,17.977,0.782369654475,17.9558181818,17.977,1.62976851387,17.138,18.0290666667,1.09182762815,17.3892,18.0290666667,0.665467304756,17.76575,18.0290666667,1.39342958058,17.9558181818,18.0290666667,1.41935857468,17.9822857143,18.0290666667,1.76871790256,17.138,17.8668888889,1.1863360474,17.3892,17.8668888889,1.22063379129,17.76575,17.8668888889,2.05109240371,17.9558181818,17.8668888889,2.55877960475,17.9822857143,17.8668888889,2.67989674591,17.9289411765,17.8668888889,3.01927726255,17.138,17.6860952381,1.60492082492,17.3892,17.6860952381,2.24029093475,17.76575,17.6860952381,3.00225045445,17.9558181818,17.6860952381,2.64350273859,17.9822857143,17.6860952381,2.59967472545,17.9289411765,17.6860952381,2.8448905075,17.7348,17.6860952381,2.65558806798
2016-02-12,1.84888888889,16.64,17.272,17.7381,1.6940467603,17.049,17.4393333333,0.632567854011,17.3576,17.4393333333,0.35471345988,17.049,17.8177777778,0.68153471577,17.3576,17.8177777778,0.456097466252,17.727,17.8177777778,1.17739239101,17.049,17.9565,0.714976538845,17.3576,17.9565,0.55750237114,17.727,17.9565,0.779538401202,17.9250909091,17.9565,1.62387067848,17.049,18.0072,1.08787650283,17.3576,18.0072,0.663059099793,17.727,18.0072,1.38838701274,17.9250909091,18.0072,1.41422217453,17.9517142857,18.0072,1.76231723463,17.049,17.8642222222,1.18204291333,17.3576,17.8642222222,1.21621653994,17.727,17.8642222222,2.0436698739,17.9250909091,17.8642222222,2.56803936207,17.9517142857,17.8642222222,2.6895948041,17.9238823529,17.8642222222,3.03020347701,17.049,17.685047619,1.59911290879,17.3576,17.685047619,2.23218372992,17.727,17.685047619,3.01311505199,17.9250909091,17.685047619,2.65306909349,17.9517142857,17.685047619,2.60908247476,17.9238823529,17.685047619,2.85518564805,17.7381,17.685047619,2.66519815749
2016-02-15,1.84888888889,16.64,17.2105,17.7457,1.6940467603,16.925,17.3943333333,0.632567854011,17.338,17.3943333333,0.35471345988,16.925,17.7788888889,0.68153471577,17.338,17.7788888889,0.456097466252,17.68625,17.7788888889,1.17739239101,16.925,17.9321666667,0.714976538845,17.338,17.9321666667,0.55750237114,17.68625,17.9321666667,0.779538401202,17.8952727273,17.9321666667,1.62387067848,16.925,17.9776,1.08787650283,17.338,17.9776,0.663059099793,17.68625,17.9776,1.38838701274,17.8952727273,17.9776,1.41422217453,17.9238571429,17.9776,1.76231723463,16.925,17.8608888889,1.18204291333,17.338,17.8608888889,1.21621653994,17.68625,17.8608888889,2.0436698739,17.8952727273,17.8608888889,2.56803936207,17.9238571429,17.8608888889,2.6895948041,17.9187058824,17.8608888889,3.03020347701,16.925,17.6842857143,1.59911290879,17.338,17.6842857143,2.23218372992,17.68625,17.6842857143,3.01311505199,17.8952727273,17.6842857143,2.65306909349,17.9238571429,17.6842857143,2.60908247476,17.9187058824,17.6842857143,2.85518564805,17.7457,17.6842857143,2.66519815749
2016-02-16,1.90666666667,17.16,17.19,17.7573,1.64110779904,16.857,17.3603333333,0.612800108573,17.3128,17.3603333333,0.343628664259,16.857,17.7455555556,0.660236755902,17.3128,17.7455555556,0.441844420432,17.653,17.7455555556,1.1405988788,16.857,17.9128333333,0.692633522006,17.3128,17.9128333333,0.540080422042,17.653,17.9128333333,0.755177826164,17.8705454545,17.9128333333,1.57312471977,16.857,17.9574666667,1.05388036212,17.3128,17.9574666667,0.642338502924,17.653,17.9574666667,1.34499991859,17.8705454545,17.9574666667,1.37002773157,17.9004285714,17.9574666667,1.70724482105,16.857,17.8656666667,1.14510407229,17.3128,17.8656666667,1.17820977306,17.653,17.8656666667,1.97980519034,17.8705454545,17.8656666667,2.64829059213,17.9004285714,17.8656666667,2.77364464173,17.9183529412,17.8656666667,3.12489733566,16.857,17.6900952381,1.54914063039,17.3128,17.6900952381,2.16242798836,17.653,17.6900952381,3.10727489736,17.8705454545,17.6900952381,2.73597750266,17.9004285714,17.6900952381,2.6906163021,17.9183529412,17.6900952381,2.94441019956,17.7573,17.6900952381,2.74848559992
2016-02-17,1.95222222222,17.57,17.1915,17.7689,1.60189718147,16.841,17.346,0.598158614138,17.3136,17.346,0.335418422281,16.841,17.7164444444,0.644461868377,17.3136,17.7164444444,0.431287531598,17.62375,17.7164444444,1.11334680768,16.841,17.8993333333,0.676084585874,17.3136,17.8993333333,0.527176402634,17.62375,17.8993333333,0.737134533115,17.8552727273,17.8993333333,1.53553840654,16.841,17.9428,1.02870023692,17.3136,17.9428,0.626991254311,17.62375,17.9428,1.31286413965,17.8552727273,17.9428,1.33729396875,17.8941428571,17.9428,1.66645400656,16.841,17.8757777778,1.11774435961,17.3136,17.8757777778,1.15005907336,17.62375,17.8757777778,1.93250215257,17.8552727273,17.8757777778,2.71156560045,17.8941428571,17.8757777778,2.83991470601,17.9228235294,17.8757777778,3.19955980114,16.841,17.6979047619,1.51212736358,17.3136,17.6979047619,2.11076158538,17.62375,17.6979047619,3.03303348082,17.8552727273,17.6979047619,2.80134759451,17.8941428571,17.6979047619,2.75490258904,17.9228235294,17.6979047619,3.0147603267,17.7689,17.6979047619,2.8141545449
2016-02-18,1.91222222222,17.21,17.174,17.7741,1.63471920681,16.828,17.3316666667,0.610414567529,17.2756,17.3316666667,0.342290968213,16.828,17.6855555556,0.657666550939,17.2756,17.6855555556,0.440124384836,17.586,17.6855555556,1.13615869446,16.828,17.8798333333,0.68993720118,17.2756,17.8798333333,0.537977968083,17.586,17.8798333333,0.752238029525,17.8401818182,17.8798333333,1.56700077571,16.828,17.9197333333,1.04977776027,17.2756,17.9197333333,0.639837973239,17.586,17.9197333333,1.33976403096,17.8401818182,17.9197333333,1.36469441433,17.8865714286,17.9197333333,1.70059876708,16.828,17.8797777778,1.1406463499,17.2756,17.8797777778,1.17362317503,17.586,17.8797777778,1.97209809879,17.8401818182,17.8797777778,2.76712414434,17.8865714286,17.8797777778,2.78172635688,17.9321176471,17.8797777778,3.13400251438,16.828,17.7019047619,1.54311005287,17.2756,17.7019047619,2.15400997301,17.586,17.7019047619,3.09517873142,17.8401818182,17.7019047619,2.74394946508,17.8865714286,17.7019047619,2.69845609319,17.9321176471,17.7019047619,2.95298948335,17.7741,17.7019047619,2.75649400784
2016-02-19,1.90666666667,17.16,17.1395,17.7765,1.63946853629,16.882,17.3226666667,0.612187997418,17.2472,17.3226666667,0.343285421926,16.882,17.6626666667,0.65957726143,17.2472,17.6626666667,0.441403072764,17.547,17.6626666667,1.13945956226,16.882,17.8603333333,0.691941667191,17.2472,17.8603333333,0.539540948816,17.547,17.8603333333,0.754423497362,17.8156363636,17.8603333333,1.57155336367,16.882,17.8981333333,1.0528276666,17.2472,17.8981333333,0.641696886583,17.547,17.8981333333,1.34365643081,17.8156363636,17.8981333333,1.36865924412,17.8815714286,17.8981333333,1.70553949563,16.882,17.8807777778,1.14396025562,17.2472,17.8807777778,1.17703288792,17.547,17.8807777778,1.97782761098,17.8156363636,17.8807777778,2.77516343587,17.8815714286,17.8807777778,2.77364464173,17.9371764706,17.8807777778,3.12489733566,16.882,17.71,1.54759323141,17.2472,17.71,2.16026799153,17.547,17.71,3.10417111588,17.8156363636,17.71,2.73597750266,17.8815714286,17.71,2.6906163021,17.9371764706,17.71,2.94441019956,17.7765,17.71,2.74848559992
2016-02-22,1.91777777778,17.26,17.126,17.7784,1.62991452384,17.001,17.327,0.608620468295,17.2228,17.327,0.341284924129,17.001,17.6402222222,0.655733571096,17.2228,17.6402222222,0.438830793785,17.51025,17.6402222222,1.13281935502,17.001,17.8433333333,0.687909373093,17.2228,17.8433333333,0.536396770792,17.51025,17.8433333333,0.750027090035,17.7918181818,17.8433333333,1.56239512729,17.001,17.8804,1.04669230724,17.2228,17.8804,0.637957394237,17.51025,17.8804,1.33582626513,17.7918181818,17.8804,1.3606833744,17.8747142857,17.8804,1.69560045428,17.001,17.8827777778,1.13729382057,17.2228,17.8827777778,1.1701737219,17.51025,17.8827777778,1.96630180906,17.7918181818,17.8827777778,2.75899115478,17.8747142857,17.8827777778,2.78980807204,17.9437647059,17.8827777778,3.1431076931,17.001,17.7231428571,1.53857462284,17.2228,17.7231428571,2.14767901722,17.51025,17.7231428571,3.08608154062,17.7918181818,17.7231428571,2.7519214275,17.8747142857,17.7231428571,2.70629588428,17.9437647059,17.7231428571,2.96156876715,17.7784,17.7231428571,2.76450241577
