,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2012-01-19,1.10094882563,70.78,69.357,66.3536,0.430961515157,69.8,68.452,0.406195870519,69.016,68.452,0.38122045286,69.8,67.3235555556,0.385794101559,69.016,67.3235555556,0.411615946583,67.77925,67.3235555556,0.454407163698,69.8,67.3378333333,0.311053464372,69.016,67.3378333333,0.393902683993,67.77925,67.3378333333,0.390042213288,67.4132727273,67.3378333333,0.744722894019,69.8,66.822,0.302435184944,69.016,66.822,0.631042335959,67.77925,66.822,0.745143824888,67.4132727273,66.822,0.639337865224,67.252,66.822,0.798847819869,69.8,66.0208888889,0.331742256468,69.016,66.0208888889,0.626672285856,67.77925,66.0208888889,0.87575691293,67.4132727273,66.0208888889,0.794440098529,67.252,66.0208888889,0.912147680321,66.1,66.0208888889,0.706277588882,69.8,66.5952380952,0.282184544007,69.016,66.5952380952,0.664373080537,67.77925,66.5952380952,0.654220390709,67.4132727273,66.5952380952,1.03359889445,67.252,66.5952380952,0.887953108617,66.1,66.5952380952,0.753227428731,66.3536,66.5952380952,0.666335703321
2012-01-20,1.11199253383,71.49,69.4615,66.3774,0.435284525552,70.129,68.5763333333,0.410270454696,69.2252,68.5763333333,0.385044506569,70.129,67.4364444444,0.389664033915,69.2252,67.4364444444,0.415744899989,68.01075,67.4364444444,0.458965359321,70.129,67.3968333333,0.31417366725,69.2252,67.3968333333,0.397853954205,68.01075,67.3968333333,0.393954758801,67.4601818182,67.3968333333,0.752193270605,70.129,66.9796,0.305468937152,69.2252,66.9796,0.637372373519,68.01075,66.9796,0.752618423866,67.4601818182,66.9796,0.645751115921,67.3537142857,66.9796,0.806861128037,70.129,66.0534444444,0.33506999032,69.2252,66.0534444444,0.632958487084,68.01075,66.0534444444,0.884541702534,67.4601818182,66.0534444444,0.802409192481,67.3537142857,66.0534444444,0.921297508705,66.2316470588,66.0534444444,0.713362317451,70.129,66.619047619,0.285015160371,69.2252,66.619047619,0.671037461537,68.01075,66.619047619,0.660782929243,67.4601818182,66.619047619,1.04396700995,67.3537142857,66.619047619,0.896860239263,66.2316470588,66.619047619,0.745671742458,66.3774,66.619047619,0.659651635091
2012-01-23,1.11588116348,71.74,69.5785,66.4037,0.436806712311,70.458,68.7783333333,0.411705167434,69.4548,68.7783333333,0.386391004354,70.458,67.6028888889,0.391026686152,69.4548,67.6028888889,0.417198756822,68.2095,67.6028888889,0.46057035778,70.458,67.491,0.315272330235,69.4548,67.491,0.399245246533,68.2095,67.491,0.395332415672,67.5092727273,67.491,0.754823684896,70.458,67.1132,0.306537159761,69.4548,67.1132,0.639601259984,68.2095,67.1132,0.755250324914,67.5092727273,67.1132,0.648009302786,67.4665714286,67.1132,0.80968271542,70.458,66.1154444444,0.336241727593,69.4548,66.1154444444,0.635171938221,68.2095,66.1154444444,0.88763493831,67.5092727273,66.1154444444,0.805215211479,67.4665714286,66.1154444444,0.924519279263,66.3594117647,66.1154444444,0.715856940186,70.458,66.6163809524,0.286011856274,69.4548,66.6163809524,0.673384074565,68.2095,66.6163809524,0.663093682247,67.5092727273,66.6163809524,1.04761775485,67.4665714286,66.6163809524,0.899996552871,66.3594117647,66.6163809524,0.743064133903,66.4037,66.6163809524,0.657344838213
2012-01-24,1.1090371753,71.3,69.65,66.4242,0.434127663615,70.622,68.99,0.409180073015,69.5848,68.99,0.384021168253,70.622,67.7711111111,0.388628418214,69.5848,67.7711111111,0.414639968796,68.4095,67.7711111111,0.457745560493,70.622,67.622,0.313338683381,69.5848,67.622,0.396796572035,68.4095,67.622,0.39290773958,67.5385454545,67.622,0.750194155744,70.622,67.2622666667,0.30465708797,69.5848,67.2622666667,0.635678419806,68.4095,67.2622666667,0.750618179069,67.5385454545,67.2622666667,0.644034893903,67.539,67.2622666667,0.804716721626,70.622,66.1733333333,0.334179469994,69.5848,66.1733333333,0.63127626422,68.4095,66.1733333333,0.882190843344,67.5385454545,66.1733333333,0.800276618043,67.539,66.1733333333,0.918848963082,66.4698823529,66.1733333333,0.711466404172,70.622,66.6099047619,0.284257671485,69.5848,66.6099047619,0.669254035635,68.4095,66.6099047619,0.659026756959,67.5385454545,66.6099047619,1.04119244383,67.539,66.6099047619,0.894476640921,66.4698823529,66.6099047619,0.747621538683,66.4242,66.6099047619,0.661376504352
2012-01-25,1.1133924405,71.58,69.8125,66.4137,0.435832512785,70.743,69.2293333333,0.410786951282,69.7072,69.2293333333,0.385529245772,70.743,67.984,0.39015458872,69.7072,67.984,0.416268288449,68.56,67.984,0.459543158767,70.743,67.7075,0.314569185925,69.7072,67.7075,0.398354819443,68.56,67.7075,0.394450715275,67.6178181818,67.7075,0.75314021975,70.743,67.4061333333,0.305853497291,69.7072,67.4061333333,0.638174772646,68.56,67.4061333333,0.753565908243,67.6178181818,67.4061333333,0.646564063192,67.628,67.4061333333,0.807876899495,70.743,66.2744444444,0.335491815738,69.7072,66.2744444444,0.633755329494,68.56,66.2744444444,0.885655267413,67.6178181818,66.2744444444,0.80341935932,67.628,66.2744444444,0.922457346106,66.6005882353,66.2744444444,0.714260381635,70.743,66.5981904762,0.285373970896,69.7072,66.5981904762,0.671882242227,68.56,66.5981904762,0.661614800324,67.6178181818,66.5981904762,1.04528127812,67.628,66.5981904762,0.897989312162,66.6005882353,66.5981904762,0.744685577521,66.4137,66.5981904762,0.658779233367
2012-01-26,1.12070306424,72.05,69.9515,66.4157,0.438694223892,70.985,69.452,0.41348421123,69.812,69.452,0.388060661608,70.985,68.2073333333,0.392716374927,69.812,68.2073333333,0.419001539295,68.71125,68.2073333333,0.46256055587,70.985,67.7648333333,0.316634672337,69.812,67.7648333333,0.40097044902,68.71125,67.7648333333,0.397040710192,67.7134545455,67.7648333333,0.758085398617,70.985,67.544,0.307861755795,69.812,67.544,0.642365079201,68.71125,67.544,0.758513882215,67.7134545455,67.544,0.650809454498,67.7125714286,67.544,0.813181483775,70.985,66.4073333333,0.33769468181,69.812,66.4073333333,0.637916617631,68.71125,66.4073333333,0.891470550672,67.7134545455,66.4073333333,0.808694675035,67.7125714286,66.4073333333,0.928514274755,66.7097647059,66.4073333333,0.718950272378,70.985,66.604952381,0.287247759193,69.812,66.604952381,0.67629387472,68.71125,66.604952381,0.665959015973,67.7134545455,66.604952381,1.05214467852,67.7125714286,66.604952381,0.903885581745,66.7097647059,66.604952381,0.749575242532,66.4157,66.604952381,0.654453636278
2012-01-27,1.12910250428,72.59,70.1325,66.4529,0.441982147291,71.276,69.663,0.416583190745,69.9396,69.663,0.390969096823,71.276,68.4375555556,0.395659703761,69.9396,68.4375555556,0.422141870055,68.87375,68.4375555556,0.466027352541,71.276,67.8261666667,0.319007784385,69.9396,67.8261666667,0.40397564045,68.87375,67.8261666667,0.400016449033,67.7898181818,67.8261666667,0.763767093485,71.276,67.6536,0.31016911663,69.9396,67.6536,0.647179473965,68.87375,67.6536,0.76419878848,67.7898181818,67.6536,0.655687138127,67.7805714286,67.6536,0.819276112522,71.276,66.5438888889,0.340225634318,69.9396,66.5438888889,0.642697672086,68.87375,66.5438888889,0.898151939949,67.7898181818,66.5438888889,0.814755676069,67.7805714286,66.5438888889,0.93547329916,66.8415294118,66.5438888889,0.724338657487,71.276,66.6380952381,0.289400622344,69.9396,66.6380952381,0.681362558861,68.87375,66.6380952381,0.670950242464,67.7898181818,66.6380952381,1.06003028749,67.7805714286,66.6380952381,0.910660019137,66.8415294118,66.6380952381,0.755193155522,66.4529,66.6380952381,0.649548640253
2012-01-30,1.12085860943,72.06,70.287,66.4946,0.438755111362,71.514,69.865,0.41354159974,70.046,69.865,0.388114521519,71.514,68.6213333333,0.392770881017,70.046,68.6213333333,0.419059693569,68.97175,68.6213333333,0.462624755808,71.514,67.8765,0.316678618856,70.046,67.8765,0.401026100714,68.97175,67.8765,0.397095816467,67.8858181818,67.8765,0.758190615188,71.514,67.7632,0.3079044847,70.046,67.7632,0.642454234659,68.97175,67.7632,0.758619158257,67.8858181818,67.7632,0.650899781973,67.8011428571,67.7632,0.81329434727,71.514,66.6681111111,0.337741551301,70.046,66.6681111111,0.638005155676,68.97175,66.6681111111,0.891594280104,67.8858181818,66.6681111111,0.808806915795,67.8011428571,66.6681111111,0.928643145577,67.0164705882,66.6681111111,0.719050057288,71.514,66.6661904762,0.28728762703,70.046,66.6661904762,0.676387739241,68.97175,66.6661904762,0.666051446094,67.8858181818,66.6661904762,1.05229070831,67.8011428571,66.6661904762,0.904011034289,67.0164705882,66.6661904762,0.749679277957,66.4946,66.6661904762,0.654291177508
2012-01-31,1.12630269093,72.41,70.4665,66.5404,0.440886172825,71.721,70.0103333333,0.415550197574,70.1476,70.0103333333,0.389999618418,71.721,68.8237777778,0.39467859415,70.1476,68.8237777778,0.421095093135,69.0935,68.8237777778,0.46487175365,71.721,67.9218333333,0.318216747035,70.1476,67.9218333333,0.402973909973,69.0935,67.9218333333,0.399024536086,67.9654545455,67.9218333333,0.761873195195,71.721,67.8456,0.309399996352,70.1476,67.8456,0.64557467571,69.0935,67.8456,0.762303819725,67.9654545455,67.8456,0.654061243584,67.8525714286,67.8456,0.817244569606,71.721,66.7847777778,0.339381983482,70.1476,66.7847777778,0.641103987268,69.0935,66.7847777778,0.89592481019,67.9654545455,66.7847777778,0.812735342391,67.8525714286,66.7847777778,0.933153624358,67.1575294118,66.7847777778,0.722542529117,71.721,66.6962857143,0.288683001293,70.1476,66.6962857143,0.67967299748,69.0935,66.6962857143,0.6692865003,67.9654545455,66.6962857143,1.05740175116,67.8525714286,66.6962857143,0.90840187334,67.1575294118,66.6962857143,0.753320517859,66.5404,66.6962857143,0.651113243673
2012-02-01,1.14279048063,73.47,70.7655,66.5937,0.447340244682,71.947,70.1753333333,0.421633379585,70.3532,70.1753333333,0.395708769026,71.947,68.9995555556,0.400456239638,70.3532,68.9995555556,0.427259446107,69.2215,68.9995555556,0.471676947116,71.947,68.026,0.322875078093,70.3532,68.026,0.408872989445,69.2215,68.026,0.404865801219,68.078,68.026,0.773026151789,71.947,67.9538666667,0.313929260212,70.3532,67.9538666667,0.655025154322,69.2215,67.9538666667,0.773463080171,68.078,67.9538666667,0.663635955892,67.9567142857,67.9538666667,0.82920810011,71.947,66.9292222222,0.344350149515,70.3532,66.9292222222,0.650489020088,69.2215,66.9292222222,0.909040129881,68.078,66.9292222222,0.82463286294,67.9567142857,66.9292222222,0.946813931523,67.3223529412,66.9292222222,0.733119729516,71.947,66.7042857143,0.292908991921,70.3532,66.7042857143,0.68962263672,69.2215,66.7042857143,0.67908409304,68.078,66.7042857143,1.07288090952,67.9567142857,66.7042857143,0.921699843036,67.3223529412,66.7042857143,0.764348272988,66.5937,66.7042857143,0.641581686729
