,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105,sa_10_120,la_10_120,10_120,sa_25_120,la_25_120,25_120,sa_40_120,la_40_120,40_120,sa_55_120,la_55_120,55_120,sa_70_120,la_70_120,70_120,sa_85_120,la_85_120,85_120,sa_100_120,la_100_120,100_120,sa_115_120,la_115_120,115_120
2013-06-05,1.34444444444,36.3,37.1985,35.405,1.07783931503,37.389,36.984,0.792290705874,37.0412,36.984,0.761903933871,37.389,36.9266666667,1.22189138671,37.0412,36.9266666667,1.12940101575,36.96075,36.9266666667,1.45958011323,37.389,36.3351666667,1.39881303236,37.0412,36.3351666667,1.1945354012,36.96075,36.3351666667,1.26925427407,36.5458181818,36.3351666667,1.07083416263,37.389,35.9490666667,1.25971589266,37.0412,35.9490666667,1.29110089132,36.96075,35.9490666667,1.20186935711,36.5458181818,35.9490666667,1.01190249448,36.0682857143,35.9490666667,1.02710501598,37.389,35.6821111111,1.26009138951,37.0412,35.6821111111,1.02379061179,36.96075,35.6821111111,0.992965791243,36.5458181818,35.6821111111,0.91301300065,36.0682857143,35.6821111111,1.03378541174,35.7905882353,35.6821111111,1.16724137799,37.389,35.3028571429,1.13819167671,37.0412,35.3028571429,1.07299517031,36.96075,35.3028571429,0.962131338981,36.5458181818,35.3028571429,1.01006069231,36.0682857143,35.3028571429,0.98962464074,35.7905882353,35.3028571429,0.897903248775,35.405,35.3028571429,1.02140567599,37.389,34.99575,1.10963498274,37.0412,34.99575,0.990569443939,36.96075,34.99575,0.907791076211,36.5458181818,34.99575,1.00968452069,36.0682857143,34.99575,0.83204522828,35.7905882353,34.99575,0.871082162427,35.405,34.99575,0.948871373157,35.0928695652,34.99575,0.815742704167
2013-06-06,1.35703703704,36.64,37.2215,35.4436,1.08793477969,37.305,36.989,0.799711610557,37.0244,36.989,0.769040224161,37.305,36.9264444444,1.23333609942,37.0244,36.9264444444,1.13997942747,36.945,36.9264444444,1.47325111153,37.305,36.3601666667,1.41191486241,37.0244,36.3601666667,1.20572388705,36.945,36.3601666667,1.28114260611,36.6032727273,36.3601666667,1.08086401429,37.305,35.9808,1.27151488449,37.0244,35.9808,1.30319384733,36.945,35.9808,1.21312653566,36.6032727273,35.9808,1.02138036908,36.109,35.9808,1.03672528334,37.305,35.7127777778,1.27189389839,37.0244,35.7127777778,1.03337983515,36.945,35.7127777778,1.00226629728,36.6032727273,35.7127777778,0.92156463757,36.109,35.7127777778,1.04346825031,35.8170588235,35.7127777778,1.17817421734,37.305,35.3294285714,1.14885242519,37.0244,35.3294285714,1.08304526281,36.945,35.3294285714,0.971143037473,36.6032727273,35.3294285714,1.01952131588,36.109,35.3294285714,0.998893852251,35.8170588235,35.3294285714,0.906313361849,35.4436,35.3294285714,1.03097256111,37.305,35.0279166667,1.12002825806,37.0244,35.0279166667,0.999847504847,36.945,35.0279166667,0.916293802545,36.6032727273,35.0279166667,1.01914162088,36.109,35.0279166667,0.839838489371,35.8170588235,35.0279166667,0.879241058714,35.4436,35.0279166667,0.957758873622,35.1286956522,35.0279166667,0.823383269441
2013-06-07,1.38925925926,37.51,37.2885,35.4913,1.1137672922,37.28,37.024,0.81870039607,37.0528,37.024,0.787300731667,37.28,36.9531111111,1.2626210996,37.0528,36.9531111111,1.16704771628,36.9545,36.9531111111,1.50823278367,37.28,36.4163333333,1.44544013344,37.0528,36.4163333333,1.2343532479,36.9545,36.4163333333,1.31156274987,36.6727272727,36.4163333333,1.10652863472,37.28,36.0202666667,1.30170642242,37.0528,36.0202666667,1.3341375877,36.9545,36.0202666667,1.24193166902,36.6727272727,36.0202666667,1.04563257763,36.1648571429,36.0202666667,1.06134184984,37.28,35.7532222222,1.30209443582,37.0528,35.7532222222,1.05791696552,36.9545,35.7532222222,1.02606465095,36.6727272727,35.7532222222,0.943446767338,36.1648571429,35.7532222222,1.06824492547,35.8535294118,35.7532222222,1.20614942392,37.28,35.3688571429,1.17613139926,37.0528,35.3688571429,1.10876167598,36.9545,35.3688571429,0.994202383614,36.6727272727,35.3688571429,1.04372938206,36.1648571429,35.3688571429,1.02261212876,35.8535294118,35.3688571429,0.927833357068,35.4913,35.3688571429,1.05545253186,37.28,35.0653333333,1.1466228155,37.0528,35.0653333333,1.0235884254,36.9545,35.0653333333,0.938050778752,36.6727272727,35.0653333333,1.04334067138,36.1648571429,35.0653333333,0.859780069222,35.8535294118,35.0653333333,0.900118234508,35.4913,35.0653333333,0.980500418929,35.1747826087,35.0653333333,0.84293412764
2013-06-10,1.38851851852,37.49,37.3455,35.5388,1.11317344133,37.253,37.0493333333,0.818263872265,37.1184,37.0493333333,0.786880949885,37.253,36.974,1.26194788121,37.1184,36.974,1.16642545677,36.9885,36.974,1.5074286073,37.253,36.4835,1.44466943755,37.1184,36.4835,1.23369510168,36.9885,36.4835,1.31086343622,36.7398181818,36.4835,1.10593864344,37.253,36.0632,1.30101236407,37.1184,36.0632,1.33342623735,36.9885,36.0632,1.24126948204,36.7398181818,36.0632,1.04507505559,36.2102857143,36.0632,1.06077595176,37.253,35.7975555556,1.30140017059,37.1184,35.7975555556,1.05735289355,36.9885,35.7975555556,1.02551756236,36.7398181818,35.7975555556,0.942943729872,36.2102857143,35.7975555556,1.06767534673,35.8915294118,35.7975555556,1.20550631573,37.253,35.4081904762,1.17550429641,37.1184,35.4081904762,1.10817049407,36.9885,35.4081904762,0.993672283703,36.7398181818,35.4081904762,1.04317287479,36.2102857143,35.4081904762,1.02206688103,35.8915294118,35.4081904762,0.927338644534,35.5388,35.4081904762,1.05488977391,37.253,35.1049166667,1.14601144636,37.1184,35.1049166667,1.02304265712,36.9885,35.1049166667,0.937550618379,36.7398181818,35.1049166667,1.04278437137,36.2102857143,35.1049166667,0.859321642099,35.8915294118,35.1049166667,0.899638299432,35.5388,35.1049166667,0.979977624784,35.216,35.1049166667,0.842484682624
2013-06-11,1.36407407407,36.83,37.3345,35.5781,1.09357636288,37.08,37.0463333333,0.803858586703,37.1492,37.0463333333,0.773028151087,37.08,36.9777777778,1.23973167418,37.1492,36.9777777778,1.14589089284,36.99925,36.9777777778,1.48089078706,37.08,36.5383333333,1.41923647333,37.1492,36.5383333333,1.2119762762,36.99925,36.5383333333,1.28778608578,36.7849090909,36.5383333333,1.08646893139,37.08,36.1001333333,1.27810843875,37.1492,36.1001333333,1.30995167569,36.99925,36.1001333333,1.21941731191,36.7849090909,36.1001333333,1.02667682842,36.2411428571,36.1001333333,1.04210131511,37.08,35.8307777778,1.27848941806,37.1492,35.8307777778,1.03873851879,36.99925,35.8307777778,1.00746363888,36.7849090909,35.8307777778,0.926343493497,36.2411428571,35.8307777778,1.04887924833,35.9212941176,35.8307777778,1.18428374522,37.08,35.4444761905,1.15480990229,37.1492,35.4444761905,1.08866149098,36.99925,35.4444761905,0.97617898663,36.7849090909,35.4444761905,1.02480813493,36.2411428571,35.4444761905,1.00407370574,35.9212941176,35.4444761905,0.91101313092,35.5781,35.4444761905,1.03631876162,37.08,35.139,1.12583626486,37.1492,35.139,1.00503230359,36.99925,35.139,0.921045326084,36.7849090909,35.139,1.02442647099,36.2411428571,35.139,0.84419354704,35.9212941176,35.139,0.883800441933,35.5781,35.139,0.962725417999,35.2514782609,35.139,0.827652997093
2013-06-12,1.34962962963,36.44,37.2735,35.6144,1.08199627106,36.952,37.0313333333,0.795346372508,37.1552,37.0313333333,0.764842406343,36.952,36.9631111111,1.22660391547,37.1552,36.9631111111,1.13375683234,36.97825,36.9631111111,1.46520934782,36.952,36.5821666667,1.40420790356,37.1552,36.5821666667,1.19914242478,36.97825,36.5821666667,1.27414946961,36.8181818182,36.5821666667,1.07496410155,36.952,36.1292,1.26457430106,37.1552,36.1292,1.2960803438,36.97825,36.1292,1.20650466593,36.8181818182,36.1292,1.01580514873,36.2721428571,36.1292,1.03106630254,36.952,35.8567777778,1.26495124611,37.1552,35.8567777778,1.02773911553,36.97825,35.8567777778,0.996795411374,36.8181818182,35.8567777778,0.916534262911,36.2721428571,35.8567777778,1.03777246292,35.9445882353,35.8567777778,1.17174313537,36.952,35.4800952381,1.14258139667,37.1552,35.4800952381,1.07713344369,36.97825,35.4800952381,0.96584203836,36.8181818182,35.4800952381,1.01395624319,36.2721428571,35.4800952381,0.993441374891,35.9445882353,35.4800952381,0.901366236512,35.6144,35.4800952381,1.02534498163,36.952,35.1715833333,1.1139145667,37.1552,35.1715833333,0.99438982196,36.97825,35.1715833333,0.911292198819,36.8181818182,35.1715833333,1.01357862077,36.2721428571,35.1715833333,0.835254218141,35.9445882353,35.1715833333,0.874441707957,35.6144,35.1715833333,0.952530932172,35.2896521739,35.1715833333,0.81888881928
2013-06-13,1.35925925926,36.7,37.267,35.6534,1.08971633227,36.854,37.0193333333,0.789671563044,37.176,37.0193333333,0.770299569506,36.854,36.9504444444,1.21785207634,37.176,36.9504444444,1.14184620601,36.97375,36.9504444444,1.47566364064,36.854,36.6358333333,1.41422695007,37.176,36.6358333333,1.20769832573,36.97375,36.6358333333,1.28324054706,36.8432727273,36.6358333333,1.08263398811,36.854,36.168,1.27359705952,37.176,36.168,1.30532789839,36.97375,36.168,1.21511309658,36.8432727273,36.168,1.02305293519,36.3045714286,36.168,1.03842297759,36.854,35.8824444444,1.27397669407,37.176,35.8824444444,1.03507205104,36.97375,35.8824444444,1.00390756305,36.8432727273,35.8824444444,0.923073749968,36.3045714286,35.8824444444,1.04517698653,35.9681176471,35.8824444444,1.18010354193,36.854,35.5174285714,1.15073373375,37.176,35.5174285714,1.08481880855,36.97375,35.5174285714,0.972733337207,36.8432727273,35.5174285714,1.02119083768,36.3045714286,35.5174285714,1.00052959546,35.9681176471,35.5174285714,0.907797499451,35.6534,35.5174285714,1.03266083495,36.854,35.2064166667,1.12186236547,37.176,35.2064166667,1.00148480971,36.97375,35.2064166667,0.917794283663,36.8432727273,35.2064166667,1.02081052091,36.3045714286,35.2064166667,0.84121377074,35.9681176471,35.2064166667,0.880680863941,35.6534,35.2064166667,0.959327256057,35.3194782609,35.2064166667,0.824731604489
2013-06-14,1.36333333333,36.81,37.278,35.6936,1.09298251202,36.868,37.0196666667,0.787304700049,37.2016,37.0196666667,0.772608369306,36.868,36.9433333333,1.21420183851,37.2016,36.9433333333,1.14526863333,36.964,36.9433333333,1.48008661068,36.868,36.6878333333,1.41846577744,37.2016,36.6878333333,1.21131812997,36.964,36.6878333333,1.28708677213,36.8703636364,36.6878333333,1.08587894012,36.868,36.2108,1.27741438041,37.2016,36.2108,1.30924032533,36.964,36.2108,1.21875512494,36.8703636364,36.2108,1.02611930638,36.335,36.2108,1.04153541703,36.868,35.9091111111,1.27779515283,37.2016,35.9091111111,1.03817444683,36.964,35.9091111111,1.00691655029,36.8703636364,35.9091111111,0.925840456031,36.335,35.9091111111,1.04830966959,35.9884705882,35.9091111111,1.18364063702,36.868,35.5561904762,1.15418279944,37.2016,35.5561904762,1.08807030906,36.964,35.5561904762,0.975648886719,36.8703636364,35.5561904762,1.02425162766,36.335,35.5561904762,1.00352845801,35.9884705882,35.5561904762,0.910518418386,35.6936,35.5561904762,1.03575600367,36.868,35.24475,1.12522489572,37.2016,35.24475,1.0044865353,36.964,35.24475,0.920545165712,36.8703636364,35.24475,1.02387017098,36.335,35.24475,0.843735119917,35.9884705882,35.24475,0.883320506858,35.6936,35.24475,0.962202623854,35.352,35.24475,0.827203552077
2013-06-17,1.3662962963,36.89,37.232,35.7325,1.09535791546,36.841,37.0543333333,0.785593633056,37.2232,37.0543333333,0.774287496433,36.841,36.9602222222,1.21156298638,37.2232,36.9602222222,1.14775767138,36.964,36.9602222222,1.48330331617,36.841,36.7393333333,1.42154856098,37.2232,36.7393333333,1.21395071488,36.964,36.7393333333,1.28988402673,36.8990909091,36.7393333333,1.08823890522,36.841,36.2452,1.28019061378,37.2232,36.2452,1.31208572675,36.964,36.2452,1.22140387283,36.8990909091,36.2452,1.02834939453,36.363,36.2452,1.04379900935,36.841,35.9383333333,1.28057221374,37.2232,35.9383333333,1.04043073468,36.964,35.9383333333,1.00910490465,36.8990909091,35.9383333333,0.927852605894,36.363,35.9383333333,1.05058798455,36.0097647059,35.9383333333,1.18621306981,36.841,35.5957142857,1.15669121085,37.2232,35.5957142857,1.09043503671,36.964,35.5957142857,0.977769286364,36.8990909091,35.5957142857,1.02647765673,36.363,35.5957142857,1.00570944895,36.0097647059,35.5957142857,0.912497268521,35.7325,35.5957142857,1.03800703546,36.841,35.27925,1.12767037227,37.2232,35.27925,1.00666960845,36.964,35.27925,0.922545807202,36.8990909091,35.27925,1.02609537102,36.363,35.27925,0.845568828409,36.0097647059,35.27925,0.88524024716,35.7325,35.27925,0.964293800434,35.3828695652,35.27925,0.829001332141
2013-06-18,1.38925925926,37.51,37.2215,35.7743,1.1137672922,36.912,37.1026666667,0.772390378719,37.2416,37.1026666667,0.787300731667,36.912,36.9848888889,1.19120058324,37.2416,36.9848888889,1.16704771628,36.9715,36.9848888889,1.50823278367,36.912,36.792,1.44544013344,37.2416,36.792,1.2343532479,36.9715,36.792,1.31156274987,36.9243636364,36.792,1.10652863472,36.912,36.2830666667,1.30170642242,37.2416,36.2830666667,1.3341375877,36.9715,36.2830666667,1.24193166902,36.9243636364,36.2830666667,1.04563257763,36.3991428571,36.2830666667,1.06134184984,36.912,35.974,1.30209443582,37.2416,35.974,1.05791696552,36.9715,35.974,1.02606465095,36.9243636364,35.974,0.943446767338,36.3991428571,35.974,1.06824492547,36.0414117647,35.974,1.20614942392,36.912,35.6396190476,1.17613139926,37.2416,35.6396190476,1.10876167598,36.9715,35.6396190476,0.994202383614,36.9243636364,35.6396190476,1.04372938206,36.3991428571,35.6396190476,1.02261212876,36.0414117647,35.6396190476,0.927833357068,35.7743,35.6396190476,1.05545253186,36.912,35.3189166667,1.1466228155,37.2416,35.3189166667,1.0235884254,36.9715,35.3189166667,0.938050778752,36.9243636364,35.3189166667,1.04334067138,36.3991428571,35.3189166667,0.859780069222,36.0414117647,35.3189166667,0.900118234508,35.7743,35.3189166667,0.980500418929,35.4190434783,35.3189166667,0.84293412764
2013-06-19,1.34111111111,36.21,37.146,35.8042,1.07516698615,36.903,37.1,0.799159440098,37.1836,37.1,0.760014915853,36.903,36.9611111111,1.23248452774,37.1836,36.9611111111,1.12660084795,36.96375,36.9611111111,1.45596131956,36.903,36.8186666667,1.39534490087,37.1836,36.8186666667,1.19157374318,36.96375,36.8186666667,1.26610736264,36.9223636364,36.8186666667,1.06817920189,36.903,36.3089333333,1.25659263012,37.1836,36.3089333333,1.28789981473,36.96375,36.3089333333,1.19888951573,36.9223636364,36.3089333333,1.00939364532,36.4162857143,36.3089333333,1.02455847462,36.903,35.9934444444,1.25696719598,37.1836,35.9934444444,1.02125228796,36.96375,35.9934444444,0.990503892587,36.9223636364,35.9934444444,0.910749332053,36.4162857143,35.9934444444,1.03122230742,36.0612941176,35.9934444444,1.1643473911,36.903,35.672,1.13536971387,37.1836,35.672,1.0703348517,36.96375,35.672,0.959745889381,36.9223636364,35.672,1.00755640961,36.4162857143,35.672,0.987171025928,36.0612941176,35.672,0.895677042373,35.8042,35.672,1.01887326522,36.903,35.3535833333,1.10688382163,37.1836,35.3535833333,0.98811348664,36.96375,35.3535833333,0.905540354535,36.9223636364,35.3535833333,1.00718117064,36.4162857143,35.3535833333,0.829982306226,36.0612941176,35.3535833333,0.868922454586,35.8042,35.3535833333,0.946518799505,35.442,35.3535833333,0.813720201595
2013-06-20,1.30259259259,35.17,37.0305,35.8171,1.04428674131,36.756,37.0663333333,0.82211237624,37.1172,37.0663333333,0.738186263202,36.756,36.9231111111,1.26788314439,37.1172,36.9231111111,1.09424335328,36.93075,36.9231111111,1.41414414827,36.756,36.8161666667,1.35526871482,37.1172,36.8161666667,1.1573501394,36.93075,36.8161666667,1.22974305286,36.8954545455,36.8161666667,1.03749965564,36.756,36.3188,1.22050159628,37.1172,36.3188,1.25090959636,36.93075,36.3188,1.1644557931,36.8954545455,36.3188,0.980402499471,36.4167142857,36.3188,0.995131774433,36.756,35.9986666667,1.2208654041,37.1172,35.9986666667,0.991920545912,36.93075,35.9986666667,0.962055285896,36.8954545455,35.9986666667,0.884591383825,36.4167142857,35.9986666667,1.00160421297,36.072,35.9986666667,1.13090576485,36.756,35.6945714286,1.10276036556,37.1172,35.6945714286,1.03959339228,36.93075,35.6945714286,0.932180693994,36.8954545455,35.6945714286,0.978618031644,36.4167142857,35.6945714286,0.958818143659,36.072,35.6945714286,0.869951990618,35.8171,35.6945714286,0.989609851916,36.756,35.3694166667,1.07509262653,37.1172,35.3694166667,0.959733535629,36.93075,35.3694166667,0.879532015161,36.8954545455,35.3694166667,0.978253570043,36.4167142857,35.3694166667,0.806144095829,36.072,35.3694166667,0.843965830649,35.8171,35.3694166667,0.919333503965,35.4534782609,35.3694166667,0.790349060759
2013-06-21,1.31777777778,35.58,36.9215,35.8342,1.05646068399,36.563,37.0466666667,0.81252846739,37.0768,37.0466666667,0.746791789728,36.563,36.8871111111,1.25310259025,37.0768,36.8871111111,1.10699967329,36.90875,36.8871111111,1.43062976387,36.563,36.8205,1.33946944917,37.0768,36.8205,1.17084213704,36.90875,36.8205,1.24407898268,36.8821818182,36.8205,1.04959447676,36.563,36.3308,1.23472979231,37.0768,36.3308,1.2654922786,36.90875,36.3308,1.17803062606,36.8821818182,36.3308,0.991831701199,36.4372857143,36.3308,1.00673268508,36.563,36.0042222222,1.23509784128,37.0768,36.0042222222,1.00348402114,36.90875,36.0042222222,0.973270601995,36.8821818182,36.0042222222,0.894903651877,36.4372857143,36.0042222222,1.01328057713,36.0841176471,36.0042222222,1.14408948289,36.563,35.7211428571,1.11561597403,37.0768,35.7211428571,1.05171262147,36.90875,35.7211428571,0.943047742175,36.8821818182,35.7211428571,0.990026430649,36.4372857143,35.7211428571,0.969995722246,36.0841176471,35.7211428571,0.88009359756,35.8342,35.7211428571,1.00114638985,36.563,35.3903333333,1.08762569383,37.0768,35.3903333333,0.970921785547,36.90875,35.3903333333,0.889785302799,36.8821818182,35.3903333333,0.989657720277,36.4372857143,35.3903333333,0.815541851851,36.0841176471,35.3903333333,0.853804499701,35.8342,35.3903333333,0.930050783937,35.4726956522,35.3903333333,0.799562683589
2013-06-24,1.29518518519,34.97,36.782,35.8489,1.03834823269,36.311,37.0006666667,0.826458831783,36.9632,37.0006666667,0.733988445385,36.311,36.8444444444,1.27458636147,36.9632,36.8444444444,1.08802075815,36.86475,36.8444444444,1.40610238456,36.311,36.8148333333,1.36243393382,36.9632,36.8148333333,1.15076867713,36.86475,36.8148333333,1.22274991637,36.8534545455,36.8148333333,1.0315997429,36.311,36.3313333333,1.21356101285,36.9632,36.3313333333,1.24379609283,36.86475,36.3313333333,1.15783392337,36.8534545455,36.3313333333,0.974827279116,36.4588571429,36.3313333333,0.989472793629,36.311,36.003,1.21392275182,36.9632,36.003,0.986279826288,36.86475,36.003,0.956584399994,36.8534545455,36.003,0.879561009166,36.4588571429,36.003,0.995908425582,36.0923529412,36.003,1.12447468287,36.311,35.7399047619,1.09648933704,36.9632,35.7399047619,1.03368157316,36.86475,35.7399047619,0.926879694881,36.8534545455,35.7399047619,0.973052958959,36.4588571429,35.7399047619,0.9533656663,36.0923529412,35.7399047619,0.86500486528,35.8489,35.7399047619,0.983982272434,36.311,35.4039166667,1.06897893516,36.9632,35.4039166667,0.954275852742,36.86475,35.4039166667,0.874530411435,36.8534545455,35.4039166667,0.972690569929,36.4588571429,35.4039166667,0.801559824599,36.0923529412,35.4039166667,0.839166479892,35.8489,35.4039166667,0.914105562515,35.4866956522,35.4039166667,0.785854610599
2013-06-25,1.30037037037,35.11,36.6095,35.8616,1.04250518872,36.139,36.936,0.823150160452,36.8588,36.936,0.731049972913,36.139,36.7977777778,1.26948364227,36.8588,36.7977777778,1.09237657474,36.8195,36.7977777778,1.41173161916,36.139,36.798,1.35697952288,36.8588,36.798,1.15537570072,36.8195,36.798,1.22764511191,36.8252727273,36.798,1.03572968181,36.139,36.3330666667,1.20870260445,36.8588,36.3330666667,1.2487755453,36.8195,36.3330666667,1.16246923218,36.8252727273,36.3330666667,0.978729933364,36.4812857143,36.3330666667,0.993434080192,36.139,36.0062222222,1.21878260842,36.8588,36.0062222222,0.990228330025,36.8195,36.0062222222,0.960414020125,36.8252727273,36.0062222222,0.883082271427,36.4812857143,36.0062222222,0.999895476756,36.1047058824,36.0062222222,1.12897644025,36.139,35.7568571429,1.100879057,36.8588,35.7568571429,1.03781984654,36.8195,35.7568571429,0.93059039426,36.8252727273,35.7568571429,0.976948509839,36.4812857143,35.7568571429,0.957182400451,36.1047058824,35.7568571429,0.868467853017,35.8616,35.7568571429,0.987921578072,36.139,35.4185833333,1.07325851912,36.8588,35.4185833333,0.958096230763,36.8195,35.4185833333,0.878031534043,36.8252727273,35.4185833333,0.976584670009,36.4812857143,35.4185833333,0.80476881446,36.1047058824,35.4185833333,0.842526025422,35.8616,35.4185833333,0.91776512153,35.5048695652,35.4185833333,0.789000725711
2013-06-26,1.31851851852,35.6,36.5035,35.8766,1.05705453485,36.055,36.8673333333,0.81166216334,36.774,36.8673333333,0.720847338714,36.055,36.7773333333,1.25176655355,36.774,36.7773333333,1.10762193281,36.78725,36.7773333333,1.43143394024,36.055,36.786,1.33804132959,36.774,36.786,1.17150028327,36.78725,36.786,1.24477829633,36.798,36.786,1.05018446803,36.055,36.3409333333,1.19183378428,36.774,36.3409333333,1.26620362896,36.78725,36.3409333333,1.17869281303,36.798,36.3409333333,0.992389223235,36.5068571429,36.3409333333,1.00729858316,36.055,36.0182222222,1.23579210651,36.774,36.0182222222,1.0040480931,36.78725,36.0182222222,0.973817690585,36.798,36.0182222222,0.895406689342,36.5068571429,36.0182222222,1.01385015587,36.1204705882,36.0182222222,1.14473259109,36.055,35.7795238095,1.11624307688,36.774,35.7795238095,1.05230380339,36.78725,35.7795238095,0.943577842086,36.798,35.7795238095,0.990582937917,36.5068571429,35.7795238095,0.970540969982,36.1204705882,35.7795238095,0.880588310094,35.8766,35.7795238095,1.0017091478,36.055,35.4355,1.08823706296,36.774,35.4355,0.971467553836,36.78725,35.4355,0.890285463171,36.798,35.4355,0.990214020288,36.5068571429,35.4355,0.816000278974,36.1204705882,35.4355,0.854284434777,35.8766,35.4355,0.930573578082,35.5300869565,35.4355,0.800012128605
2013-06-27,1.30962962963,35.36,36.3875,35.8863,1.0499283245,35.921,36.8183333333,0.817134043093,36.6892,36.8183333333,0.725706983694,35.921,36.7522222222,1.2602054292,36.6892,36.7522222222,1.11508904696,36.74475,36.7522222222,1.42178382379,35.921,36.7645,1.34706183294,36.6892,36.7645,1.17939803799,36.74475,36.7645,1.23638653253,36.7632727273,36.7645,1.04310457274,35.921,36.3438666667,1.19986861878,36.6892,36.3438666667,1.25766742472,36.74475,36.3438666667,1.17074656935,36.7632727273,36.3438666667,0.985698958808,36.5337142857,36.3438666667,1.0005078062,35.921,36.0304444444,1.22746092377,36.6892,36.0304444444,0.997279229555,36.74475,36.0304444444,0.967252627503,36.7632727273,36.0304444444,0.889370239751,36.5337142857,36.0304444444,1.007015211,36.1389411765,36.0304444444,1.13701529272,35.921,35.7936190476,1.10871784266,36.6892,35.7936190476,1.04520962044,36.74475,35.7936190476,0.937216643151,36.7632727273,35.7936190476,0.983904850695,36.5337142857,35.7936190476,0.96399799715,36.1389411765,35.7936190476,0.874651759689,35.8863,35.7936190476,0.994956052424,35.921,35.4480833333,1.08090063332,36.6892,35.4480833333,0.964918334372,36.74475,35.4480833333,0.884283538701,36.7632727273,35.4480833333,0.983538420151,36.5337142857,35.4480833333,0.810499153498,36.1389411765,35.4480833333,0.848525213868,35.8863,35.4480833333,0.924300048343,35.5525217391,35.4480833333,0.794618788412
2013-06-28,1.29185185185,34.88,36.298,35.891,1.03567590381,35.728,36.7613333333,0.82822636042,36.574,36.7613333333,0.735558209717,35.728,36.7171111111,1.27731229022,36.574,36.7171111111,1.13022600235,36.69675,36.7171111111,1.4410840567,35.728,36.7406666667,1.36534774017,36.574,36.7406666667,1.1954079661,36.69675,36.7406666667,1.25317006012,36.7223636364,36.7406666667,1.05726436332,35.728,36.3537333333,1.21615642808,36.574,36.3537333333,1.24059501624,36.69675,36.3537333333,1.15485408198,36.7223636364,36.3537333333,0.972318429956,36.5507142857,36.3537333333,0.986926252267,35.728,36.0341111111,1.24412328925,36.574,36.0341111111,0.983741502457,36.69675,36.0341111111,0.954122501338,36.7223636364,36.0341111111,0.877297340569,36.5507142857,36.0341111111,0.993345321255,36.154,36.0341111111,1.12158069599,35.728,35.8032380952,1.0936673742,36.574,35.8032380952,1.03102125455,36.69675,35.8032380952,0.92449424528,36.7223636364,35.8032380952,0.970548676251,36.5507142857,35.8032380952,0.950912051488,36.154,35.8032380952,0.862778658878,35.891,35.8032380952,0.981449861667,35.728,35.4606666667,1.06622777405,36.574,35.4606666667,0.951819895443,36.69675,35.4606666667,0.872279689759,36.7223636364,35.4606666667,0.970187219878,36.5507142857,35.4606666667,0.799496902545,36.154,35.4606666667,0.837006772051,35.891,35.4606666667,0.911752988863,35.5711304348,35.4606666667,0.783832108026
2013-07-01,1.29740740741,35.03,36.1915,35.8987,1.04012978527,35.542,36.6686666667,0.824664607149,36.4648,36.6686666667,0.732394972003,35.542,36.6793333333,1.27181926145,36.4648,36.6793333333,1.12536551209,36.67625,36.6793333333,1.4348867342,35.542,36.7153333333,1.35947611858,36.4648,36.7153333333,1.1902671635,36.67625,36.7153333333,1.24778085402,36.7023636364,36.7153333333,1.05271764158,35.542,36.3746666667,1.21092639757,36.4648,36.3746666667,1.24593014389,36.67625,36.3746666667,1.15982048429,36.7023636364,36.3746666667,0.976499845222,36.5682857143,36.3746666667,0.99117048787,35.542,36.0425555556,1.23877298841,36.4648,36.0425555556,0.987972042175,36.67625,36.0425555556,0.958225665764,36.7023636364,36.0425555556,0.881070121564,36.5682857143,36.0425555556,0.997617161799,36.1624705882,36.0425555556,1.12640400746,35.542,35.8178095238,1.08896410281,36.4648,35.8178095238,1.03545511889,36.67625,35.8178095238,0.928469994615,36.7023636364,35.8178095238,0.974722480765,36.5682857143,35.8178095238,0.955001409507,36.1624705882,35.8178095238,0.866489002882,35.8987,35.8178095238,0.985670546279,35.542,35.4745833333,1.07081304257,36.4648,35.4745833333,0.955913157608,36.67625,35.4745833333,0.876030892553,36.7023636364,35.4745833333,0.974359469963,36.5682857143,35.4745833333,0.802935105968,36.1624705882,35.4745833333,0.840606285119,35.8987,35.4745833333,0.91567394495,35.5910434783,35.4745833333,0.787202945647
