,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2017-05-15,2.77174413254,120.46,113.8645,103.0962,0.508860459916,118.575,111.142,0.153220496636,112.2372,111.142,0.323503318308,118.575,109.64,0.263625894826,112.2372,109.64,0.442363152549,109.9605,109.64,0.598527795774,118.575,108.606833333,0.283204273523,112.2372,108.606833333,0.704262908559,109.9605,108.606833333,0.870276857292,109.051090909,108.606833333,0.819028060387,118.575,106.221466667,0.398955222811,112.2372,106.221466667,0.670278499,109.9605,106.221466667,0.902918200458,109.051090909,106.221466667,0.620254727583,107.086285714,106.221466667,0.533159382106,118.575,104.172555556,0.459580200451,112.2372,104.172555556,0.65530188852,109.9605,104.172555556,0.552492452653,109.051090909,104.172555556,0.457443051322,107.086285714,104.172555556,0.820056265962,104.772823529,104.172555556,0.326876618368,118.575,102.649904762,0.424237391246,112.2372,102.649904762,0.614268642494,109.9605,102.649904762,0.463736396434,109.051090909,102.649904762,0.46151017628,107.086285714,102.649904762,0.599007581385,104.772823529,102.649904762,0.56205229965,103.0962,102.649904762,1.07321478278
2017-05-16,2.79107225035,121.3,114.571,103.3778,0.512408880855,119.62,111.666333333,0.154288944396,112.8516,111.666333333,0.325759194012,119.62,109.973777778,0.265464229141,112.8516,109.973777778,0.445447869867,110.3325,109.973777778,0.602701491179,119.62,108.934833333,0.285179133143,112.8516,108.934833333,0.709173923362,110.3325,108.934833333,0.876345532039,109.315454545,108.934833333,0.824739363482,119.62,106.595333333,0.401737244952,112.8516,106.595333333,0.674952531369,110.3325,106.595333333,0.909214492077,109.315454545,106.595333333,0.624579930731,107.458285714,106.595333333,0.53687724597,119.62,104.473777778,0.462784976878,112.8516,104.473777778,0.659871484953,110.3325,104.473777778,0.55634513122,109.315454545,104.473777778,0.460632924833,107.458285714,104.473777778,0.82577473901,105.099882353,104.473777778,0.329156017002,119.62,102.891809524,0.427195712752,112.8516,102.891809524,0.618552103059,110.3325,102.891809524,0.466970155134,109.315454545,102.891809524,0.464728410948,107.458285714,102.891809524,0.603184622464,105.099882353,102.891809524,0.565971641604,103.3778,102.891809524,1.0806985983
2017-05-17,2.75747814082,119.84,115.174,103.6505,0.506241387318,120.504,112.155333333,0.152431880432,113.4228,112.155333333,0.321838267192,120.504,110.257777778,0.262269029022,113.4228,110.257777778,0.440086337386,110.6625,110.257777778,0.595447211071,120.504,109.2475,0.281746639042,113.4228,109.2475,0.700638111918,110.6625,109.2475,0.865797597359,109.524181818,109.2475,0.81481257477,120.504,106.95,0.396901825516,113.4228,106.95,0.666828617966,110.6625,106.95,0.898270937597,109.524181818,106.95,0.617062315736,107.809857143,106.95,0.530415244493,120.504,104.764222222,0.457214770231,113.4228,104.764222222,0.651929091152,110.6625,104.764222222,0.549648808948,109.524181818,104.764222222,0.455088620874,107.809857143,104.764222222,0.815835488236,105.408941176,104.764222222,0.325194205091,120.504,103.131714286,0.422053868229,113.4228,103.131714286,0.611107040648,110.6625,103.131714286,0.461349574537,109.524181818,103.131714286,0.459134812597,107.809857143,103.131714286,0.595924527255,105.408941176,103.131714286,0.559159452018,103.6505,103.131714286,1.06769101418
2017-05-18,2.76898297285,120.34,115.7905,103.9273,0.508353542639,120.589,112.628666667,0.153067861242,114.0216,112.628666667,0.32318105035,120.589,110.549333333,0.263363275638,114.0216,110.549333333,0.441922478647,111.0065,110.549333333,0.597931553574,120.589,109.517333333,0.282922150721,114.0216,109.517333333,0.703561335015,111.0065,109.517333333,0.869409903756,109.783818182,109.517333333,0.818212159945,120.589,107.3032,0.398557791076,114.0216,107.3032,0.66961078009,111.0065,107.3032,0.902018730227,109.783818182,107.3032,0.619636841419,108.153,107.3032,0.532628258697,120.589,105.058111111,0.459122375247,114.0216,105.058111111,0.654649089029,111.0065,105.058111111,0.55194207,109.783818182,105.058111111,0.456987355106,108.153,105.058111111,0.819239341241,105.724823529,105.058111111,0.326550989992,120.589,103.397142857,0.423814773888,114.0216,103.397142857,0.613656719556,111.0065,103.397142857,0.463274430906,109.783818182,103.397142857,0.46105042847,108.153,103.397142857,0.598410861231,105.724823529,103.397142857,0.561492393657,103.9273,103.397142857,1.07214566628
2017-05-19,2.811780948,122.2,116.5005,104.2244,0.516210760433,120.689,113.182333333,0.155433709853,114.6948,113.182333333,0.328176203696,120.689,110.880666667,0.267433873051,114.6948,110.880666667,0.448752924137,111.419,110.880666667,0.607173307684,120.689,109.812333333,0.287295054164,114.6948,109.812333333,0.714435724937,111.419,109.812333333,0.882847683555,110.072909091,109.812333333,0.830858616797,120.689,107.6636,0.404717982961,114.6948,107.6636,0.679960423193,111.419,107.6636,0.915960518811,110.072909091,107.6636,0.62921407696,108.515,107.6636,0.540860671538,120.689,105.371111111,0.466218665907,114.6948,105.371111111,0.664767481132,111.419,105.371111111,0.560473001114,110.072909091,105.371111111,0.464050646452,108.515,105.371111111,0.831901674419,106.064823529,105.371111111,0.331598229824,120.689,103.677142857,0.430365342938,114.6948,103.677142857,0.623141525093,111.419,103.677142857,0.470434896599,110.072909091,103.677142857,0.46817651952,108.515,103.677142857,0.60766002362,106.064823529,103.677142857,0.570170936554,104.2244,103.677142857,1.08871697207
2017-05-22,2.85595950299,124.12,117.2265,104.5407,0.524321436865,120.988,113.791,0.157875876162,115.4036,113.791,0.333332491021,120.988,111.249333333,0.271635780058,115.4036,111.249333333,0.455803706578,111.88075,111.249333333,0.616713182895,120.988,110.0935,0.291809019008,115.4036,110.0935,0.725660901629,111.88075,110.0935,0.896718940121,110.410727273,110.0935,0.843913023869,120.988,108.0512,0.411076890713,115.4036,108.0512,0.69064392575,111.88075,108.0512,0.930352042511,110.410727273,108.0512,0.639100255584,108.9,108.0512,0.549358646082,120.988,105.705444444,0.473543869168,115.4036,105.705444444,0.675212272979,111.88075,105.705444444,0.569279123553,110.410727273,105.705444444,0.471341785905,108.9,105.705444444,0.844972469958,106.424941176,105.705444444,0.336808283844,120.988,103.975428571,0.437127220666,115.4036,103.975428571,0.632932292099,111.88075,103.975428571,0.477826345056,110.410727273,103.975428571,0.475532484475,108.9,103.975428571,0.617207546086,106.424941176,103.975428571,0.579129432447,104.5407,103.975428571,1.10582283611
2017-05-23,2.86838472158,124.66,117.971,104.8538,0.526602564612,121.325,114.415,0.158562735436,116.1032,114.415,0.334782696831,121.325,111.654666667,0.272817566404,116.1032,111.654666667,0.45778673914,112.3425,111.654666667,0.619396272798,121.325,110.391833333,0.293078571621,116.1032,110.391833333,0.728817982574,112.3425,110.391833333,0.900620231031,110.754181818,110.391833333,0.847584575858,121.325,108.4432,0.412865333518,116.1032,108.4432,0.693648660845,112.3425,108.4432,0.934399658552,110.754181818,108.4432,0.641880743322,109.275714286,108.4432,0.551748701423,121.325,106.051666667,0.475604082585,116.1032,106.051666667,0.678149870686,112.3425,106.051666667,0.57175584549,110.754181818,106.051666667,0.473392418876,109.275714286,106.051666667,0.848648631204,106.78,106.051666667,0.338273611537,121.325,104.275619048,0.439028998777,116.1032,104.275619048,0.63568594532,112.3425,104.275619048,0.479905189934,110.754181818,104.275619048,0.477601349619,109.275714286,104.275619048,0.619892786779,106.78,104.275619048,0.581649009417,104.8538,104.275619048,1.11063386038
2017-05-24,2.85342843994,124.01,118.6715,105.1495,0.523856762695,121.672,115.03,0.157735960384,116.7524,115.03,0.333037078726,121.672,112.040666667,0.271395045802,116.7524,112.040666667,0.455399755501,112.779,112.040666667,0.616166627544,121.672,110.652666667,0.291550406439,116.7524,110.652666667,0.725017792548,112.779,110.652666667,0.895924232714,111.081818182,110.652666667,0.843165115131,121.672,108.826933333,0.410712578289,116.7524,108.826933333,0.690031850083,112.779,108.826933333,0.929527528132,111.081818182,108.826933333,0.638533859933,109.626428571,108.826933333,0.548871782957,121.672,106.389888889,0.473124196064,116.7524,106.389888889,0.674613873446,112.779,106.389888889,0.568774606122,111.081818182,106.389888889,0.470924064374,109.626428571,106.389888889,0.844223622297,107.121882353,106.389888889,0.336509791166,121.672,104.575047619,0.436739821421,116.7524,104.575047619,0.63237136274,112.779,104.575047619,0.477402876655,111.081818182,104.575047619,0.475111048983,109.626428571,104.575047619,0.616660552611,107.121882353,104.575047619,0.578616185287,105.1495,104.575047619,1.10484281265
2017-05-25,2.90404970087,126.21,119.4745,105.4645,0.533150246107,122.304,115.724666667,0.160534275946,117.4804,115.724666667,0.338945324619,122.304,112.476888889,0.276209730915,117.4804,112.476888889,0.463478777048,113.265,112.476888889,0.627097734556,122.304,110.9885,0.296722657823,117.4804,110.9885,0.737879974175,113.265,110.9885,0.911818380863,111.450545455,110.9885,0.858123289901,122.304,109.225466667,0.417998826755,117.4804,109.225466667,0.70227336343,113.265,109.225466667,0.946017815705,111.450545455,109.225466667,0.649861772939,109.994714286,109.225466667,0.558609045456,122.304,106.753444444,0.481517658135,117.4804,106.753444444,0.686581864105,113.265,106.753444444,0.578864954751,111.450545455,106.753444444,0.479278494997,109.994714286,106.753444444,0.859200575519,107.490823529,106.753444444,0.34247964473,122.304,104.894571429,0.444487806319,117.4804,104.894571429,0.643589949935,113.265,104.894571429,0.485872244678,111.450545455,104.894571429,0.483539758827,109.994714286,104.894571429,0.627600422103,107.490823529,104.894571429,0.588881128498,105.4645,104.894571429,1.12444328187
2017-05-26,2.89277496549,125.72,120.2525,105.7822,0.531080333892,122.886,116.403,0.159911014752,118.1892,116.403,0.337629397125,122.886,112.921777778,0.275137369231,118.1892,112.921777778,0.461679358613,113.73625,112.921777778,0.624663078904,122.886,111.312166667,0.295570656379,118.1892,111.312166667,0.73501521554,113.73625,111.312166667,0.908278320593,111.800545455,111.312166667,0.85479169643,122.886,109.610266667,0.416375980506,118.1892,109.610266667,0.699546844548,113.73625,109.610266667,0.942344978927,111.800545455,109.610266667,0.64733873777,110.358285714,109.610266667,0.556440291536,122.886,107.113666667,0.479648205219,118.1892,107.113666667,0.683916266186,113.73625,107.113666667,0.57661755892,111.800545455,107.113666667,0.477417735449,110.358285714,107.113666667,0.855864799574,107.864588235,107.113666667,0.341149995527,122.886,105.211047619,0.442762118773,118.1892,105.211047619,0.641091264605,113.73625,105.211047619,0.483985885437,111.800545455,105.211047619,0.481662455271,110.358285714,105.211047619,0.625163814807,107.864588235,105.211047619,0.586594845692,105.7822,105.211047619,1.12007772282
