,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2014-07-28,3.12766554433,111.47,114.852,126.2753,1.21710065753,113.037,121.61,0.435870839857,119.1576,121.61,0.357635850962,113.037,123.692,0.713249773882,119.1576,123.692,1.81975639846,123.46175,123.692,3.50006474724,113.037,123.248666667,1.38263462296,119.1576,123.248666667,2.03911590828,123.46175,123.248666667,2.02642413714,123.436,123.248666667,2.66132447575,113.037,123.609066667,1.02744252551,119.1576,123.609066667,1.90071933248,123.46175,123.609066667,2.5845299724,123.436,123.609066667,2.11785130533,123.446571429,123.609066667,2.43198596252,113.037,124.677333333,1.53117404715,119.1576,124.677333333,1.74528414125,123.46175,124.677333333,2.05028839991,123.436,124.677333333,1.58900403049,123.446571429,124.677333333,1.29297656813,124.192235294,124.677333333,1.74036526214,113.037,127.084761905,1.25744261132,119.1576,127.084761905,1.67221311758,123.46175,127.084761905,1.85893051198,123.436,127.084761905,1.34344317349,123.446571429,127.084761905,1.4326808871,124.192235294,127.084761905,1.20509030278,126.2753,127.084761905,1.26884022982
2014-07-29,3.08221099888,109.85,114.4635,125.9738,1.23478885224,112.714,120.873333333,0.44220537615,118.1884,120.873333333,0.362833393606,112.714,123.327555556,0.723615474373,118.1884,123.327555556,1.84620302415,123.086,123.327555556,3.55093139199,112.714,123.036,1.40272853243,118.1884,123.036,2.06875049849,123.086,123.036,1.99697399717,123.207818182,123.036,2.7000016593,112.714,123.4264,1.04237440755,118.1884,123.4264,1.9283425972,123.086,123.4264,2.62209109697,123.207818182,123.4264,2.14863016166,123.205285714,123.4264,2.4673301561,112.714,124.348333333,1.55342668873,118.1884,124.348333333,1.77064845729,123.086,124.348333333,2.0800853606,123.207818182,124.348333333,1.61209711858,123.205285714,124.348333333,1.31176747188,123.914470588,124.348333333,1.76565809182,112.714,126.765428571,1.275717098,118.1884,126.765428571,1.69651548818,123.086,126.765428571,1.88594645735,123.207818182,126.765428571,1.36296751134,123.205285714,126.765428571,1.45350212184,123.914470588,126.765428571,1.22260395032,125.9738,126.765428571,1.28728035875
2014-07-30,3.06986531987,109.41,113.9585,125.6754,1.23973475206,112.311,120.095666667,0.443976612977,117.1196,120.095666667,0.364286708975,112.311,122.986,0.726513888653,117.1196,122.986,1.8535979202,122.69925,122.986,3.56515451273,112.311,122.829333333,1.40834710826,117.1196,122.829333333,2.07703679999,122.69925,122.829333333,1.98897519373,122.998,122.829333333,2.71081641333,112.311,123.201733333,1.04654959863,117.1196,123.201733333,1.93606650018,122.69925,123.201733333,2.6325937832,122.998,123.201733333,2.15723641811,122.949142857,123.201733333,2.47721295327,112.311,124.072666667,1.55964888029,117.1196,124.072666667,1.77774072239,122.69925,124.072666667,2.08841706345,122.998,124.072666667,1.61855431232,122.949142857,124.072666667,1.31702170663,123.581058824,124.072666667,1.7727303682,112.311,126.439333333,1.28082693435,117.1196,126.439333333,1.70331081649,122.69925,126.439333333,1.8935005442,122.998,126.439333333,1.36842682591,122.949142857,126.439333333,1.45932406935,123.581058824,126.439333333,1.22750104397,125.6754,126.439333333,1.2924365113
2014-07-31,3.00982042649,107.27,113.378,125.3405,1.26398328848,111.898,119.184333333,0.452660553676,115.9252,119.184333333,0.371411958561,111.898,122.579333333,0.740724104554,115.9252,122.579333333,1.88985328579,122.1805,122.579333333,3.63488699291,111.898,122.629833333,1.43589361051,115.9252,122.629833333,2.11766250835,122.1805,122.629833333,2.02787846504,122.769636364,122.629833333,2.76383850568,111.898,122.952133333,1.06701953868,115.9252,122.952133333,1.97393490627,122.1805,122.952133333,2.68408588352,122.769636364,122.952133333,2.19943078731,122.688857143,122.952133333,2.5256658892,111.898,123.840666667,1.59015476278,115.9252,123.840666667,1.81251236251,122.1805,123.840666667,2.12926536357,122.769636364,123.840666667,1.65021235297,122.688857143,123.840666667,1.34278193378,123.270941176,123.840666667,1.80740400853,111.898,126.093809524,1.30587921147,115.9252,126.093809524,1.73662664819,122.1805,126.093809524,1.93053638338,122.769636364,126.093809524,1.39519250919,122.688857143,126.093809524,1.48786765319,123.270941176,126.093809524,1.25151029572,125.3405,126.093809524,1.31771586542
2014-08-01,3.01627384961,107.5,112.809,125.0204,1.26127315371,111.183,118.254333333,0.451689994084,114.7728,118.254333333,0.370615605895,111.183,122.179111111,0.739135901477,114.7728,122.179111111,1.8858012092,121.5975,122.179111111,3.62709335062,111.183,122.422666667,1.43281487899,114.7728,122.422666667,2.11312198093,121.5975,122.422666667,2.02353044559,122.514181818,122.422666667,2.75791249789,111.183,122.7056,1.06473171828,114.7728,122.7056,1.96970254841,121.5975,122.7056,2.6783308751,122.514181818,122.7056,2.1947149387,122.454428571,122.7056,2.52025055262,111.183,123.588222222,1.58674527648,114.7728,123.588222222,1.80862611432,121.5975,123.588222222,2.1246999582,122.514181818,123.588222222,1.64667409585,122.454428571,123.588222222,1.33990284508,122.989529412,123.588222222,1.80352871327,111.183,125.750761905,1.30307924672,114.7728,125.750761905,1.73290310826,121.5975,125.750761905,1.92639707725,122.514181818,125.750761905,1.3922010458,122.454428571,125.750761905,1.48467748296,122.989529412,125.750761905,1.24882690458,125.0204,125.750761905,1.31489052144
2014-08-04,3.06032547699,109.07,112.291,124.6927,1.24285269928,110.841,117.401333333,0.445093219287,113.6056,117.401333333,0.365202894255,110.841,121.812666667,0.728341079474,113.6056,121.812666667,1.85825974037,121.00875,121.812666667,3.5741209175,110.841,122.201333333,1.4118891175,113.6056,122.201333333,2.08226057153,121.00875,122.201333333,1.99397748931,122.279090909,122.201333333,2.71763414792,110.841,122.458133333,1.04918168295,113.6056,122.458133333,1.94093572979,121.00875,122.458133333,2.63921478697,122.279090909,122.458133333,2.16266189261,122.260285714,122.458133333,2.48344317246,110.841,123.327111111,1.56357141524,113.6056,123.327111111,1.78221176084,121.00875,123.327111111,2.09366945649,122.279090909,123.327111111,1.62262499511,122.260285714,123.327111111,1.32033403143,122.776823529,123.327111111,1.77718880555,110.841,125.434571429,1.28404822888,113.6056,125.434571429,1.70759466286,121.00875,125.434571429,1.89826271994,122.279090909,125.434571429,1.37186843518,122.260285714,125.434571429,1.46299428624,122.776823529,125.434571429,1.23058822328,124.6927,125.434571429,1.29568700406
2014-08-05,3.08782267116,110.05,112.0055,124.3604,1.23168559884,110.41,116.600333333,0.441094032023,113.3028,116.600333333,0.361921525993,110.41,121.483111111,0.721796894475,113.3028,121.483111111,1.84156317353,120.48125,121.483111111,3.54200724281,110.41,121.9955,1.39920321547,113.3028,121.9955,2.0635513448,120.48125,121.9955,1.97606149097,122.088181818,121.9955,2.69321605436,110.41,122.2356,1.03975472734,113.3028,122.2356,1.9234963146,120.48125,122.2356,2.61550129572,122.088181818,122.2356,2.14323025555,122.062285714,122.2356,2.4611292978,110.41,123.067,1.54952263934,113.3028,123.067,1.76619848931,120.48125,123.067,2.07485772029,122.088181818,123.067,1.60804561952,122.062285714,123.067,1.30847075692,122.579058824,123.067,1.76122066556,110.41,125.149333333,1.27251098432,113.3028,125.149333333,1.6922518301,120.48125,125.149333333,1.88120672411,122.088181818,125.149333333,1.3595421212,122.062285714,125.149333333,1.44984920142,122.579058824,125.149333333,1.21953131983,124.3604,125.149333333,1.28404518446
2014-08-06,3.08950617284,110.11,111.741,124.0467,1.23101407557,110.021,115.733,0.440853544591,112.9268,115.733,0.361724203943,110.021,121.154888889,0.721403365955,112.9268,121.154888889,1.84055914091,119.956,121.154888889,3.54007611664,110.021,121.814833333,1.39844036046,112.9268,121.814833333,2.06242628273,119.956,121.814833333,1.97498412895,121.861818182,121.814833333,2.69174769485,110.021,122.005866667,1.03918784607,112.9268,122.005866667,1.92244761147,119.956,122.005866667,2.61407530682,121.861818182,122.005866667,2.142061752,121.855714286,122.005866667,2.45978747356,110.021,122.759888889,1.54867782918,112.9268,122.759888889,1.76523554601,119.956,122.759888889,2.07372649391,121.861818182,122.759888889,1.60716890223,121.855714286,122.759888889,1.30775736987,122.381058824,122.759888889,1.76026043621,110.021,124.871809524,1.27181720278,112.9268,124.871809524,1.69132920302,119.956,124.871809524,1.88018107755,121.861818182,124.871809524,1.35880088969,121.855714286,124.871809524,1.44905873389,122.381058824,124.871809524,1.21886642315,124.0467,124.871809524,1.28334511439
2014-08-07,3.10746352413,110.75,111.601,123.7386,1.22385896696,109.837,114.853666667,0.438291140917,112.6016,114.853666667,0.359621729231,109.837,120.771111111,0.71721030307,112.6016,120.771111111,1.82986113119,119.51925,120.771111111,3.51949988637,109.837,121.6635,1.39031210844,112.6016,121.6635,2.05043869921,119.51925,121.6635,1.96350479154,121.626363636,121.6635,2.67610226279,109.837,121.809333333,1.03314770238,112.6016,121.809333333,1.91127363571,119.51925,121.809333333,2.59888133537,121.626363636,121.809333333,2.12961129772,121.671714286,121.809333333,2.44549028,109.837,122.505666667,1.53967634148,112.6016,122.505666667,1.75497534486,119.51925,122.505666667,2.06167322939,121.626363636,122.505666667,1.59782744281,121.671714286,122.505666667,1.30015620088,122.244,122.505666667,1.75002915223,109.837,124.586,1.26442493132,112.6016,124.586,1.68149857283,119.51925,124.586,1.8692527705,121.626363636,124.586,1.35090303691,121.671714286,124.586,1.44063626918,122.244,124.586,1.21178192119,123.7386,124.586,1.27588583845
2014-08-08,3.15796857464,112.55,111.5205,123.4692,1.20396780542,109.803,114.061666667,0.431167673164,112.3484,114.061666667,0.353776861397,109.803,120.365111111,0.705553611914,112.3484,120.365111111,1.80012072454,119.10975,120.365111111,3.46229808235,109.803,121.5135,1.36771561367,112.3484,121.5135,2.01711328469,119.10975,121.5135,1.93159229831,121.406363636,121.5135,2.63260804994,109.803,121.657866667,1.01635613701,112.3484,121.657866667,1.88021004615,119.10975,121.657866667,2.55664218049,121.406363636,121.657866667,2.09499910507,121.511714286,121.657866667,2.40574416258,109.803,122.296,1.51465225647,112.3484,122.296,1.72645204354,119.10975,122.296,2.02816522205,121.406363636,122.296,1.57185823832,121.511714286,122.296,1.27902499401,122.114470588,122.296,1.7215862405,109.803,124.329238095,1.2438744584,112.3484,124.329238095,1.65416947639,119.10975,124.329238095,1.83887213856,121.406363636,124.329238095,1.32894705076,121.511714286,124.329238095,1.4172218648,122.114470588,124.329238095,1.19208704573,123.4692,124.329238095,1.25514909345
