,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2011-06-03,1.76448598131,94.4,95.6595,78.855,1.55480501803,94.101,96.537,1.86351655621,95.9168,96.537,1.69567619592,94.101,91.5104444444,1.88568606309,95.9168,91.5104444444,1.37780643535,93.78825,91.5104444444,1.37845397094,94.101,86.2923333333,1.73218889023,95.9168,86.2923333333,1.46765468082,93.78825,86.2923333333,1.29060824996,87.8154545455,86.2923333333,1.35786108377,94.101,82.952,1.75056096101,95.9168,82.952,1.48612131706,93.78825,82.952,1.43533786522,87.8154545455,82.952,1.25418023979,84.0695714286,82.952,1.22984313212,94.101,80.1831111111,1.64597870778,95.9168,80.1831111111,1.55480501803,93.78825,80.1831111111,1.42049104138,87.8154545455,80.1831111111,1.25578675347,84.0695714286,80.1831111111,1.25016298997,81.0336470588,80.1831111111,1.22170811735,94.101,78.3065714286,1.51413091451,95.9168,78.3065714286,1.42298513194,93.78825,78.3065714286,1.3823279445,87.8154545455,78.3065714286,1.23670159225,84.0695714286,78.3065714286,1.34553977951,81.0336470588,78.3065714286,1.05743469759,78.855,78.3065714286,1.11957736143
2011-06-06,1.74130841121,93.16,95.4125,79.1209,1.53438173177,93.886,96.2996666667,1.88799495165,95.6964,96.2996666667,1.71794990866,93.886,91.9524444444,1.86091645802,95.6964,91.9524444444,1.35970813048,94.1535,91.9524444444,1.3603471603,93.886,86.6675,1.70943556159,95.6964,86.6675,1.44837616595,94.1535,86.6675,1.27365534499,88.2436363636,86.6675,1.34002477292,93.886,83.2922666667,1.72756630432,95.6964,83.2922666667,1.46660023196,94.1535,83.2922666667,1.41648385089,88.2436363636,83.2922666667,1.23770583833,84.4232857143,83.2922666667,1.21368841301,93.886,80.4907777778,1.62435780103,95.6964,80.4907777778,1.53438173177,94.1535,80.4907777778,1.40183204889,88.2436363636,80.4907777778,1.23929124951,84.4232857143,80.4907777778,1.23374135748,81.362,80.4907777778,1.20566025648,93.886,78.5566666667,1.49424190673,95.6964,78.5566666667,1.40429337809,94.1535,78.5566666667,1.36417024693,88.2436363636,78.5566666667,1.2204567832,84.4232857143,78.5566666667,1.32786531631,81.362,78.5566666667,1.04354466554,79.1209,78.5566666667,1.10487104863
2011-06-07,1.74392523364,93.3,95.2105,79.3838,1.53668758667,93.731,96.0163333333,1.88515769002,95.5088,96.0163333333,1.71536818918,93.731,92.398,1.86371302634,95.5088,92.398,1.36175148748,94.53125,92.398,1.36239147763,93.731,87.0631666667,1.71200448579,95.5088,87.0631666667,1.45055277247,94.53125,87.0631666667,1.27556938264,88.6716363636,87.0631666667,1.34203854995,93.731,83.6417333333,1.73016247524,95.5088,83.6417333333,1.46880422544,94.53125,83.6417333333,1.41861252992,88.6716363636,83.6417333333,1.2395658514,84.7535714286,83.6417333333,1.21551233291,93.731,80.7997777778,1.62679887115,95.5088,80.7997777778,1.53668758667,94.53125,80.7997777778,1.40393870933,88.6716363636,80.7997777778,1.24115364511,84.7535714286,80.7997777778,1.23559541276,81.6814117647,80.7997777778,1.20747211174,93.731,78.7947619048,1.49648743987,95.5088,78.7947619048,1.40640373739,94.53125,78.7947619048,1.36622030955,88.6716363636,78.7947619048,1.22229087454,84.7535714286,78.7947619048,1.32986082022,81.6814117647,78.7947619048,1.04511289497,79.3838,78.7947619048,1.10653143879
2011-06-08,1.73457943925,92.8,95.021,79.6494,1.5284523906,93.644,95.7933333333,1.89526035717,95.3616,95.7933333333,1.72456094475,93.644,92.8246666667,1.85372528236,95.3616,92.8246666667,1.35445378391,94.82725,92.8246666667,1.35509034431,93.644,87.4648333333,1.7028297565,95.3616,87.4648333333,1.44277917776,94.82725,87.4648333333,1.26873353386,89.0849090909,87.4648333333,1.33484648913,93.644,83.9889333333,1.72089043625,95.3616,83.9889333333,1.46093282016,94.82725,83.9889333333,1.41101010479,89.0849090909,83.9889333333,1.23292294759,85.0792857143,83.9889333333,1.20899833327,93.644,81.0958888889,1.61808076358,95.3616,81.0958888889,1.5284523906,94.82725,81.0958888889,1.39641492204,89.0849090909,81.0958888889,1.23450223223,85.0792857143,81.0958888889,1.22897378675,81.9967058824,81.0958888889,1.2010012001,93.644,79.0366666667,1.48846767867,95.3616,79.0366666667,1.39886673987,94.82725,79.0366666667,1.35889865731,89.0849090909,79.0366666667,1.21574054831,85.0792857143,79.0366666667,1.32273402054,81.9967058824,79.0366666667,1.03951207559,79.6494,79.0366666667,1.10060147395
2011-06-09,1.75177570093,93.72,94.795,79.8988,1.54360515137,93.688,95.6183333333,1.87647113811,95.2916,95.6183333333,1.70746400435,93.688,93.2844444444,1.87210273128,95.2916,93.2844444444,1.36788155849,95.1155,93.2844444444,1.36852442962,93.688,87.8726666667,1.71971125839,95.2916,87.8726666667,1.45708259202,95.1155,87.8726666667,1.28131149562,89.4930909091,87.8726666667,1.34807988105,93.688,84.3417333333,1.73795098799,95.2916,84.3417333333,1.47541620588,95.1155,84.3417333333,1.42499856704,89.4930909091,84.3417333333,1.2451458906,85.3978571429,84.3417333333,1.22098409261,93.688,81.4085555556,1.6341220815,95.2916,81.4085555556,1.54360515137,95.1155,81.4085555556,1.41025869066,89.4930909091,81.4085555556,1.24674083194,85.3978571429,81.4085555556,1.2411575786,82.3202352941,81.4085555556,1.21290767752,93.688,79.2861904762,1.50322403928,95.2916,79.2861904762,1.41273481531,95.1155,79.2861904762,1.37237049744,89.4930909091,79.2861904762,1.22779314857,85.3978571429,79.2861904762,1.33584733195,82.3202352941,79.2861904762,1.04981758324,79.8988,79.2861904762,1.11151260925
2011-06-10,1.70485981308,91.21,94.525,80.1432,1.5022644671,93.488,95.4036666667,1.92672660713,95.0952,95.4036666667,1.75319314062,93.488,93.6826666667,1.82196425651,95.0952,93.6826666667,1.33124708653,95.32175,93.6826666667,1.33187274035,93.488,88.234,1.67365411735,95.0952,88.234,1.41805914659,95.32175,88.234,1.24699553474,89.8569090909,88.234,1.3119757357,93.488,84.6541333333,1.69140535227,95.0952,84.6541333333,1.43590175137,95.32175,84.6541333333,1.38683439287,89.8569090909,84.6541333333,1.21179851347,85.6844285714,84.6541333333,1.18828381441,93.488,81.6894444444,1.59035718154,95.0952,81.6894444444,1.5022644671,95.32175,81.6894444444,1.37248927844,89.8569090909,81.6894444444,1.21335073924,85.6844285714,81.6894444444,1.20791701605,82.6188235294,81.6894444444,1.18042370109,93.488,79.5208571429,1.46296483805,95.0952,79.5208571429,1.37489908776,95.32175,79.5208571429,1.33561580316,89.8569090909,79.5208571429,1.1949105109,85.6844285714,79.5208571429,1.30007079756,82.6188235294,79.5208571429,1.02170146999,80.1432,79.5208571429,1.08174418576
2011-06-13,1.71551401869,91.78,94.307,80.3896,1.51165259062,93.345,95.174,1.91468588609,94.8424,95.174,1.74223688483,93.345,93.9766666667,1.81057822837,94.8424,93.9766666667,1.33956646861,95.551,93.9766666667,1.34019603234,93.345,88.6035,1.68411330874,94.8424,88.6035,1.42692104456,95.551,88.6035,1.25478840235,90.2430909091,88.6035,1.32017468505,93.345,84.9658666667,1.70197547671,94.8424,84.9658666667,1.44487515339,95.551,84.9658666667,1.39550115752,90.2430909091,84.9658666667,1.21937142381,85.9778571429,84.9658666667,1.195709774,93.345,81.9842222222,1.60029582416,94.8424,81.9842222222,1.51165259062,95.551,81.9842222222,1.38106639595,90.2430909091,81.9842222222,1.22093334993,85.9778571429,81.9842222222,1.2154656697,82.9071764706,81.9842222222,1.18780054036,93.345,79.760952381,1.47210736582,94.8424,79.760952381,1.38349126493,95.551,79.760952381,1.34396248672,90.2430909091,79.760952381,1.2023778828,85.9778571429,79.760952381,1.30819534919,82.9071764706,79.760952381,1.02808640407,80.3896,79.760952381,1.08850434568
2011-06-14,1.77345794393,94.88,94.1725,80.67,1.56271080625,93.36,95.0703333333,1.85001464784,94.744,95.0703333333,1.6833903568,93.36,94.3475555556,1.74942337429,94.744,94.3475555556,1.38481223079,95.82325,94.3475555556,1.38546305892,93.36,89.0221666667,1.74099663035,94.744,89.0221666667,1.47511733174,95.82325,89.0221666667,1.29717066479,90.6754545455,89.0221666667,1.36476546216,93.36,85.2952,1.75946211844,94.744,85.2952,1.49367786613,95.82325,85.2952,1.44263619335,90.6754545455,85.2952,1.26055742745,86.3104285714,85.2952,1.23609657177,93.36,82.3034444444,1.65434809104,94.744,82.3034444444,1.56271080625,95.82325,82.3034444444,1.42771387718,90.6754545455,82.3034444444,1.26217210984,86.3104285714,82.3034444444,1.25651975094,83.2341176471,82.3034444444,1.22792019252,93.36,80.0263809524,1.52182988526,94.744,80.0263809524,1.43022064956,95.82325,80.0263809524,1.38935673066,90.6754545455,80.0263809524,1.24298990543,86.3104285714,80.0263809524,1.3523815072,83.2341176471,80.0263809524,1.06281148419,80.67,80.0263809524,1.12527012768
2011-06-15,1.75252336449,93.76,93.9725,80.9326,1.54426396706,93.418,94.9796666667,1.87185293205,94.6308,94.9796666667,1.70326174381,93.418,94.632,1.77007424043,94.6308,94.632,1.36846537477,96.003,94.632,1.36910852029,93.418,89.417,1.72044523674,94.6308,89.417,1.4577044796,96.003,89.417,1.28185836352,91.0729090909,89.417,1.34865524591,93.418,85.612,1.73869275111,94.6308,85.612,1.4760459183,96.003,85.612,1.42560676105,91.0729090909,85.612,1.24567732291,86.625,85.612,1.22150521258,93.418,82.6118888889,1.6348195301,94.6308,82.6118888889,1.54426396706,96.003,82.6118888889,1.41086059364,91.0729090909,82.6118888889,1.24727294497,86.625,82.6118888889,1.24168730868,83.5447058824,82.6118888889,1.21342535045,93.418,80.2884761905,1.50386562017,94.6308,80.2884761905,1.41333777511,96.003,80.2884761905,1.37295622962,91.0729090909,80.2884761905,1.22831717467,86.625,80.2884761905,1.33641747592,83.5447058824,80.2884761905,1.05026564879,80.9326,80.2884761905,1.11198700644
2011-06-16,1.74822429907,93.53,93.813,81.197,1.54047577686,93.254,94.915,1.87644472145,94.4424,94.915,1.70743996694,93.254,94.884,1.7744163594,94.4424,94.884,1.37182231842,95.84875,94.884,1.36574999896,93.254,89.788,1.71622486126,94.4424,89.788,1.45412862603,95.84875,89.788,1.27871387308,91.4376363636,89.788,1.34534689793,93.254,85.9068,1.73442761317,94.4424,85.9068,1.47242507187,95.84875,85.9068,1.42210964549,91.4376363636,85.9068,1.24262158716,86.9525714286,85.9068,1.21850877274,93.254,82.9153333333,1.63080920062,94.4424,82.9153333333,1.54047577686,95.84875,82.9153333333,1.40739965149,91.4376363636,82.9153333333,1.24421329504,86.9525714286,82.9153333333,1.23864136072,83.8491764706,82.9153333333,1.21044873109,93.254,80.5241904762,1.50017653002,94.4424,80.5241904762,1.40987075625,95.84875,80.5241904762,1.36958826959,91.4376363636,80.5241904762,1.22530402461,86.9525714286,80.5241904762,1.33313914807,83.8491764706,80.5241904762,1.04768927188,81.197,80.5241904762,1.10925922261
