,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2017-06-09,3.51062257528,190.03,185.5255,178.0455,1.37873455592,188.241,185.037,0.854781546372,185.3524,185.037,1.5348391781,188.241,183.218,1.00013428991,185.3524,183.218,1.25139182436,184.03475,183.218,1.32405645612,188.241,181.746666667,1.19700813914,185.3524,181.746666667,0.885620918425,184.03475,181.746666667,1.08887630927,182.170727273,181.746666667,0.73300499426,188.241,181.497066667,1.02010635494,185.3524,181.497066667,1.20160125525,184.03475,181.497066667,1.59885293948,182.170727273,181.497066667,1.40142306949,181.479142857,181.497066667,1.20542667366,188.241,179.604,0.897373823286,185.3524,179.604,1.39836048287,184.03475,179.604,1.19068225003,182.170727273,179.604,1.64579383689,181.479142857,179.604,1.10164788729,180.465411765,179.604,1.05951800985,188.241,177.122857143,0.904662822216,185.3524,177.122857143,1.39164681847,184.03475,177.122857143,1.06716813661,182.170727273,177.122857143,1.15571272486,181.479142857,177.122857143,1.33482181406,180.465411765,177.122857143,0.964539700403,178.0455,177.122857143,0.839082097949
2017-06-12,3.51006835396,190.0,185.906,178.3671,1.37851689536,188.582,185.290666667,0.854646602172,185.5116,185.290666667,1.53459687333,188.582,183.494444444,0.999976398899,185.5116,183.494444444,1.25119426737,184.30925,183.494444444,1.32384742758,188.582,181.9235,1.19681916769,185.5116,181.9235,0.885481105619,184.30925,181.9235,1.08870440857,182.423454545,181.9235,0.732889274901,188.582,181.638,1.01994531094,185.5116,181.638,1.20141155868,184.30925,181.638,1.59860052887,182.423454545,181.638,1.40120182709,181.608714286,181.638,1.20523637318,188.582,179.893111111,0.897232155051,185.5116,179.893111111,1.39813972397,184.30925,179.893111111,1.19049427725,182.423454545,179.893111111,1.64553401573,181.608714286,179.893111111,1.10147397035,180.723882353,179.893111111,1.05935074394,188.582,177.419714286,0.904520003268,185.5116,177.419714286,1.39142711946,184.30925,177.419714286,1.06699966298,182.423454545,177.419714286,1.15553027271,181.608714286,177.419714286,1.334611086,180.723882353,177.419714286,0.964387428704,178.3671,177.419714286,0.838949632217
2017-06-13,3.53020506189,191.09,186.3255,178.6725,1.38642522912,189.003,185.545666667,0.859549574785,185.6788,185.545666667,1.54340061329,189.003,183.772666667,1.00571310561,185.6788,183.772666667,1.25837217132,184.64025,183.772666667,1.33144213124,189.003,182.175666667,1.20368513029,185.6788,182.175666667,0.890560970909,184.64025,182.175666667,1.09495013386,182.673090909,182.175666667,0.737093744951,189.003,181.7828,1.02579657615,185.6788,181.7828,1.2083038671,184.64025,181.7828,1.6077714477,182.673090909,181.7828,1.40924030073,181.738285714,181.7828,1.21215062395,189.003,180.166333333,0.902379434256,185.6788,180.166333333,1.40616063081,184.64025,180.166333333,1.19732395494,182.673090909,180.166333333,1.65497418456,181.738285714,180.166333333,1.1077929526,180.989647059,180.166333333,1.0654280719,189.003,177.738,0.909709091708,185.6788,177.738,1.39940951714,184.64025,177.738,1.07312087157,182.673090909,177.738,1.16215936743,181.738285714,177.738,1.34226753907,180.989647059,177.738,0.969919967111,178.6725,177.738,0.843762553792
2017-06-14,3.55403657861,192.38,187.0055,178.9227,1.39578463331,189.478,185.845333333,0.865352175399,186.0468,185.845333333,1.55381971837,189.478,184.135555556,1.01250241905,186.0468,184.135555556,1.26686712187,184.98975,184.135555556,1.34043035851,189.478,182.432333333,1.21181090253,186.0468,182.432333333,0.896572921574,184.98975,182.432333333,1.1023418638,182.941272727,182.432333333,0.742069677397,189.478,181.895733333,1.03272146799,186.0468,181.895733333,1.21646081926,184.98975,181.895733333,1.61862510392,182.941272727,181.895733333,1.41875372366,181.890285714,181.895733333,1.22033354459,189.478,180.483777778,0.908471168361,186.0468,180.483777778,1.41565326367,184.98975,180.483777778,1.20540678451,182.941272727,180.483777778,1.66614649446,181.890285714,180.483777778,1.11527138114,181.261176471,180.483777778,1.07262050589,189.478,178.062380952,0.915850306467,186.0468,178.062380952,1.40885657495,184.98975,178.062380952,1.0803652377,182.941272727,178.062380952,1.17000480981,181.890285714,178.062380952,1.35132884591,181.261176471,178.062380952,0.976467650179,178.9227,178.062380952,0.849458580242
2017-06-15,3.61075189359,195.45,187.908,179.186,1.4180585642,190.291,186.258,0.879161465234,186.5072,186.258,1.57861557312,190.291,184.576222222,1.02865993245,186.5072,184.576222222,1.28708378714,185.3935,184.576222222,1.36182094589,190.291,182.7355,1.23114898066,186.5072,182.7355,0.91088043207,185.3935,182.7355,1.11993303503,183.258909091,182.7355,0.753911625154,190.291,182.061866667,1.04920163697,186.5072,182.061866667,1.23587310076,185.3935,182.061866667,1.64445512299,183.258909091,182.061866667,1.44139419529,182.102857143,182.061866667,1.23980762704,190.291,180.830111111,0.922968551077,186.5072,180.830111111,1.43824425816,185.3935,180.830111111,1.22464266572,183.258909091,180.830111111,1.69273485987,182.102857143,180.830111111,1.13306888161,181.551058824,180.830111111,1.0897373837,190.291,178.40952381,0.930465445467,186.5072,178.40952381,1.43133910788,185.3935,178.40952381,1.09760570594,183.258909091,178.40952381,1.18867574632,182.102857143,178.40952381,1.37289335136,181.551058824,178.40952381,0.992050120738,179.186,178.40952381,0.863014240089
2017-06-16,3.62904119712,196.44,188.692,179.4734,1.42524136276,190.912,186.639,0.883614623846,187.0348,186.639,1.58661163051,190.912,185.038888889,1.03387033579,187.0348,185.038888889,1.2936031678,185.795,185.038888889,1.36871888775,190.912,183.079166667,1.23738503843,187.0348,183.079166667,0.915494254673,185.795,183.079166667,1.125605758,183.614909091,183.079166667,0.757730364008,190.912,182.252,1.05451608885,187.0348,182.252,1.2421330873,185.795,182.252,1.65278467311,183.614909091,182.252,1.44869519428,182.356285714,182.252,1.24608754288,190.912,181.165777778,0.927643602832,187.0348,181.165777778,1.44552930198,185.795,181.165777778,1.23084576748,183.614909091,181.165777778,1.70130895816,182.356285714,181.165777778,1.13880814071,181.830235294,181.165777778,1.09525715863,190.912,178.761047619,0.935178470748,187.0348,178.761047619,1.4385891755,185.795,178.761047619,1.10316533576,183.614909091,178.761047619,1.19469666721,182.356285714,178.761047619,1.37984737754,181.830235294,178.761047619,0.997075086814,179.4734,178.761047619,0.867385609225
2017-06-19,3.67781267319,199.08,189.4625,179.8085,1.44439549225,191.925,187.074333333,0.895489713476,187.7024,187.074333333,1.60793445022,191.925,185.484666667,1.0477647447,187.7024,185.484666667,1.31098818288,186.2205,185.484666667,1.38711339938,191.925,183.462166667,1.25401452581,187.7024,183.462166667,0.927797781614,186.2205,183.462166667,1.14073301926,184.022727273,183.462166667,0.767913667617,191.925,182.494,1.06868796054,187.7024,182.494,1.25882638475,186.2205,182.494,1.67499680678,184.022727273,182.494,1.46816452493,182.642428571,182.494,1.26283398512,191.925,181.510777778,0.940110407513,187.7024,181.510777778,1.46495608552,186.2205,181.510777778,1.24738737218,184.022727273,181.510777778,1.72417322028,182.642428571,181.510777778,1.15411283167,182.140470588,181.510777778,1.10997655844,191.925,179.153809524,0.947746538162,187.7024,179.153809524,1.45792268916,186.2205,179.153809524,1.11799101529,184.022727273,179.153809524,1.21075245627,182.642428571,179.153809524,1.39839144737,182.140470588,179.153809524,1.01047499635,179.8085,179.153809524,0.879042593589
2017-06-20,3.66395714022,198.33,190.2045,180.1576,1.43895397819,193.083,187.455,0.892116108467,188.3276,187.455,1.60187683099,193.083,185.939777778,1.04381746944,188.3276,185.939777778,1.30604925814,186.591,185.939777778,1.38188768585,193.083,183.811666667,1.24929023962,188.3276,183.811666667,0.92430246146,186.591,183.811666667,1.13643550185,184.379636364,183.811666667,0.765020683637,193.083,182.711466667,1.06466186063,188.3276,182.711466667,1.2540839707,186.591,182.711466667,1.66868654153,184.379636364,182.711466667,1.46263346509,182.922428571,182.711466667,1.25807647312,193.083,181.842222222,0.936568701638,188.3276,181.842222222,1.45943711292,186.591,181.842222222,1.24268805266,184.379636364,181.842222222,1.71767769127,182.922428571,181.842222222,1.1497649081,182.408352941,181.842222222,1.10579491077,193.083,179.513619048,0.944176064464,188.3276,179.513619048,1.45243021369,186.591,179.513619048,1.11377917452,184.379636364,179.513619048,1.20619115256,182.922428571,179.513619048,1.39312324571,182.408352941,179.513619048,1.00666820387,180.1576,179.513619048,0.875730950303
2017-06-21,3.67947533715,199.17,190.9005,180.5096,1.44504847394,194.19,187.988,0.895894546077,189.1432,187.988,1.60866136453,194.19,186.401333333,1.04823841773,189.1432,186.401333333,1.31158085385,187.0275,186.401333333,1.387740485,194.19,184.170666667,1.25458144015,189.1432,184.170666667,0.928217220032,187.0275,184.170666667,1.14124872134,184.781272727,184.170666667,0.768260825694,194.19,182.943866667,1.06917109253,189.1432,182.943866667,1.25939547444,187.0275,182.943866667,1.67575403861,184.781272727,182.943866667,1.46882825212,183.214714286,182.943866667,1.26340488656,194.19,182.174111111,0.940535412218,189.1432,182.174111111,1.46561836223,187.0275,182.174111111,1.24795129052,184.781272727,182.174111111,1.72495268376,183.214714286,182.174111111,1.1546345825,182.688470588,182.174111111,1.11047835617,194.19,179.816571429,0.948174995005,189.1432,179.816571429,1.45858178622,187.0275,179.816571429,1.11849643618,184.781272727,179.816571429,1.21129981271,183.214714286,179.816571429,1.39902363157,182.688470588,179.816571429,1.01093181145,180.5096,179.816571429,0.879439990783
2017-06-22,3.68446332902,199.44,191.519,180.8814,1.447007419,195.141,188.504666667,0.89710904388,190.0248,188.504666667,1.61084210746,195.141,186.848888889,1.04965943682,190.0248,186.848888889,1.31335886675,187.433,186.848888889,1.38962174187,195.141,184.528333333,1.25628218318,190.0248,184.528333333,0.929475535288,187.433,184.528333333,1.14279582761,185.182545455,184.528333333,0.769302299927,195.141,183.195466667,1.0706204885,190.0248,183.195466667,1.26110274349,187.433,183.195466667,1.6780257341,185.182545455,183.195466667,1.47081943366,183.518285714,183.195466667,1.26511759088,195.141,182.492222222,0.941810426333,190.0248,182.492222222,1.46760519236,187.433,182.492222222,1.24964304555,185.182545455,182.492222222,1.7272910742,183.518285714,182.492222222,1.15619983498,182.954117647,182.492222222,1.11198374933,195.141,180.105333333,0.949460365536,190.0248,180.105333333,1.46055907739,187.433,180.105333333,1.12001269886,185.182545455,180.105333333,1.21294188205,183.518285714,180.105333333,1.40092018416,182.954117647,180.105333333,1.01230225674,180.8814,180.105333333,0.880632182365
