,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2013-02-19,1.72589960018,38.85,37.4285,36.1171,0.911312780408,38.377,36.79,0.538362608721,37.044,36.79,0.744162389156,38.377,36.2282222222,0.851512200457,37.044,36.2282222222,0.925442876124,36.356,36.2282222222,1.1270243196,38.377,36.1776666667,0.989909402939,37.044,36.1776666667,1.19992111115,36.356,36.1776666667,1.19929233605,36.1543636364,36.1776666667,1.03738458263,38.377,36.1406666667,0.960822148909,37.044,36.1406666667,0.952520855483,36.356,36.1406666667,1.1787750144,36.1543636364,36.1406666667,1.17486934994,36.185,36.1406666667,1.0027283093,38.377,36.0835555556,0.960369846326,37.044,36.0835555556,0.876061217799,36.356,36.0835555556,0.937066501084,36.1543636364,36.0835555556,1.04640065798,36.185,36.0835555556,0.866476002773,36.0895294118,36.0835555556,0.846925040002,38.377,36.1047619048,1.17436965883,37.044,36.1047619048,0.883801548878,36.356,36.1047619048,0.928582604612,36.1543636364,36.1047619048,0.918872694776,36.185,36.1047619048,0.71431399642,36.0895294118,36.1047619048,0.743101465533,36.1171,36.1047619048,0.831166030092
2013-02-20,1.71745890715,38.66,37.58,36.141,0.906855909667,38.429,36.8946666667,0.535729689914,37.18,36.8946666667,0.740522984936,38.429,36.3017777778,0.847347790725,37.18,36.3017777778,0.920916900668,36.45175,36.3017777778,1.12151248895,38.429,36.2161666667,0.985068147172,37.18,36.2161666667,1.1940527711,36.45175,36.2161666667,1.19342707109,36.1943636364,36.2161666667,1.03231114452,38.429,36.1824,0.956123147409,37.18,36.1824,0.947862452328,36.45175,36.1824,1.17301009155,36.1943636364,36.1824,1.16912352816,36.233,36.1824,0.997824361328,38.429,36.107,0.955673056858,37.18,36.107,0.871776748523,36.45175,36.107,0.932483679071,36.1943636364,36.107,1.0412831258,36.233,36.107,0.862238410996,36.1294117647,36.107,0.84278306426,38.429,36.1306666667,1.16862628084,37.18,36.1306666667,0.879479224701,36.45175,36.1306666667,0.924041273984,36.1943636364,36.1306666667,0.914378851481,36.233,36.1306666667,0.710820568896,36.1294117647,36.1306666667,0.746735681195,36.141,36.1306666667,0.827101125441
2013-02-21,1.70812972012,38.45,37.734,36.16,0.901929894638,38.473,36.9866666667,0.532819621759,37.2992,36.9866666667,0.736500485535,38.473,36.3648888889,0.842745022074,37.2992,36.3648888889,0.915914506743,36.5465,36.3648888889,1.1154204656,38.473,36.252,0.979717285534,37.2992,36.252,1.18756671104,36.5465,36.252,1.18694440981,36.232,36.252,1.02670366029,38.473,36.2238666667,0.950929514172,37.2992,36.2238666667,0.942713690947,36.5465,36.2238666667,1.16663833471,36.232,36.2238666667,1.16277288302,36.2762857143,36.2238666667,0.992404208305,38.473,36.1294444444,0.9504818685,37.2992,36.1294444444,0.867041282481,36.5465,36.1294444444,0.92741845474,36.232,36.1294444444,1.03562690603,36.2762857143,36.1294444444,0.857554756927,36.1665882353,36.1294444444,0.83820509107,38.473,36.1552380952,1.16227833673,37.2992,36.1552380952,0.874701919031,36.5465,36.1552380952,0.919021908554,36.232,36.1552380952,0.90941197205,36.2762857143,36.1552380952,0.706959412158,36.1665882353,36.1552380952,0.750791927782,36.16,36.1552380952,0.822608336089
2013-02-22,1.72056863616,38.73,37.8715,36.179,0.908497914677,38.549,37.0913333333,0.536699712633,37.4288,37.0913333333,0.741863818069,38.549,36.4462222222,0.848882046942,37.4288,36.4462222222,0.92258436531,36.653,36.4462222222,1.1235431634,38.549,36.2888333333,0.986851767718,37.4288,36.2888333333,1.19621479112,36.653,36.2888333333,1.19558795818,36.2736363636,36.2888333333,1.03418030593,38.549,36.2654666667,0.957854358488,37.4288,36.2654666667,0.949578706122,36.653,36.2654666667,1.17513401049,36.2736363636,36.2654666667,1.17124040987,36.3187142857,36.2654666667,0.999631079003,38.549,36.1623333333,0.957403452978,37.4288,36.1623333333,0.873355237204,36.653,36.1623333333,0.934172087181,36.2736363636,36.1623333333,1.04316853239,36.3187142857,36.1623333333,0.863799629019,36.2025882353,36.1623333333,0.844309055323,38.549,36.182952381,1.1707422622,37.4288,36.182952381,0.881071659924,36.653,36.182952381,0.925714395794,36.2736363636,36.182952381,0.916034477958,36.3187142857,36.182952381,0.712107621142,36.2025882353,36.182952381,0.756259333237,36.179,36.182952381,0.828598721891
2013-02-25,1.68858285207,38.01,37.988,36.191,0.891608720291,38.562,37.178,0.5267223361,37.5296,37.178,0.728072391552,38.562,36.5131111111,0.833101125853,37.5296,36.5131111111,0.905433300424,36.737,36.5131111111,1.1026562262,38.562,36.3131666667,0.968505956389,37.5296,36.3131666667,1.17397687091,36.737,36.3131666667,1.17336169095,36.3123636364,36.3131666667,1.01495464571,38.562,36.298,0.94004761596,37.5296,36.298,0.931925809959,36.737,36.298,1.15328798706,36.3123636364,36.298,1.14946676941,36.344,36.298,0.981047697209,38.562,36.1878888889,0.939605092892,37.5296,36.1878888889,0.857119353631,36.737,36.1878888889,0.916805603763,36.3123636364,36.1878888889,1.02377577889,36.344,36.1878888889,0.847741386497,36.2301176471,36.1878888889,0.828613147245,38.562,36.2048571429,1.14897788242,37.5296,36.2048571429,0.8646923262,36.737,36.2048571429,0.90850514289,36.3123636364,36.2048571429,0.899005177051,36.344,36.2048571429,0.69886936947,36.2301176471,36.2048571429,0.742200290637,36.191,36.2048571429,0.813194872685
2013-02-26,1.70546423812,38.39,38.116,36.2108,0.900522461772,38.619,37.278,0.531988173715,37.6324,37.278,0.735351199992,38.619,36.5884444444,0.841429945316,37.6324,36.5884444444,0.914485251336,36.8305,36.5884444444,1.1136798875,38.619,36.3455,0.978188467923,37.6324,36.3455,1.18571355102,36.8305,36.3455,1.18509222087,36.3574545455,36.3455,1.02510152193,38.619,36.3358666667,0.949445618961,37.6324,36.3358666667,0.941242616267,36.8305,36.3358666667,1.16481783276,36.3574545455,36.3358666667,1.16095841298,36.3722857143,36.3358666667,0.990855593155,38.619,36.2205555556,0.948998671826,37.6324,36.2205555556,0.865688292183,36.8305,36.2205555556,0.925971247789,36.3574545455,36.2205555556,1.03401084324,36.3722857143,36.2205555556,0.85621657005,36.2621176471,36.2205555556,0.836897098731,38.619,36.2280952381,1.16046463842,37.6324,36.2280952381,0.873336974554,36.8305,36.2280952381,0.917587804145,36.3574545455,36.2280952381,0.907992863641,36.3722857143,36.2280952381,0.705856224519,36.2621176471,36.2280952381,0.749620340898,36.2108,36.2280952381,0.821324681988
2013-02-27,1.71790315415,38.67,38.234,36.2333,0.907090481811,38.632,37.3916666667,0.535868264588,37.754,37.3916666667,0.740714532526,38.632,36.6737777778,0.847566970185,37.754,36.6737777778,0.921155109903,36.90975,36.6737777778,1.1218025853,38.632,36.3823333333,0.985322950107,37.754,36.3823333333,1.1943616311,36.90975,36.3823333333,1.19373576924,36.4118181818,36.3823333333,1.03257816757,38.632,36.3808,0.956370463277,37.754,36.3808,0.948107631442,36.90975,36.3808,1.17331350854,36.4118181818,36.3808,1.16942593983,36.4017142857,36.3808,0.998082463853,38.632,36.2583333333,0.955920256304,37.754,36.2583333333,0.872002246906,36.90975,36.2583333333,0.932724880229,36.4118181818,36.2583333333,1.0415524696,36.4017142857,36.2583333333,0.862461442142,36.3001176471,36.2583333333,0.843001062983,38.632,36.250952381,1.16892856389,37.754,36.250952381,0.879706715447,36.90975,36.250952381,0.924280291386,36.4118181818,36.250952381,0.914615369549,36.4017142857,36.250952381,0.711004433502,36.3001176471,36.250952381,0.755087746354,36.2333,36.250952381,0.827315067791
2013-02-28,1.70946246113,38.48,38.3105,36.2551,0.90263361107,38.598,37.492,0.533235345781,37.8784,37.492,0.737075128307,38.598,36.7586666667,0.843402560453,37.8784,36.7586666667,0.916629134447,36.98825,36.7586666667,1.11629075465,38.598,36.4173333333,0.98048169434,37.8784,36.4173333333,1.18849329105,36.98825,36.4173333333,1.18787050428,36.4649090909,36.4173333333,1.02750472946,38.598,36.4216,0.951671461777,37.8784,36.4216,0.943449228287,36.98825,36.4216,1.16754858569,36.4649090909,36.4216,1.16368011804,36.4284285714,36.4216,0.99317851588,38.598,36.2937777778,0.951223466837,37.8784,36.2937777778,0.86771777763,36.98825,36.2937777778,0.928142058216,36.4649090909,36.2937777778,1.03643493743,36.4284285714,36.2937777778,0.858223850365,36.3303529412,36.2937777778,0.83885908724,38.598,36.2693333333,1.16318518589,37.8784,36.2693333333,0.87538439127,36.98825,36.2693333333,0.919738960758,36.4649090909,36.2693333333,0.910121526255,36.4284285714,36.2693333333,0.707511005978,36.3303529412,36.2693333333,0.751377721223,36.2551,36.2693333333,0.823250163139
2013-03-01,1.6996890271,38.26,38.354,36.2769,0.897473023897,38.537,37.5843333333,0.530186702952,37.9696,37.5843333333,0.732861081315,38.537,36.8428888889,0.838580612342,37.9696,36.8428888889,0.911388531287,37.0635,36.8428888889,1.10990863495,38.537,36.4476666667,0.974876029767,37.9696,36.4476666667,1.18169837098,37.0635,36.4476666667,1.18107914485,36.5201818182,36.4476666667,1.02163022217,38.537,36.4549333333,0.946230512671,37.9696,36.4549333333,0.938055287793,37.0635,36.4549333333,1.16087341186,36.5201818182,36.4549333333,1.15702706123,36.448,36.4549333333,0.987500260331,38.537,36.3225555556,0.945785079033,37.9696,36.3225555556,0.862756813205,37.0635,36.3225555556,0.922835632727,36.5201818182,36.3225555556,1.03050937386,36.448,36.3225555556,0.85331716515,36.3576470588,36.3225555556,0.834063115328,38.537,36.282952381,1.15653495874,37.9696,36.282952381,0.870379594854,37.0635,36.282952381,0.914480577926,36.5201818182,36.282952381,0.904918128755,36.448,36.282952381,0.703465984634,36.3576470588,36.282952381,0.747081902651,36.2769,36.282952381,0.818543431437
2013-03-04,1.70279875611,38.33,38.3855,36.2983,0.899115028907,38.483,37.679,0.53115672567,38.0756,37.679,0.734201914449,38.483,36.9246666667,0.840114868559,38.0756,36.9246666667,0.913055995929,37.12725,36.9246666667,1.1119393094,38.483,36.4885,0.976659650313,38.0756,36.4885,1.183860391,37.12725,36.4885,1.18324003194,36.5725454545,36.4885,1.02349938358,38.483,36.4828,0.94796172375,38.0756,36.4828,0.939771541587,37.12725,36.4828,1.16299733081,36.5725454545,36.4828,1.15914394294,36.4711428571,36.4828,0.989306978006,38.483,36.3521111111,0.947515475152,38.0756,36.3521111111,0.864335301885,37.12725,36.3521111111,0.924524040837,36.5725454545,36.3521111111,1.03239478045,36.4711428571,36.3521111111,0.854878383173,36.3847058824,36.3521111111,0.835589106391,38.483,36.2974285714,1.1586509401,38.0756,36.2974285714,0.871972030077,37.12725,36.2974285714,0.916153699737,36.5725454545,36.2974285714,0.906573755232,36.4711428571,36.2974285714,0.70475303688,36.3847058824,36.2974285714,0.748448754015,36.2983,36.2974285714,0.820041027888
2013-03-05,1.72323411817,38.79,38.427,36.3229,0.909905347542,38.477,37.778,0.537531160677,38.194,37.778,0.743013103613,38.477,37.0166666667,0.8501971237,38.194,37.0166666667,0.924013620717,37.21175,37.0166666667,1.1252837415,38.477,36.5365,0.988380585328,38.194,36.5365,1.19806795113,37.21175,36.5365,1.19744014711,36.6370909091,36.5365,1.03578244428,38.477,36.5145333333,0.959338253699,38.194,36.5145333333,0.951049780802,37.21175,36.5145333333,1.17695451245,36.6370909091,36.5145333333,1.17305487991,36.5061428571,36.5145333333,1.00117969415,38.477,36.3867777778,0.958886649652,38.194,36.3867777778,0.874708227502,37.21175,36.3867777778,0.935619294132,36.6370909091,36.3867777778,1.04478459519,36.5061428571,36.3867777778,0.865137815896,36.4155294118,36.3867777778,0.845617047662,38.477,36.3200952381,1.17255596052,38.194,36.3200952381,0.882436604401,37.21175,36.3200952381,0.927148500203,36.6370909091,36.3200952381,0.917453586367,36.5061428571,36.3200952381,0.713210808781,36.4155294118,36.3200952381,0.757430920121,36.3229,36.3200952381,0.829882375992
2013-03-06,1.70546423812,38.39,38.4395,36.3413,0.900522461772,38.45,37.87,0.531988173715,38.2772,37.87,0.735351199992,38.45,37.0808888889,0.841429945316,38.2772,37.0808888889,0.914485251336,37.2835,37.0808888889,1.1136798875,38.45,36.5816666667,0.978188467923,38.2772,36.5816666667,1.18571355102,37.2835,36.5816666667,1.18509222087,36.6923636364,36.5816666667,1.02510152193,38.45,36.5382666667,0.949445618961,38.2772,36.5382666667,0.941242616267,37.2835,36.5382666667,1.16481783276,36.6923636364,36.5382666667,1.16095841298,36.5352857143,36.5382666667,0.990855593155,38.45,36.4195555556,0.948998671826,38.2772,36.4195555556,0.865688292183,37.2835,36.4195555556,0.925971247789,36.6923636364,36.4195555556,1.03401084324,36.5352857143,36.4195555556,0.85621657005,36.4491764706,36.4195555556,0.836897098731,38.45,36.3388571429,1.16046463842,38.2772,36.3388571429,0.873336974554,37.2835,36.3388571429,0.917587804145,36.6923636364,36.3388571429,0.907992863641,36.5352857143,36.3388571429,0.705856224519,36.4491764706,36.3388571429,0.749620340898,36.3413,36.3388571429,0.821324681988
2013-03-07,1.70679697912,38.42,38.46,36.3612,0.901226178205,38.447,37.9716666667,0.532403897737,38.336,37.9716666667,0.735925842763,38.447,37.1493333333,0.842087483695,38.336,37.1493333333,0.91519987904,37.35175,37.1493333333,1.11455017655,38.447,36.6293333333,0.978952876729,38.336,36.6293333333,1.18664013103,37.35175,36.6293333333,1.18601831534,36.7434545455,36.6293333333,1.02590259111,38.447,36.5624,0.950187566566,38.336,36.5624,0.941978153607,37.35175,36.5624,1.16572808374,36.7434545455,36.5624,1.161865648,36.5655714286,36.5624,0.99162990073,38.447,36.4474444444,0.949740270163,38.336,36.4474444444,0.866364787332,37.35175,36.4474444444,0.926694851265,36.7434545455,36.4474444444,1.03481887463,36.5655714286,36.4474444444,0.856885663488,36.4854117647,36.4474444444,0.837551094901,38.447,36.359047619,1.16137148758,38.336,36.359047619,0.874019446793,37.35175,36.359047619,0.91830485635,36.7434545455,36.359047619,0.908702417846,36.5655714286,36.359047619,0.706407818339,36.4854117647,36.359047619,0.75020613434,36.3612,36.359047619,0.821966509039
2013-03-08,1.72190137717,38.76,38.4995,36.3911,0.909201631109,38.45,38.0643333333,0.537115436655,38.3908,38.0643333333,0.742438460841,38.45,37.2273333333,0.849539585321,38.3908,37.2273333333,0.923298993014,37.431,37.2273333333,1.12441345245,38.45,36.6883333333,0.987616176523,38.3908,36.6883333333,1.19714137113,37.431,36.6883333333,1.19651405265,36.8105454545,36.6883333333,1.0349813751,38.45,36.5873333333,0.958596306093,38.3908,36.5873333333,0.950314243462,37.431,36.5873333333,1.17604426147,36.8105454545,36.5873333333,1.17214764489,36.5975714286,36.5873333333,1.00040538658,38.45,36.4787777778,0.958145051315,38.3908,36.4787777778,0.874031732353,37.431,36.4787777778,0.934895690656,36.8105454545,36.4787777778,1.04397656379,36.5975714286,36.4787777778,0.864468722457,36.5224705882,36.4787777778,0.844963051493,38.45,36.3845714286,1.17164911136,38.3908,36.3845714286,0.881754132163,37.431,36.3845714286,0.926431447999,36.8105454545,36.3845714286,0.916744032163,36.5975714286,36.3845714286,0.712659214961,36.5224705882,36.3845714286,0.756845126679,36.3911,36.3845714286,0.829240548942
2013-03-11,1.72723234118,38.88,38.5495,36.4228,0.91201649684,38.537,38.171,0.538778332743,38.438,38.171,0.744737031927,38.537,37.2962222222,0.852169738836,38.438,37.2962222222,0.926157503828,37.51775,37.2962222222,1.12789460865,38.537,36.7455,0.990673811744,38.438,36.7455,1.20084769116,37.51775,36.7455,1.20021843052,36.8810909091,36.7455,1.0381856518,38.537,36.6162666667,0.961564096515,38.438,36.6162666667,0.953256392823,37.51775,36.6162666667,1.17968526538,36.8810909091,36.6162666667,1.17577658496,36.6308571429,36.6162666667,1.00350261688,38.537,36.5104444444,0.961111444663,38.438,36.5104444444,0.876737712948,37.51775,36.5104444444,0.937790104559,36.8810909091,36.5104444444,1.04720868938,36.6308571429,36.5104444444,0.867145096211,36.5614117647,36.5104444444,0.847579036172,38.537,36.4101904762,1.17527650799,38.438,36.4101904762,0.884484021117,37.51775,36.4101904762,0.929299656816,36.8810909091,36.4101904762,0.919582248981,36.6308571429,36.4101904762,0.71486559024,36.5614117647,36.4101904762,0.759188300446,36.4228,36.4101904762,0.831807857143
2013-03-12,1.72101288316,38.74,38.5955,36.4557,0.908732486821,38.572,38.268,0.536838287307,38.4692,38.268,0.74205536566,38.572,37.3702222222,0.849101226402,38.4692,37.3702222222,0.922822574545,37.6015,37.3702222222,1.12383325975,38.572,36.8038333333,0.987106570653,38.4692,36.8038333333,1.19652365112,37.6015,36.8038333333,1.19589665633,36.9490909091,36.8038333333,1.03444732898,38.572,36.6482666667,0.958101674357,38.4692,36.6482666667,0.949823885235,37.6015,36.6482666667,1.17543742749,36.9490909091,36.6482666667,1.17154282154,36.6635714286,36.6482666667,0.999889181527,38.572,36.539,0.957650652423,38.4692,36.539,0.873580735587,37.6015,36.539,0.934413288339,36.9490909091,36.539,1.04343787619,36.6635714286,36.539,0.864022660165,36.5989411765,36.539,0.844527054046,38.572,36.4331428571,1.17104454526,38.4692,36.4331428571,0.88129915067,37.6015,36.4331428571,0.925953413196,36.9490909091,36.4331428571,0.916270996027,36.6635714286,36.4331428571,0.712291485748,36.5989411765,36.4331428571,0.756454597718,36.4557,36.4331428571,0.828812664242
2013-03-13,1.74011550422,39.17,38.627,36.4947,0.918819089024,38.622,38.3633333333,0.542796998291,38.5104,38.3633333333,0.750291912052,38.622,37.4513333333,0.858525943163,38.5104,37.4513333333,0.933065571629,37.69925,37.4513333333,1.1363074028,38.622,36.8675,0.998063096863,38.5104,36.8675,1.20980463124,37.69925,36.8675,1.20917067704,37.028,36.8675,1.0459293205,38.622,36.6858666667,0.9687362567,38.5104,36.6858666667,0.960366587111,37.69925,36.6858666667,1.18848435815,37.028,36.6858666667,1.18454652348,36.7022857143,36.6858666667,1.0109875901,38.622,36.5794444444,0.968280228586,38.5104,36.5794444444,0.883277166054,37.69925,36.5794444444,0.944784938158,37.028,36.5794444444,1.05501965954,36.7022857143,36.5794444444,0.873612999449,36.6444705882,36.5794444444,0.853900999148,38.622,36.4580952381,1.18404271651,38.5104,36.4580952381,0.891081252756,37.69925,36.4580952381,0.936231161458,37.028,36.4580952381,0.926441272957,36.7022857143,36.4580952381,0.720197663829,36.6444705882,36.4580952381,0.764850970382,36.4947,36.4580952381,0.838012185295
2013-03-14,1.75566414927,39.52,38.662,36.537,0.927029114072,38.726,38.449,0.547647111883,38.5708,38.449,0.75699607772,38.726,37.5364444444,0.866197224249,38.5708,37.5364444444,0.941402894837,37.8005,37.5364444444,1.14646077505,38.726,36.9326666667,1.00698119959,38.5708,36.9326666667,1.22061473134,37.8005,36.9326666667,1.2199751125,37.1163636364,36.9326666667,1.05527512755,38.726,36.7288,0.977392312095,38.5708,36.7288,0.968947856079,37.8005,36.7288,1.19910395287,37.1163636364,36.7288,1.19513093204,36.7471428571,36.7288,1.02002117847,38.726,36.6258888889,0.976932209184,38.5708,36.6258888889,0.891169609458,37.8005,36.6258888889,0.953226978708,37.1163636364,36.6258888889,1.06444669249,36.7471428571,36.6258888889,0.881419089564,36.6927058824,36.6258888889,0.861530954463,38.726,36.4875238095,1.19462262335,38.5708,36.4875238095,0.899043428872,37.8005,36.4875238095,0.944596770508,37.1163636364,36.4875238095,0.934719405342,36.7471428571,36.4875238095,0.726632925058,36.6927058824,36.4875238095,0.771685227202,36.537,36.4875238095,0.845500167548
2013-03-15,1.76099511328,39.64,38.7005,36.5767,0.929843979803,38.864,38.524,0.549310007972,38.6376,38.524,0.759294648806,38.864,37.6264444444,0.868827377764,38.6376,37.6264444444,0.944261405652,37.90425,37.6264444444,1.14994193125,38.864,37.0088333333,1.01003883481,38.6376,37.0088333333,1.22432105138,37.90425,37.0088333333,1.22367949037,37.2103636364,37.0088333333,1.05847940426,38.864,36.7704,0.980360102517,38.6376,36.7704,0.97189000544,37.90425,36.7704,1.20274495678,37.2103636364,36.7704,1.19875987212,36.7928571429,36.7704,1.02311840877,38.864,36.6706666667,0.979898602531,38.6376,36.6706666667,0.893875590053,37.90425,36.6706666667,0.956121392611,37.2103636364,36.6706666667,1.06767881808,36.7928571429,36.6706666667,0.884095463318,36.7383529412,36.6706666667,0.864146939143,38.864,36.5243809524,1.19825001998,38.6376,36.5243809524,0.901773317826,37.90425,36.5243809524,0.947464979326,37.2103636364,36.5243809524,0.93755762216,36.7928571429,36.5243809524,0.728839300337,36.7383529412,36.5243809524,0.774028400969,36.5767,36.5243809524,0.848067475749
2013-03-18,1.75877387828,39.59,38.7365,36.6159,0.928671119082,38.99,38.587,0.548617134602,38.706,38.587,0.758336910854,38.99,37.7193333333,0.867731480466,38.706,37.7193333333,0.943070359479,38.00675,37.7193333333,1.1484914495,38.99,37.0853333333,1.00876482014,38.706,37.0853333333,1.22277675136,38.00675,37.0853333333,1.22213599959,37.3001818182,37.0853333333,1.05714428897,38.99,36.8109333333,0.979123523174,38.706,36.8109333333,0.970664109873,38.00675,36.8109333333,1.20122787182,37.3001818182,36.8109333333,1.19724781375,36.8458571429,36.8109333333,1.02182789615,38.99,36.7153333333,0.978662605303,38.706,36.7153333333,0.892748098138,38.00675,36.7153333333,0.954915386819,37.3001818182,36.7153333333,1.06633209908,36.8458571429,36.7153333333,0.882980307587,36.7777647059,36.7153333333,0.863056945526,38.99,36.5613333333,1.19673860471,38.706,36.5613333333,0.900635864095,38.00675,36.5613333333,0.946269892319,37.3001818182,36.5613333333,0.93637503182,36.8458571429,36.5613333333,0.727919977304,36.7777647059,36.5613333333,0.773052078566,36.6159,36.5613333333,0.846997763999
2013-03-19,1.77254553532,39.9,38.789,36.6582,0.935942855554,39.101,38.6516666667,0.552912949498,38.7892,38.6516666667,0.76427488616,39.101,37.8195555556,0.874526043713,38.7892,37.8195555556,0.950454845749,38.10875,37.8195555556,1.15748443635,39.101,37.167,1.01666371113,38.7892,37.167,1.23235141145,38.10875,37.167,1.23170564243,37.3956363636,37.167,1.06542200378,39.101,36.8569333333,0.986790315096,38.7892,36.8569333333,0.978264662387,38.10875,36.8569333333,1.21063379857,37.3956363636,36.8569333333,1.20662257562,36.9028571429,36.8569333333,1.02982907442,39.101,36.7636666667,0.986325788118,38.7892,36.7636666667,0.89973854801,38.10875,36.7636666667,0.962392622735,37.3956363636,36.7636666667,1.07468175684,36.9028571429,36.7636666667,0.889894273118,36.8188235294,36.7636666667,0.869814905948,39.101,36.6037142857,1.20610937934,38.7892,36.6037142857,0.907688077226,38.10875,36.6037142857,0.953679431763,37.3956363636,36.6037142857,0.943707091932,36.9028571429,36.6037142857,0.733619780107,36.8188235294,36.6037142857,0.779105277464,36.6582,36.6037142857,0.853629976852
2013-03-20,1.78987116837,40.29,38.8705,36.7067,0.945091169179,39.291,38.7233333333,0.558317361786,38.8592,38.7233333333,0.77174524219,39.291,37.9313333333,0.883074042636,38.8592,37.9313333333,0.959745005896,38.22525,37.9313333333,1.16879819399,39.291,37.258,1.0266010256,38.8592,37.258,1.24439695157,38.22525,37.258,1.24374487051,37.4827272727,37.258,1.07583590307,39.291,36.908,0.996435633966,38.8592,36.908,0.987826647809,38.22525,36.908,1.22246706126,37.4827272727,36.908,1.21841663087,36.9687142857,36.908,1.03989507289,39.291,36.8191111111,0.995966566498,38.8592,36.8191111111,0.908532984946,38.22525,36.8191111111,0.971799467919,37.4827272727,36.8191111111,1.08518616499,36.9687142857,36.8191111111,0.898592487818,36.8621176471,36.8191111111,0.878316856157,39.291,36.6515238095,1.21789841839,38.8592,36.6515238095,0.916560216327,38.22525,36.6515238095,0.96300111042,37.4827272727,36.6515238095,0.95293129659,36.9687142857,36.6515238095,0.740790499762,36.8621176471,36.6515238095,0.786720592206,36.7067,36.6515238095,0.861973728505
2013-03-21,1.78720568636,40.23,38.9595,36.7499,0.943683736314,39.472,38.7973333333,0.557485913742,38.9156,38.7973333333,0.770595956647,39.472,38.0371111111,0.881758965879,38.9156,38.0371111111,0.958315750489,38.34675,38.0371111111,1.16705761589,39.472,37.3508333333,1.02507220799,38.9156,37.3508333333,1.24254379155,38.34675,37.3508333333,1.24189268158,37.5716363636,37.3508333333,1.07423376471,39.472,36.9593333333,0.994951738755,38.9156,36.9593333333,0.986355573129,38.34675,36.9593333333,1.22064655931,37.5716363636,36.9593333333,1.21660216083,37.0354285714,36.9593333333,1.03834645774,39.472,36.8725555556,0.994483369824,38.9156,36.8725555556,0.907179994648,38.34675,36.8725555556,0.970352260968,37.5716363636,36.8725555556,1.0835701022,37.0354285714,36.8725555556,0.897254300941,36.9047058824,36.8725555556,0.877008863817,39.472,36.6985714286,1.21608472007,38.9156,36.6985714286,0.91519527185,38.34675,36.6985714286,0.961567006011,37.5716363636,36.6985714286,0.951512188181,37.0354285714,36.6985714286,0.739687312123,36.9047058824,36.6985714286,0.785549005323,36.7499,36.6985714286,0.860690074405
2013-03-22,1.7992003554,40.5,39.048,36.7955,0.950017184209,39.646,38.8816666667,0.561227429941,38.9808,38.8816666667,0.775767741591,39.646,38.1484444444,0.887676811287,38.9808,38.1484444444,0.964747399821,38.45975,38.1484444444,1.17489021734,39.646,37.4513333333,1.03195188723,38.9808,37.4513333333,1.25088301163,38.45975,37.4513333333,1.25022753179,37.6670909091,37.4513333333,1.0814433873,39.646,37.0134666667,1.0016292672,38.9808,37.0134666667,0.99297540919,38.45975,37.0134666667,1.2288388181,37.6670909091,37.0134666667,1.224767276,37.1108571429,37.0134666667,1.04531522591,39.646,36.9252222222,1.00115775486,38.9808,36.9252222222,0.913268450988,38.45975,36.9252222222,0.976864692249,37.6670909091,36.9252222222,1.09084238477,37.1108571429,36.9252222222,0.903276141887,36.9471764706,36.9252222222,0.882894829346,39.646,36.7445714286,1.22424636249,38.9808,36.7445714286,0.921337521996,38.45975,36.7445714286,0.96802047585,37.6670909091,36.7445714286,0.957898176022,37.1108571429,36.7445714286,0.7446516565,36.9471764706,36.7445714286,0.790821146298,36.7955,36.7445714286,0.866466517857
2013-03-25,1.79697912039,40.45,39.17,36.8397,0.948844323487,39.803,38.9673333333,0.560534556571,39.044,38.9673333333,0.774810003638,39.803,38.2586666667,0.886580913989,39.044,38.2586666667,0.963556353648,38.579,38.2586666667,1.17343973559,39.803,37.548,1.03067787256,39.044,37.548,1.24933871161,38.579,37.548,1.24868404101,37.752,37.548,1.080108272,39.803,37.0744,1.00039268786,39.044,37.0744,0.991749513623,38.579,37.0744,1.22732173314,37.752,37.0744,1.22325521764,37.1822857143,37.0744,1.04402471329,39.803,36.972,0.999921757629,39.044,36.972,0.912140959073,38.579,36.972,0.975658686456,37.752,36.972,1.08949566577,37.1822857143,36.972,0.902160986156,36.9911764706,36.972,0.881804835729,39.803,36.7900952381,1.22273494723,39.044,36.7900952381,0.920200068266,38.579,36.7900952381,0.966825388843,37.752,36.7900952381,0.956715585681,37.1822857143,36.7900952381,0.743732333467,36.9911764706,36.7900952381,0.789844823895,36.8397,36.7900952381,0.865396806107
