,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2011-10-25,1.21602055114,52.07,49.9315,50.3617,0.824166717952,51.584,49.6643333333,0.98747866867,49.5152,49.6643333333,1.05189241667,51.584,49.3677777778,0.940285930148,49.5152,49.3677777778,0.761803711325,49.42275,49.3677777778,1.20241012794,51.584,48.837,1.01196732765,49.5152,48.837,0.958805385818,49.42275,48.837,0.880473342415,48.9421818182,48.837,0.899043227213,51.584,49.5518666667,0.932836036143,49.5152,49.5518666667,0.964260100479,49.42275,49.5518666667,0.934545848542,48.9421818182,49.5518666667,0.931785118611,49.299,49.5518666667,0.93347792721,51.584,50.1496666667,0.976434276627,49.5152,50.1496666667,0.814067911192,49.42275,50.1496666667,0.880127327248,48.9421818182,50.1496666667,0.873079982519,49.299,50.1496666667,0.719320005317,50.05,50.1496666667,0.840989309939,51.584,50.516952381,1.03918357557,49.5152,50.516952381,0.774396781513,49.42275,50.516952381,0.738712147442,48.9421818182,50.516952381,0.701822404743,49.299,50.516952381,0.887464444245,50.05,50.516952381,0.896202239239,50.3617,50.516952381,0.961772220962
2011-10-26,1.18682858477,50.82,50.089,50.3452,0.84395178416,51.544,49.7116666667,0.963773111999,49.5832,49.7116666667,1.02664053418,51.544,49.4135555556,0.917713289228,49.5832,49.4135555556,0.743515740532,49.4425,49.4135555556,1.17354489537,51.544,48.8561666667,0.987673892665,49.5832,48.8561666667,0.935788164149,49.4425,48.8561666667,0.859336571184,49.0514545455,48.8561666667,0.877460664623,51.544,49.5136,0.910442238464,49.5832,49.5136,0.987408268822,49.4425,49.5136,0.956980692227,49.0514545455,49.5136,0.954153687811,49.2754285714,49.5136,0.95588713422,51.544,50.1324444444,0.95299385324,49.5832,50.1324444444,0.833610543975,49.4425,50.1324444444,0.901255791989,49.0514545455,50.1324444444,0.894039267677,49.2754285714,50.1324444444,0.736588106079,50.0298823529,50.1324444444,0.861178221738,51.544,50.4826666667,1.01423678338,49.5832,50.4826666667,0.792987063382,49.4425,50.4826666667,0.75644577879,49.0514545455,50.4826666667,0.718670455558,49.2754285714,50.4826666667,0.908769044885,50.0298823529,50.4826666667,0.917716600657,50.3452,50.4826666667,0.984860664907
2011-10-27,1.23236805231,52.77,50.3215,50.3457,0.811568746397,51.732,49.786,1.00075378041,49.7984,49.786,1.06603347086,51.732,49.5206666667,0.952926609063,49.7984,49.5206666667,0.772044974968,49.52025,49.5206666667,1.21857465818,51.732,48.9376666667,1.02557165124,49.7984,48.9376666667,0.971695029952,49.52025,48.9376666667,0.892309934305,49.16,48.9376666667,0.911129462262,51.732,49.5066666667,0.945376562844,49.7984,49.5066666667,1.02529583522,49.52025,49.5066666667,0.92026065386,49.16,49.5066666667,0.917542123639,49.2698571429,49.5066666667,0.919209056461,51.732,50.1418888889,0.989560913724,49.7984,50.1418888889,0.801624307045,49.52025,50.1418888889,0.866673958176,49.16,50.1418888889,0.859734337099,49.2698571429,50.1418888889,0.708324689966,50.0309411765,50.1418888889,0.828134193159,51.732,50.4683809524,1.0531537792,49.7984,50.4683809524,0.762559578659,49.52025,50.4683809524,0.727420409474,49.16,50.4683809524,0.691094552599,49.2698571429,50.4683809524,0.873898922147,50.0309411765,50.4683809524,0.882503153761,50.3457,50.4683809524,0.947070851908
2011-10-28,1.22839794489,52.6,50.594,50.3523,0.814183237336,51.82,49.8473333333,0.997529824698,50.024,49.8473333333,1.06259921484,51.82,49.6077777778,0.949856729898,50.024,49.6077777778,0.769557810941,49.6225,49.6077777778,1.21464898655,51.82,49.0076666667,1.02226774408,50.024,49.0076666667,0.968564687805,49.6225,49.0076666667,0.889435333417,49.2569090909,49.0076666667,0.90819423375,51.82,49.4998666667,0.942331006359,50.024,49.4998666667,1.02199281661,49.6225,49.4998666667,0.917296008964,49.2569090909,49.4998666667,0.920498010716,49.2608571429,49.4998666667,0.922170313607,51.82,50.1572222222,0.986373016144,50.024,50.1572222222,0.804206761701,49.6225,50.1572222222,0.869465972064,49.2569090909,50.1572222222,0.862503994808,49.2608571429,50.1572222222,0.710606577351,50.0157647059,50.1572222222,0.830802050139,51.82,50.4619047619,1.04976101546,50.024,50.4619047619,0.765016185223,49.6225,50.4619047619,0.729763814242,49.2569090909,50.4619047619,0.693320932625,49.2608571429,50.4619047619,0.876714211455,50.0157647059,50.4619047619,0.885346161836,50.3523,50.4619047619,0.950121866591
2011-10-31,1.22209248015,52.33,50.887,50.3491,0.810003969768,51.953,49.904,0.992409424457,50.2072,49.904,1.05714480822,51.953,49.6728888889,0.944981039459,50.2072,49.6728888889,0.76560760925,49.718,49.6728888889,1.20841409631,51.953,49.119,1.01702036212,50.2072,49.119,0.963592967925,49.718,49.119,0.884869790831,49.3378181818,49.119,0.903532400231,51.953,49.4997333333,0.937493946061,50.2072,49.4997333333,1.01674684588,49.718,49.4997333333,0.912587455305,49.3378181818,49.4997333333,0.925223000504,49.2518571429,49.4997333333,0.92690388746,51.953,50.1651111111,0.981309884692,50.2072,50.1651111111,0.808334819223,49.718,50.1651111111,0.873929010324,49.3378181818,50.1651111111,0.866931296682,49.2518571429,50.1651111111,0.714254177652,49.9974117647,50.1651111111,0.835066623401,51.953,50.4540952381,1.04437250835,50.2072,50.4540952381,0.768943074387,49.718,50.4540952381,0.73350975017,49.3378181818,50.4540952381,0.696879804332,49.2518571429,50.4540952381,0.881214455506,49.9974117647,50.4540952381,0.889890714378,50.3491,50.4540952381,0.954998917998
2011-11-01,1.18379262027,50.69,51.055,50.3292,0.784618788984,51.85,49.903,0.961307734106,50.3136,49.903,1.02401433841,51.85,49.6915555556,0.915365734572,50.3136,49.6915555556,0.74161379157,49.785,49.6915555556,1.17054291118,51.85,49.1838333333,0.985147375427,50.3136,49.1838333333,0.933394373096,49.785,49.1838333333,0.857138346976,49.3872727273,49.1838333333,0.875216078114,51.85,49.4685333333,0.908113283505,50.3136,49.4685333333,0.984882431062,49.785,49.4685333333,0.883987351604,49.3872727273,49.4685333333,0.954219096832,49.2162857143,49.4685333333,0.955952662072,51.85,50.1495555556,0.950556049208,50.3136,50.1495555556,0.78300194891,49.785,50.1495555556,0.90131757476,49.3872727273,50.1495555556,0.894100555741,49.2162857143,50.1495555556,0.736638600571,49.9623529412,50.1495555556,0.861237257117,51.85,50.4321904762,1.01164231699,50.3136,50.4321904762,0.793041424129,49.785,50.4321904762,0.756497634563,49.3872727273,50.4321904762,0.718719721762,49.2162857143,50.4321904762,0.908831342703,49.9623529412,50.4321904762,0.917779511848,50.3292,50.4321904762,0.984928178948
2011-11-02,1.18986454928,50.95,51.195,50.3221,0.788643268865,51.83,49.964,0.966238489893,50.4448,49.964,1.02926672996,51.83,49.712,0.920060843884,50.4448,49.712,0.745417689495,49.83325,49.712,1.17654687955,51.83,49.2861666667,0.990200409903,50.4448,49.2861666667,0.938181955203,49.83325,49.2861666667,0.861534795392,49.4438181818,49.2861666667,0.879705251133,51.83,49.4482666667,0.912771193422,50.4448,49.4482666667,0.989934106582,49.83325,49.4482666667,0.888521514386,49.4438181818,49.4482666667,0.949324700202,49.1958571429,49.4482666667,0.95104937361,51.83,50.132,0.955431657272,50.4448,50.132,0.787018135667,49.83325,50.132,0.896694521506,49.4438181818,50.132,0.889514520143,49.1958571429,50.132,0.73286022148,49.9264705882,50.132,0.856819784502,51.83,50.4177142857,1.01683124977,50.4448,50.4177142857,0.788973742727,49.83325,50.4177142857,0.752617394181,49.4438181818,50.4177142857,0.715033252485,49.1958571429,50.4177142857,0.904169749705,49.9264705882,50.4177142857,0.913072021749,50.3221,50.4177142857,0.979876268778
2011-11-03,1.21788883699,52.15,51.363,50.3255,0.80721779139,51.929,50.1226666667,0.988995824297,50.606,50.1226666667,1.05350853715,51.929,49.7673333333,0.941730579166,50.606,49.7673333333,0.762974141455,49.91925,49.7673333333,1.20425750282,51.929,49.3753333333,1.01352210749,50.606,49.3753333333,0.960278488004,49.91925,49.3753333333,0.881826095774,49.548,49.3753333333,0.900424511218,51.929,49.4348,0.934269239195,50.606,49.4348,1.01324953206,49.91925,49.4348,0.909448419533,49.548,49.4348,0.926965727871,49.2011428571,49.4348,0.928649780904,51.929,50.1261111111,0.977934463724,50.606,50.1261111111,0.805554382238,49.91925,50.1261111111,0.875575121588,49.548,50.1261111111,0.868564227225,49.2011428571,50.1261111111,0.715599529316,49.8927058824,50.1261111111,0.836639534425,51.929,50.4122857143,1.04078017027,50.606,50.4122857143,0.807556048738,49.91925,50.4122857143,0.734891371158,49.548,50.4122857143,0.698192430051,49.2011428571,50.4122857143,0.882874289456,49.8927058824,50.4122857143,0.891566890717,50.3255,50.4122857143,0.956797730553
2011-11-04,1.20574497898,51.63,51.5015,50.3251,0.799168831629,51.867,50.2783333333,0.979134312722,50.7852,50.2783333333,1.04300375403,51.867,49.8366666667,0.932340360544,50.7852,49.8366666667,0.755366345606,50.0195,49.8366666667,1.19224956607,51.867,49.448,1.00341603853,50.7852,49.448,0.95070332379,50.0195,49.448,0.873033198942,49.6445454545,49.448,0.891446165181,51.867,49.4134666667,0.92495341936,50.7852,49.4134666667,1.00314618102,50.0195,49.4134666667,0.900380093969,49.6445454545,49.4134666667,0.917722733078,49.2031428571,49.4134666667,0.93790956779,51.867,50.101,0.968183247595,50.7852,50.101,0.797522008724,50.0195,50.101,0.884305688477,49.6445454545,50.101,0.877224886825,49.2031428571,50.101,0.722734941688,49.8589411765,50.101,0.844981865354,51.867,50.4093333333,1.03040230472,50.7852,50.4093333333,0.799503716133,50.0195,50.4093333333,0.742219147054,49.6445454545,50.4093333333,0.705154272115,49.2031428571,50.4093333333,0.891677638076,49.8589411765,50.4093333333,0.900456915322,50.3251,50.4093333333,0.966338187311
2011-11-07,1.20948155068,51.79,51.5925,50.319,0.801645434632,51.78,50.413,0.982168623976,50.998,50.413,1.04623599499,51.78,49.9095555556,0.935229658582,50.998,49.9095555556,0.757707205867,50.1065,49.9095555556,1.19594431584,51.78,49.5131666667,1.00652559821,50.998,49.5131666667,0.953649528164,50.1065,49.5131666667,0.875738705659,49.7370909091,49.5131666667,0.894208733193,51.78,49.3978666667,0.927819825463,50.998,49.3978666667,1.00625490441,50.1065,49.3978666667,0.903170347989,49.7370909091,49.3978666667,0.920566731476,49.2194285714,49.3978666667,0.935003010926,51.78,50.0776666667,0.971183621788,50.998,50.0776666667,0.799993508266,50.1065,50.0776666667,0.881565248613,49.7370909091,50.0776666667,0.874506390178,49.2194285714,50.0776666667,0.720495205282,49.8344705882,50.0776666667,0.842363288974,51.78,50.4011428571,1.03359549412,50.998,50.4011428571,0.801981356934,50.1065,50.4011428571,0.739919029612,49.7370909091,50.4011428571,0.702969017737,49.2194285714,50.4011428571,0.888914352736,49.8344705882,50.4011428571,0.897666423235,50.319,50.4011428571,0.96334353091
