,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2016-02-11,1.26135241856,51.11,55.973,68.6414,0.460185381907,53.276,58.9876666667,0.479950416263,57.5072,58.9876666667,0.397740340691,53.276,62.5151111111,0.219600846453,57.5072,62.5151111111,0.478454489693,61.6265,62.5151111111,0.772825473793,53.276,64.6958333333,0.288195069826,57.5072,64.6958333333,0.65211533966,61.6265,64.6958333333,0.736706000715,64.0378181818,64.6958333333,0.493460448563,53.276,66.3442666667,0.188511686612,57.5072,66.3442666667,0.677872803332,61.6265,66.3442666667,0.501894268698,64.0378181818,66.3442666667,0.371859749226,65.8084285714,66.3442666667,0.910758509701,53.276,67.9066666667,0.165046579941,57.5072,67.9066666667,0.710640310126,61.6265,67.9066666667,0.677367631599,64.0378181818,67.9066666667,0.541436400255,65.8084285714,67.9066666667,1.00650238384,67.3817647059,67.9066666667,0.814525687411,53.276,68.9796190476,0.220108434093,57.5072,68.9796190476,0.685173277206,61.6265,68.9796190476,0.891222570068,64.0378181818,68.9796190476,1.09207190944,65.8084285714,68.9796190476,1.50717866132,67.3817647059,68.9796190476,1.28231570874,68.6414,68.9796190476,1.51172447628
2016-02-12,1.29960513327,52.66,55.4605,68.417,0.44622945661,53.192,58.4246666667,0.465395081785,57.0684,58.4246666667,0.385678170312,53.192,62.1551111111,0.21294106731,57.0684,62.1551111111,0.4639445218,61.24625,62.1551111111,0.749388191766,53.192,64.3665,0.279455051078,57.0684,64.3665,0.632338803239,61.24625,64.3665,0.714364104783,63.6889090909,64.3665,0.478495398764,53.192,66.0696,0.18279474053,57.0684,66.0696,0.657315126847,61.24625,66.0696,0.486673448575,63.6889090909,66.0696,0.360582452977,65.4992857143,66.0696,0.883138167497,53.192,67.6325555556,0.160041254194,57.0684,67.6325555556,0.689088901777,61.24625,67.6325555556,0.656825275329,63.6889090909,67.6325555556,0.525016395943,65.4992857143,67.6325555556,0.97597844146,67.0929411765,67.6325555556,0.789823773588,53.192,68.7578095238,0.213433261469,57.0684,68.7578095238,0.664394201102,61.24625,68.7578095238,0.864194689348,63.6889090909,68.7578095238,1.05895292177,65.4992857143,68.7578095238,1.46147083653,67.0929411765,68.7578095238,1.24342724565,68.417,68.7578095238,1.46587879171
2016-02-15,1.29960513327,52.66,54.948,68.2102,0.44622945661,52.988,57.927,0.465395081785,56.6128,57.927,0.385678170312,52.988,61.7957777778,0.21294106731,56.6128,61.7957777778,0.4639445218,60.85275,61.7957777778,0.749388191766,52.988,64.0401666667,0.279455051078,56.6128,64.0401666667,0.632338803239,60.85275,64.0401666667,0.714364104783,63.3438181818,64.0401666667,0.478495398764,52.988,65.7858666667,0.18279474053,56.6128,65.7858666667,0.657315126847,60.85275,65.7858666667,0.486673448575,63.3438181818,65.7858666667,0.360582452977,65.2027142857,65.7858666667,0.883138167497,52.988,67.3586666667,0.160041254194,56.6128,67.3586666667,0.689088901777,60.85275,67.3586666667,0.656825275329,63.3438181818,67.3586666667,0.525016395943,65.2027142857,67.3586666667,0.97597844146,66.8065882353,67.3586666667,0.789823773588,52.988,68.5284761905,0.213433261469,56.6128,68.5284761905,0.664394201102,60.85275,68.5284761905,0.864194689348,63.3438181818,68.5284761905,1.05895292177,65.2027142857,68.5284761905,1.46147083653,66.8065882353,68.5284761905,1.24342724565,68.2102,68.5284761905,1.46587879171
2016-02-16,1.31243830207,53.18,54.475,68.011,0.441823089017,52.94,57.4813333333,0.460799460012,56.164,57.4813333333,0.381869726549,52.94,61.4186666667,0.210838345035,56.164,61.4186666667,0.459363223826,60.461,61.4186666667,0.74198823241,52.94,63.7326666667,0.276695525317,56.164,63.7326666667,0.626094667696,60.461,63.7326666667,0.707309996646,62.998,63.7326666667,0.473770415715,52.94,65.5078666667,0.180989703213,56.164,65.5078666667,0.650824358409,60.461,65.5078666667,0.481867710002,62.998,65.5078666667,0.357021821082,64.9142857143,65.5078666667,0.874417471578,52.94,67.0984444444,0.158460899994,56.164,67.0984444444,0.68228437787,60.461,67.0984444444,0.650339344012,62.998,67.0984444444,0.519832033507,64.9142857143,67.0984444444,0.966340978688,66.5269411765,67.0984444444,0.782024526299,52.94,68.3139047619,0.21132567894,56.164,68.3139047619,0.657833529158,60.461,68.3139047619,0.85566105398,62.998,68.3139047619,1.04849611358,64.9142857143,68.3139047619,1.44703929769,66.5269411765,68.3139047619,1.23114881482,68.011,68.3139047619,1.45140372578
2016-02-17,1.32305034551,53.61,54.004,67.8058,0.438250619512,52.89,57.121,0.457073552381,55.7944,57.121,0.378782024736,52.89,61.0386666667,0.20913355962,55.7944,61.0386666667,0.455648929237,60.052,61.0386666667,0.735988703641,52.89,63.4313333333,0.274458235436,55.7944,63.4313333333,0.621032224915,60.052,63.4313333333,0.701590867301,62.6781818182,63.4313333333,0.469939628224,52.89,65.2350666667,0.17952626635,55.7944,65.2350666667,0.645561957617,60.052,65.2350666667,0.477971449842,62.6781818182,65.2350666667,0.354135033135,64.6385714286,65.2350666667,0.867347153549,52.89,66.8477777778,0.157179625323,55.7944,66.8477777778,0.676767599336,60.052,66.8477777778,0.645080864923,62.6781818182,66.8477777778,0.51562880345,64.6385714286,66.8477777778,0.958527390481,66.2575294118,66.8477777778,0.775701274205,52.89,68.1041904762,0.209616953066,55.7944,68.1041904762,0.652514453988,60.052,68.1041904762,0.84874239559,62.6781818182,68.1041904762,1.04001823978,64.6385714286,68.1041904762,1.43533890472,66.2575294118,68.1041904762,1.22119405757,67.8058,68.1041904762,1.43966804316
2016-02-18,1.33637709773,54.15,53.5795,67.6084,0.433836231627,52.867,56.798,0.452469565844,55.4288,56.798,0.374966648997,52.867,60.696,0.207027010054,55.4288,60.696,0.451059292568,59.65175,60.696,0.728575275177,52.867,63.139,0.271693686898,55.4288,63.139,0.614776724049,59.65175,63.139,0.694523919561,62.3823636364,63.139,0.465206044951,52.867,64.9713333333,0.177717943578,55.4288,64.9713333333,0.639059374944,59.65175,64.9713333333,0.473156964058,62.3823636364,64.9713333333,0.350567920322,64.3838571429,64.9713333333,0.858610584571,52.867,66.5967777778,0.155596394626,55.4288,66.5967777778,0.669950690109,59.65175,66.5967777778,0.638583128175,62.3823636364,66.5967777778,0.510435004646,64.3838571429,66.5967777778,0.948872385988,66.0416470588,66.5967777778,0.767887831041,52.867,67.9085714286,0.207505534401,55.4288,67.9085714286,0.645941840574,59.65175,67.9085714286,0.840193227643,62.3823636364,67.9085714286,1.02954239852,64.3838571429,67.9085714286,1.42088109818,66.0416470588,67.9085714286,1.20889327803,67.6084,67.9085714286,1.4251666303
2016-02-19,1.35019743337,54.71,53.562,67.4114,0.429349651946,52.94,56.5006666667,0.447790286862,55.1008,56.5006666667,0.371088877558,52.94,60.4035555556,0.204886010504,55.1008,60.4035555556,0.44639459813,59.2655,60.4035555556,0.721040609358,52.94,62.8533333333,0.268883927624,55.1008,62.8533333333,0.608418922285,59.2655,62.8533333333,0.687341400726,62.0843636364,62.8533333333,0.460395049842,52.94,64.7101333333,0.175880047947,55.1008,64.7101333333,0.63245045066,59.2655,64.7101333333,0.468263743377,62.0843636364,64.7101333333,0.346942471838,64.1482857143,64.7101333333,0.849731139929,52.94,66.3467777778,0.15398727217,55.1008,66.3467777778,0.663022298854,59.2655,66.3467777778,0.631979129066,62.0843636364,66.3467777778,0.505156267756,64.1482857143,66.3467777778,0.939059485967,65.8077647059,66.3467777778,0.759946608781,52.94,67.7143809524,0.205359586123,55.1008,67.7143809524,0.639261740283,59.2655,67.7143809524,0.831504248742,62.0843636364,67.7143809524,1.01889523799,64.1482857143,67.7143809524,1.40618685229,65.8077647059,67.7143809524,1.19639133462,67.4114,67.7143809524,1.41042806496
2016-02-22,1.37290227048,55.63,53.5925,67.1947,0.422129734567,53.263,56.22,0.440260272899,54.8096,56.22,0.364848669783,53.263,60.1197777778,0.201440659935,54.8096,60.1197777778,0.438888053983,58.91225,60.1197777778,0.708915634753,53.263,62.5865,0.264362392011,54.8096,62.5865,0.598187787054,58.91225,62.5865,0.675783109944,61.812,62.5865,0.452653074959,53.263,64.4729333333,0.172922459862,54.8096,64.4729333333,0.621815202723,58.91225,64.4729333333,0.460389449026,61.812,64.4729333333,0.341108308539,63.9192857143,64.4729333333,0.835442113266,53.263,66.1093333333,0.151397831658,54.8096,66.1093333333,0.651872956596,58.91225,66.1093333333,0.621351806844,61.812,66.1093333333,0.496661590982,63.9192857143,66.1093333333,0.923268319323,65.5894117647,66.1093333333,0.747167393279,53.263,67.5457142857,0.201906271935,54.8096,67.5457142857,0.628511954119,58.91225,67.5457142857,0.817521724362,61.812,67.5457142857,1.00176155824,63.9192857143,67.5457142857,1.38254050055,65.5894117647,67.5457142857,1.17627289142,67.1947,67.5457142857,1.38671039324
2016-02-23,1.36006910168,55.11,53.5935,66.9767,0.426075581448,53.511,55.9103333333,0.444375594522,54.5084,55.9103333333,0.368259083378,53.511,59.8144444444,0.203323621343,54.5084,59.8144444444,0.442990548825,58.52625,59.8144444444,0.71554220549,53.511,62.3016666667,0.266833512698,54.5084,62.3016666667,0.603779332071,58.52625,62.3016666667,0.682099975253,61.5429090909,62.3016666667,0.456884237982,53.511,64.2294666667,0.174538848126,54.5084,64.2294666667,0.627627604403,58.52625,64.2294666667,0.464692927608,61.5429090909,64.2294666667,0.344296809716,63.6907142857,64.2294666667,0.84325138702,53.511,65.8666666667,0.152813019011,54.5084,65.8666666667,0.657966322359,58.52625,65.8666666667,0.627159876942,61.5429090909,65.8666666667,0.501304122481,63.6907142857,65.8666666667,0.931898546288,65.3670588235,65.8666666667,0.754151521349,53.511,67.3743809524,0.20379358564,54.5084,67.3743809524,0.63438695351,58.52625,67.3743809524,0.825163487739,61.5429090909,67.3743809524,1.01112549874,63.6907142857,67.3743809524,1.39546376246,65.3670588235,67.3743809524,1.18726807214,66.9767,67.3743809524,1.39967263312
2016-02-24,1.34846989141,54.64,53.5995,66.7513,0.429709323478,53.746,55.6366666667,0.448165406343,54.1728,55.6366666667,0.371399743316,53.746,59.4737777778,0.205057646058,54.1728,59.4737777778,0.446768548425,58.13825,59.4737777778,0.721644634025,53.746,62.0256666667,0.269109175027,54.1728,62.0256666667,0.608928602368,58.13825,62.0256666667,0.687917195148,61.2661818182,62.0256666667,0.460780728489,53.746,63.9858666667,0.176027384846,54.1728,63.9858666667,0.632980262252,58.13825,63.9858666667,0.468656013726,61.2661818182,63.9858666667,0.347233109853,63.4405714286,63.9858666667,0.850442970251,53.746,65.6236666667,0.154116269219,54.1728,65.6236666667,0.663577720862,58.13825,65.6236666667,0.632508545826,61.2661818182,65.6236666667,0.505579443431,63.4405714286,65.6236666667,0.939846147753,65.134,65.6236666667,0.760583225486,53.746,67.1887619048,0.205531618397,54.1728,67.1887619048,0.639797257777,58.13825,67.1887619048,0.832200810171,61.2661818182,67.1887619048,1.01974877917,63.4405714286,67.1887619048,1.40736483247,65.134,67.1887619048,1.19739356649,66.7513,67.1887619048,1.41160959806
