,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105,sa_10_120,la_10_120,10_120,sa_25_120,la_25_120,25_120,sa_40_120,la_40_120,40_120,sa_55_120,la_55_120,55_120,sa_70_120,la_70_120,70_120,sa_85_120,la_85_120,85_120,sa_100_120,la_100_120,100_120,sa_115_120,la_115_120,115_120
2009-10-28,0.871806781235,56.31,61.97,,1.0,63.226,61.9613333333,1.0,61.7124,61.9613333333,1.0,63.226,60.3391111111,1.0,61.7124,60.3391111111,1.0,60.96975,60.3391111111,1.0,63.226,59.462,1.0,61.7124,59.462,1.0,60.96975,59.462,1.0,59.7445454545,59.462,1.0,63.226,,1.0,61.7124,,1.0,60.96975,,1.0,59.7445454545,,1.0,58.3115714286,,1.0,63.226,,1.0,61.7124,,1.0,60.96975,,1.0,59.7445454545,,1.0,58.3115714286,,1.0,,,1.0,63.226,,1.0,61.7124,,1.0,60.96975,,1.0,59.7445454545,,1.0,58.3115714286,,1.0,,,1.0,,,1.0,63.226,,1.0,61.7124,,1.0,60.96975,,1.0,59.7445454545,,1.0,58.3115714286,,1.0,,,1.0,,,1.0,,,1.0
2009-10-29,0.880167208546,56.85,61.825,,1.0,62.421,61.732,1.0,61.5584,61.732,1.0,62.421,60.3344444444,1.0,61.5584,60.3344444444,1.0,61.02875,60.3344444444,1.0,62.421,59.4835,1.0,61.5584,59.4835,1.0,61.02875,59.4835,1.0,59.6914545455,59.4835,1.0,62.421,57.7017333333,1.0,61.5584,57.7017333333,1.0,61.02875,57.7017333333,1.0,59.6914545455,57.7017333333,1.0,58.4081428571,57.7017333333,1.0,62.421,,1.0,61.5584,,1.0,61.02875,,1.0,59.6914545455,,1.0,58.4081428571,,1.0,,,1.0,62.421,,1.0,61.5584,,1.0,61.02875,,1.0,59.6914545455,,1.0,58.4081428571,,1.0,,,1.0,,,1.0,62.421,,1.0,61.5584,,1.0,61.02875,,1.0,59.6914545455,,1.0,58.4081428571,,1.0,,,1.0,,,1.0,,,1.0
2009-10-30,0.851215358415,54.98,61.629,,1.0,61.271,61.4326666667,1.0,61.3948,61.4326666667,1.0,61.271,60.2904444444,1.0,61.3948,60.2904444444,1.0,61.0105,60.2904444444,1.0,61.271,59.4455,1.0,61.3948,59.4455,1.0,61.0105,59.4455,1.0,59.6090909091,59.4455,1.0,61.271,57.8174666667,1.0,61.3948,57.8174666667,1.0,61.0105,57.8174666667,1.0,59.6090909091,57.8174666667,1.0,58.4724285714,57.8174666667,1.0,61.271,,1.0,61.3948,,1.0,61.0105,,1.0,59.6090909091,,1.0,58.4724285714,,1.0,,,1.0,61.271,,1.0,61.3948,,1.0,61.0105,,1.0,59.6090909091,,1.0,58.4724285714,,1.0,,,1.0,,,1.0,61.271,,1.0,61.3948,,1.0,61.0105,,1.0,59.6090909091,,1.0,58.4724285714,,1.0,,,1.0,,,1.0,,,1.0
2009-11-02,0.859885431181,55.54,61.401,,1.0,59.973,61.1796666667,1.0,61.182,61.1796666667,1.0,59.973,60.29,1.0,61.182,60.29,1.0,61.00625,60.29,1.0,59.973,59.4301666667,1.0,61.182,59.4301666667,1.0,61.00625,59.4301666667,1.0,59.5921818182,59.4301666667,1.0,59.973,57.9297333333,1.0,61.182,57.9297333333,1.0,61.00625,57.9297333333,1.0,59.5921818182,57.9297333333,1.0,58.5461428571,57.9297333333,1.0,59.973,,1.0,61.182,,1.0,61.00625,,1.0,59.5921818182,,1.0,58.5461428571,,1.0,,,1.0,59.973,,1.0,61.182,,1.0,61.00625,,1.0,59.5921818182,,1.0,58.5461428571,,1.0,,,1.0,,,1.0,59.973,,1.0,61.182,,1.0,61.00625,,1.0,59.5921818182,,1.0,58.5461428571,,1.0,,,1.0,,,1.0,,,1.0
2009-11-03,0.888682458585,57.4,61.2955,,1.0,58.96,60.9813333333,1.0,61.01,60.9813333333,1.0,58.96,60.3846666667,1.0,61.01,60.3846666667,1.0,61.04225,60.3846666667,1.0,58.96,59.4563333333,1.0,61.01,59.4563333333,1.0,61.04225,59.4563333333,1.0,59.6032727273,59.4563333333,1.0,58.96,58.0557333333,1.0,61.01,58.0557333333,1.0,61.04225,58.0557333333,1.0,59.6032727273,58.0557333333,1.0,58.654,58.0557333333,1.0,58.96,,1.0,61.01,,1.0,61.04225,,1.0,59.6032727273,,1.0,58.654,,1.0,,,1.0,58.96,,1.0,61.01,,1.0,61.04225,,1.0,59.6032727273,,1.0,58.654,,1.0,,,1.0,,,1.0,58.96,,1.0,61.01,,1.0,61.04225,,1.0,59.6032727273,,1.0,58.654,,1.0,,,1.0,,,1.0,,,1.0
2009-11-04,0.877535222171,56.68,61.1295,,1.0,57.902,60.8086666667,1.0,60.834,60.8086666667,1.0,57.902,60.4497777778,1.0,60.834,60.4497777778,1.0,60.98925,60.4497777778,1.0,57.902,59.4566666667,1.0,60.834,59.4566666667,1.0,60.98925,59.4566666667,1.0,59.6250909091,59.4566666667,1.0,57.902,58.1768,1.0,60.834,58.1768,1.0,60.98925,58.1768,1.0,59.6250909091,58.1768,1.0,58.747,58.1768,1.0,57.902,,1.0,60.834,,1.0,60.98925,,1.0,59.6250909091,,1.0,58.747,,1.0,,,1.0,57.902,,1.0,60.834,,1.0,60.98925,,1.0,59.6250909091,,1.0,58.747,,1.0,,,1.0,,,1.0,57.902,,1.0,60.834,,1.0,60.98925,,1.0,59.6250909091,,1.0,58.747,,1.0,,,1.0,,,1.0,,,1.0
2009-11-05,0.911286576869,58.86,61.016,,1.0,57.492,60.7473333333,1.0,60.7984,60.7473333333,1.0,57.492,60.5468888889,1.0,60.7984,60.5468888889,1.0,60.98575,60.5468888889,1.0,57.492,59.4415,1.0,60.7984,59.4415,1.0,60.98575,59.4415,1.0,59.6823636364,59.4415,1.0,57.492,58.2937333333,1.0,60.7984,58.2937333333,1.0,60.98575,58.2937333333,1.0,59.6823636364,58.2937333333,1.0,58.8681428571,58.2937333333,1.0,57.492,,1.0,60.7984,,1.0,60.98575,,1.0,59.6823636364,,1.0,58.8681428571,,1.0,,,1.0,57.492,,1.0,60.7984,,1.0,60.98575,,1.0,59.6823636364,,1.0,58.8681428571,,1.0,,,1.0,,,1.0,57.492,,1.0,60.7984,,1.0,60.98575,,1.0,59.6823636364,,1.0,58.8681428571,,1.0,,,1.0,,,1.0,,,1.0
2009-11-06,0.915466790525,59.13,60.9255,,1.0,57.377,60.7493333333,1.0,60.8076,60.7493333333,1.0,57.377,60.6228888889,1.0,60.8076,60.6228888889,1.0,60.99325,60.6228888889,1.0,57.377,59.4351666667,1.0,60.8076,59.4351666667,1.0,60.99325,59.4351666667,1.0,59.7272727273,59.4351666667,1.0,57.377,58.4090666667,1.0,60.8076,58.4090666667,1.0,60.99325,58.4090666667,1.0,59.7272727273,58.4090666667,1.0,58.9842857143,58.4090666667,1.0,57.377,,1.0,60.8076,,1.0,60.99325,,1.0,59.7272727273,,1.0,58.9842857143,,1.0,,,1.0,57.377,,1.0,60.8076,,1.0,60.99325,,1.0,59.7272727273,,1.0,58.9842857143,,1.0,,,1.0,,,1.0,57.377,,1.0,60.8076,,1.0,60.99325,,1.0,59.7272727273,,1.0,58.9842857143,,1.0,,,1.0,,,1.0,,,1.0
2009-11-09,0.939464313361,60.68,60.859,,1.0,57.49,60.7433333333,1.0,60.8308,60.7433333333,1.0,57.49,60.7333333333,1.0,60.8308,60.7333333333,1.0,61.045,60.7333333333,1.0,57.49,59.5053333333,1.0,60.8308,59.5053333333,1.0,61.045,59.5053333333,1.0,59.7843636364,59.5053333333,1.0,57.49,58.5464,1.0,60.8308,58.5464,1.0,61.045,58.5464,1.0,59.7843636364,58.5464,1.0,59.0874285714,58.5464,1.0,57.49,,1.0,60.8308,,1.0,61.045,,1.0,59.7843636364,,1.0,59.0874285714,,1.0,,,1.0,57.49,,1.0,60.8308,,1.0,61.045,,1.0,59.7843636364,,1.0,59.0874285714,,1.0,,,1.0,,,1.0,57.49,,1.0,60.8308,,1.0,61.045,,1.0,59.7843636364,,1.0,59.0874285714,,1.0,,,1.0,,,1.0,,,1.0
2009-11-10,0.949837436136,61.35,60.854,,1.0,57.778,60.7316666667,1.0,60.9044,60.7316666667,1.0,57.778,60.8531111111,1.0,60.9044,60.8531111111,1.0,61.07725,60.8531111111,1.0,57.778,59.5813333333,1.0,60.9044,59.5813333333,1.0,61.07725,59.5813333333,1.0,59.8736363636,59.5813333333,1.0,57.778,58.6997333333,1.0,60.9044,58.6997333333,1.0,61.07725,58.6997333333,1.0,59.8736363636,58.6997333333,1.0,59.1947142857,58.6997333333,1.0,57.778,,1.0,60.9044,,1.0,61.07725,,1.0,59.8736363636,,1.0,59.1947142857,,1.0,,,1.0,57.778,,1.0,60.9044,,1.0,61.07725,,1.0,59.8736363636,,1.0,59.1947142857,,1.0,,,1.0,,,1.0,57.778,,1.0,60.9044,,1.0,61.07725,,1.0,59.8736363636,,1.0,59.1947142857,,1.0,,,1.0,,,1.0,,,1.0
