,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2010-11-24,1.49401993355,44.97,44.332,39.7286,0.987977237876,44.083,44.3013333333,1.12204395264,44.2756,44.3013333333,0.909026261686,44.083,43.3344444444,0.907485339429,44.2756,43.3344444444,0.765993347617,43.58475,43.3344444444,0.936675639427,44.083,42.0935,1.0371949539,44.2756,42.0935,0.924544861798,43.58475,42.0935,1.1480185068,42.5683636364,42.0935,1.07600624655,44.083,40.7217333333,1.1082247282,44.2756,40.7217333333,0.832412679903,43.58475,40.7217333333,1.11235412065,42.5683636364,40.7217333333,1.49401993355,41.072,40.7217333333,1.0743520568,44.083,40.123,1.19857762006,44.2756,40.123,0.947352735318,43.58475,40.123,1.24556141478,42.5683636364,40.123,1.49401993355,41.072,40.123,1.41252984685,40.2928235294,40.123,1.36331095381,44.083,39.537047619,1.20697609761,44.2756,39.537047619,1.07923649764,43.58475,39.537047619,1.15884123836,42.5683636364,39.537047619,1.49401993355,41.072,39.537047619,1.49401993355,40.2928235294,39.537047619,1.23200659031,39.7286,39.537047619,1.49401993355
2010-11-25,1.49401993355,44.97,44.4,39.8096,0.987977237876,44.056,44.3606666667,1.12204395264,44.3056,44.3606666667,0.909026261686,44.056,43.4166666667,0.907485339429,44.3056,43.4166666667,0.765993347617,43.6955,43.4166666667,0.936675639427,44.056,42.2426666667,1.0371949539,44.3056,42.2426666667,0.924544861798,43.6955,42.2426666667,1.1480185068,42.7027272727,42.2426666667,1.07600624655,44.056,40.8417333333,1.1082247282,44.3056,40.8417333333,0.832412679903,43.6955,40.8417333333,1.11235412065,42.7027272727,40.8417333333,1.49401993355,41.2044285714,40.8417333333,1.0743520568,44.056,40.2115555556,1.19857762006,44.3056,40.2115555556,0.947352735318,43.6955,40.2115555556,1.24556141478,42.7027272727,40.2115555556,1.49401993355,41.2044285714,40.2115555556,1.41252984685,40.3881176471,40.2115555556,1.36331095381,44.056,39.6272380952,1.20697609761,44.3056,39.6272380952,1.07923649764,43.6955,39.6272380952,1.15884123836,42.7027272727,39.6272380952,1.49401993355,41.2044285714,39.6272380952,1.49401993355,40.3881176471,39.6272380952,1.23200659031,39.8096,39.6272380952,1.49401993355
2010-11-26,1.4950166113,45.0,44.5,39.8887,0.988636328762,44.156,44.362,1.12129542432,44.3488,44.362,0.909632683475,44.156,43.4886666667,0.908090733252,44.3488,43.4886666667,0.766504350518,43.8115,43.4886666667,0.937300506431,44.156,42.3765,1.03788687849,44.3488,42.3765,0.925161636222,43.8115,42.3765,1.14878436304,42.8367272727,42.3765,1.07672406259,44.156,40.9672,1.10896403756,44.3488,40.9672,0.832967991897,43.8115,40.9672,1.11309618477,42.8367272727,40.9672,1.4950166113,41.3378571429,40.9672,1.07506876931,44.156,40.299,1.19937720487,44.3488,40.299,0.947984725135,43.8115,40.299,1.24639234301,42.8367272727,40.299,1.4950166113,41.3378571429,40.299,1.41347216162,40.4851764706,40.299,1.3642204341,44.156,39.7198095238,1.20778128513,44.3488,39.7198095238,1.07995646862,43.8115,39.7198095238,1.15961431457,42.8367272727,39.7198095238,1.4950166113,41.3378571429,39.7198095238,1.4950166113,40.4851764706,39.7198095238,1.23282847596,39.8887,39.7198095238,1.4950166113
2010-11-29,1.50398671096,45.27,44.591,39.9738,0.994568146734,44.297,44.3566666667,1.11456765177,44.3948,44.3566666667,0.915090479576,44.297,43.5702222222,0.913539277651,44.3948,43.5702222222,0.771103376621,43.948,43.5702222222,0.94292430947,44.297,42.5148333333,1.04411419976,44.3948,42.5148333333,0.93071260604,43.948,42.5148333333,1.15567706922,42.9661818182,42.5148333333,1.08318440697,44.297,41.0990666667,1.11561782178,44.3948,41.0990666667,0.837965799849,43.948,41.0990666667,1.11977476188,42.9661818182,41.0990666667,1.50398671096,41.483,41.0990666667,1.08151918193,44.297,40.3904444444,1.20657346809,44.3948,40.3904444444,0.953672633486,43.948,40.3904444444,1.25387069706,42.9661818182,40.3904444444,1.50398671096,41.483,40.3904444444,1.42195299459,40.5776470588,40.3904444444,1.37240575671,44.297,39.814952381,1.21502797284,44.3948,39.814952381,1.08643620743,43.948,39.814952381,1.16657200045,42.9661818182,39.814952381,1.50398671096,41.483,39.814952381,1.50398671096,40.5776470588,39.814952381,1.24022544681,39.9738,39.814952381,1.50398671096
2010-11-30,1.47674418605,44.45,44.604,40.0586,0.976552995855,44.434,44.3646666667,1.1347564186,44.4124,44.3646666667,0.898514950677,44.434,43.6473333333,0.896991846512,44.4124,43.6473333333,0.757135964011,44.02725,43.6473333333,0.925844611353,44.434,42.6418333333,1.02520159442,44.4124,42.6418333333,0.913854105113,44.02725,42.6418333333,1.13474366527,43.0781818182,42.6418333333,1.06356410183,44.434,41.2117333333,1.09541003265,44.4124,41.2117333333,0.822787271996,44.02725,41.2117333333,1.09949167585,43.0781818182,41.2117333333,1.47674418605,41.6282857143,41.2117333333,1.06192903991,44.434,40.4651111111,1.18471815014,44.4124,40.4651111111,0.936398245161,44.02725,40.4651111111,1.23115865881,43.0781818182,40.4651111111,1.47674418605,41.6282857143,40.4651111111,1.39619639076,40.6603529412,40.4651111111,1.3475466288,44.434,39.9,1.19301951387,44.4124,39.9,1.06675700067,44.02725,39.9,1.14544125072,43.0781818182,39.9,1.47674418605,41.6282857143,39.9,1.47674418605,40.6603529412,39.9,1.21776057236,40.0586,39.9,1.47674418605
2010-12-01,1.50166112957,45.2,44.6295,40.1496,0.993030268001,44.661,44.3926666667,1.15390303984,44.4612,44.3926666667,0.913675495402,44.661,43.7395555556,0.912126692066,44.4612,43.7395555556,0.76991103652,44.1245,43.7395555556,0.94146628646,44.661,42.7691666667,1.04249970906,44.4612,42.7691666667,0.929273465717,44.1245,42.7691666667,1.15389007132,43.1981818182,42.7691666667,1.08150950287,44.661,41.3324,1.11389276661,44.4612,41.3324,0.836670071861,44.1245,41.3324,1.11804327893,43.1981818182,41.3324,1.50166112957,41.7782857143,41.3324,1.07984685273,44.661,40.5531111111,1.20470777022,44.4612,40.5531111111,0.95219799058,44.1245,40.5531111111,1.25193186453,43.1981818182,40.5531111111,1.50166112957,41.7782857143,40.5531111111,1.41975426012,40.7501176471,40.5531111111,1.37028363603,44.661,39.9785714286,1.21314920195,44.4612,39.9785714286,1.08475627515,44.1245,39.9785714286,1.16476815596,43.1981818182,39.9785714286,1.50166112957,41.7782857143,39.9785714286,1.50166112957,40.7501176471,39.9785714286,1.23830771363,40.1496,39.9785714286,1.50166112957
2010-12-02,1.50996677741,45.45,44.6285,40.2449,0.998522692049,44.8,44.4336666667,1.16028524692,44.5348,44.4336666667,0.91872901031,44.8,43.8486666667,0.917171640584,44.5348,43.8486666667,0.774169394023,44.22775,43.8486666667,0.946673511495,44.8,42.9003333333,1.04826574727,44.5348,42.9003333333,0.934413252585,44.22775,42.9003333333,1.16027220667,43.3061818182,42.9003333333,1.08749130322,44.8,41.4624,1.12005367793,44.5348,41.4624,0.841297671816,44.22775,41.4624,1.12422714662,43.3061818182,41.4624,1.50996677741,41.9371428571,41.4624,1.08581945701,44.8,40.6484444444,1.21137097691,44.5348,40.6484444444,0.957464572386,44.22775,40.6484444444,1.25885626644,43.3061818182,40.6484444444,1.50996677741,41.9371428571,40.6484444444,1.42760688324,40.8449411765,40.6484444444,1.37786263844,44.8,40.0602857143,1.21985909798,44.5348,40.0602857143,1.09075603331,44.22775,40.0602857143,1.17121045771,43.3061818182,40.0602857143,1.50996677741,41.9371428571,40.0602857143,1.50996677741,40.8449411765,40.0602857143,1.24515676072,40.2449,40.0602857143,1.50996677741
2010-12-03,1.50664451827,45.35,44.631,40.3414,0.99632572243,44.953,44.4813333333,1.15773236409,44.6288,44.4813333333,0.916707604347,44.953,43.9595555556,0.915153661177,44.6288,43.9595555556,0.772466051022,44.31125,43.9595555556,0.944590621481,44.953,43.029,1.04595933199,44.6288,43.029,0.932357337837,44.31125,43.029,1.15771935253,43.4154545455,43.029,1.08509858308,44.953,41.5916,1.1175893134,44.6288,41.5916,0.839446631834,44.31125,41.5916,1.12175359954,43.4154545455,41.5916,1.50664451827,42.0918571429,41.5916,1.0834304153,44.953,40.744,1.20870569424,44.6288,40.744,0.955357939664,44.31125,40.744,1.25608650567,43.4154545455,40.744,1.50664451827,42.0918571429,40.744,1.42446583399,40.9412941176,40.744,1.37483103748,44.953,40.138952381,1.21717513957,44.6288,40.138952381,1.08835613004,44.31125,40.138952381,1.16863353701,43.4154545455,40.138952381,1.50664451827,42.0918571429,40.138952381,1.50664451827,40.9412941176,40.138952381,1.24241714188,40.3414,40.138952381,1.50664451827
2010-12-06,1.5196013289,45.74,44.642,40.448,1.00489390395,45.05,44.5353333333,1.16768860713,44.7204,44.5353333333,0.924591087603,45.05,44.0913333333,0.923023780865,44.7204,44.0913333333,0.779109088726,44.4,44.0913333333,0.952713892537,45.05,43.1555,1.0549543516,44.7204,43.1555,0.940375405351,44.4,43.1555,1.16767548368,43.5114545455,43.1555,1.09443019162,45.05,41.7333333333,1.12720033506,44.7204,41.7333333333,0.846665687764,44.4,41.7333333333,1.13140043315,43.5114545455,41.7333333333,1.5196013289,42.2504285714,41.7333333333,1.09274767796,45.05,40.8365555556,1.21910029668,44.7204,40.8365555556,0.963573807282,44.4,40.8365555556,1.26688857265,43.5114545455,40.8365555556,1.5196013289,42.2504285714,40.8365555556,1.43671592606,41.0395294118,40.8365555556,1.38665428124,45.05,40.2244761905,1.22764257737,44.7204,40.2244761905,1.09771575277,44.4,40.2244761905,1.17868352774,43.5114545455,40.2244761905,1.5196013289,42.2504285714,40.2244761905,1.5196013289,41.0395294118,40.2244761905,1.25310165534,40.448,40.2244761905,1.5196013289
2010-12-07,1.51029900332,45.46,44.6575,40.5428,0.998742389011,45.186,44.5836666667,1.1605405352,44.7712,44.5836666667,0.918931150906,45.186,44.1842222222,0.917373438525,44.7712,44.1842222222,0.774339728323,44.47025,44.1842222222,0.946881800497,45.186,43.275,1.0484963888,44.7712,43.275,0.934618844059,44.47025,43.275,1.16052749209,43.6009090909,43.275,1.08773057523,45.186,41.8824,1.12030011439,44.7712,41.8824,0.841482775815,44.47025,41.8824,1.12447450133,43.6009090909,41.8824,1.51029900332,42.4037142857,41.8824,1.08605836118,45.186,40.9258888889,1.21163750518,44.7712,40.9258888889,0.957675235659,44.47025,40.9258888889,1.25913324251,43.6009090909,40.9258888889,1.51029900332,42.4037142857,40.9258888889,1.42792098817,41.1383529412,40.9258888889,1.37816579854,45.186,40.3148571429,1.22012749382,44.7712,40.3148571429,1.09099602363,44.47025,40.3148571429,1.17146814978,43.6009090909,40.3148571429,1.51029900332,42.4037142857,40.3148571429,1.51029900332,41.1383529412,40.3148571429,1.2454307226,40.5428,40.3148571429,1.51029900332
