,indexed,inst_price,short_avg,long_avg,long_pos,short_pos,long_pct_gain,short_pct_gain,total_pct_gain,inv_value
2013-12-23,1.25616059869,1827.98999,1799.00650015,1727.90590332,True,False,0.00531812018081,-0.0,0.00531812018081,1.57417373
2013-12-24,1.25982324496,1833.319946,1800.53499745,1729.26540283,True,False,0.00291574681982,-0.0,0.00291574681982,1.57876362205
2013-12-25,1.25982324496,1833.319946,1801.83949575,1730.68950195,True,False,0.0,-0.0,0.0,1.57876362205
2013-12-26,1.26580177341,1842.02002,1803.57899775,1732.13490235,True,False,0.00474552956181,-0.0,0.00474552956181,1.58625569149
2013-12-27,1.26537572374,1841.400024,1805.358496,1733.63470215,True,False,-0.000336584832558,0.0,-0.000336584832558,1.58572178188
2013-12-30,1.2651489003,1841.069946,1807.3669921,1735.1507019,True,False,-0.000179253826272,0.0,-0.000179253826272,1.58543753518
2013-12-31,1.27015847902,1848.359985,1810.02749015,1736.69270141,True,False,0.00395967519639,-0.0,0.00395967519639,1.59171535287
2014-01-01,1.27015847902,1848.359985,1812.80498645,1738.32240111,True,False,0.0,-0.0,0.0,1.59171535287
2014-01-02,1.25890244534,1831.97998,1815.152484,1740.02900145,True,False,-0.00886191279455,0.0,-0.00886191279455,1.57760971022
2014-01-03,1.25848327503,1831.369995,1816.46648545,1741.78440184,True,False,-0.000332964883164,0.0,-0.000332964883164,1.57708442158
2014-01-06,1.25532225808,1826.77002,1817.3864867,1743.59150145,True,False,-0.00251176715386,0.0,-0.00251176715386,1.57312315273
2014-01-07,1.26295683239,1837.880005,1819.1494872,1745.44680174,True,False,0.00608176446863,-0.0,0.00608176446863,1.58269051723
2014-01-08,1.26268882136,1837.48999,1821.91298815,1747.39370115,True,False,-0.000212209175212,0.0,-0.000212209175212,1.58235465578
2014-01-09,1.26312862772,1838.130005,1825.0444884,1749.20540159,True,False,0.00034830938045,-0.0,0.00034830938045,1.58290580475
2014-01-10,1.2660422697,1842.369995,1828.39699085,1750.99410154,True,False,0.00230668668074,-0.0,0.00230668668074,1.58655707249
2014-01-13,1.25012024797,1819.199951,1830.02998645,1752.61830076,True,False,-0.0125762165379,0.0,-0.0125762165379,1.56660418719
2014-01-14,1.26364401372,1838.880005,1832.9239867,1754.70230101,True,False,0.0108179719273,-0.0,0.0108179719273,1.58355166731
2014-01-15,1.27017223639,1848.380005,1834.81048575,1756.83650145,True,False,0.00516618810046,-0.0,0.00516618810046,1.59173259309
2014-01-16,1.26846116174,1845.890015,1836.6249877,1758.91370116,True,False,-0.00134712017727,0.0,-0.00134712017727,1.589588338
