,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2011-03-17,0.955459770115,26.6,26.6845,28.4593,1.06128914556,26.727,26.485,0.932077147995,26.6704,26.485,0.766579589206,26.727,26.7913333333,1.08585739612,26.6704,26.7913333333,1.07008592985,26.58125,26.7913333333,1.29522642067,26.727,27.45,1.01334630268,26.6704,27.45,1.18469058821,26.58125,27.45,1.25140030751,27.2383636364,27.45,0.99961655694,26.727,27.772,0.923285312596,26.6704,27.772,1.30979469788,26.58125,27.772,1.19691325328,27.2383636364,27.772,0.905526099366,27.71,27.772,0.844451682373,26.727,28.1912222222,0.97077393886,26.6704,28.1912222222,1.10378418439,26.58125,28.1912222222,1.01205804233,27.2383636364,28.1912222222,0.920867998151,27.71,28.1912222222,0.749498993425,28.0769411765,28.1912222222,0.82666711052,26.727,28.5238095238,1.10973419172,26.6704,28.5238095238,0.923561002673,26.58125,28.5238095238,0.866119892594,27.2383636364,28.5238095238,0.756058516195,27.71,28.5238095238,0.776717068788,28.0769411765,28.5238095238,0.705897919257,28.4593,28.5238095238,0.721078517333
2011-03-18,0.95150862069,26.49,26.672,28.414,1.06567793526,26.663,26.5133333333,0.928222693623,26.69,26.5133333333,0.763409523236,26.663,26.7417777778,1.09034778385,26.69,26.7417777778,1.07451109723,26.543,26.7417777778,1.30058262016,26.663,27.3941666667,1.0175368325,26.69,27.3941666667,1.18958968463,26.543,27.3941666667,1.25657527119,27.1823636364,27.3941666667,1.00375030962,26.663,27.7212,0.927103409754,26.69,27.7212,1.31521114211,26.543,27.7212,1.20186289455,27.1823636364,27.7212,0.909270756168,27.678,27.7212,0.847943775796,26.663,28.1505555556,0.974788417554,26.69,28.1505555556,1.10834870545,26.543,28.1505555556,1.01624324476,27.1823636364,28.1505555556,0.924676098896,27.678,28.1505555556,0.752598425352,28.0321176471,28.1505555556,0.830085658721,26.663,28.4963809524,1.11432331808,26.69,28.4963809524,0.927380239903,26.543,28.4963809524,0.869701591398,27.1823636364,28.4963809524,0.759185073969,27.678,28.4963809524,0.779929056666,28.0321176471,28.4963809524,0.70881704599,28.414,28.4963809524,0.724060420976
2011-03-21,0.956896551724,26.64,26.667,28.3709,1.05964351886,26.642,26.552,0.933478767766,26.6868,26.552,0.767732340468,26.642,26.6955555556,1.08417367409,26.6868,26.6955555556,1.06842666293,26.501,26.6955555556,1.29321805266,26.642,27.3423333333,1.01177501578,26.6868,27.3423333333,1.1828536162,26.501,27.3423333333,1.24945989593,27.1210909091,27.3423333333,0.998066559282,26.642,27.7054666667,0.921853673572,26.6868,27.7054666667,1.3077637404,26.501,27.7054666667,1.1950573289,27.1210909091,27.7054666667,0.90412199764,27.6534285714,27.7054666667,0.843142282162,26.642,28.1101111111,0.969268664341,26.6868,28.1101111111,1.10207266522,26.501,28.1101111111,1.010488753,27.1210909091,28.1101111111,0.919440107396,27.6534285714,28.1101111111,0.748336826115,27.9829411765,28.1101111111,0.825385286928,26.642,28.4664761905,1.10801344652,26.6868,28.4664761905,0.922128936166,26.501,28.4664761905,0.864776893825,27.1210909091,28.4664761905,0.75488617774,27.6534285714,28.4664761905,0.775512697342,27.9829411765,28.4664761905,0.704803359433,28.3709,28.4664761905,0.719960418593
2011-03-22,0.948994252874,26.42,26.666,28.3203,1.0683943287,26.58,26.5846666667,0.925769859023,26.6808,26.5846666667,0.761392208527,26.58,26.6506666667,1.09312706028,26.6808,26.6506666667,1.07725000625,26.4605,26.6506666667,1.30389778132,26.58,27.2873333333,1.02013051516,26.6808,27.2873333333,1.19262192684,26.4605,27.2873333333,1.25977825843,27.068,27.2873333333,1.00630885069,26.58,27.6825333333,0.929466579284,26.6808,27.6825333333,1.31856359111,26.4605,27.6825333333,1.20492642096,27.068,27.6825333333,0.911588470593,27.618,27.6825333333,0.850105168876,26.58,28.0715555556,0.977273135292,26.6808,28.0715555556,1.1111738659,26.4605,28.0715555556,1.01883363009,27.068,28.0715555556,0.927033081256,27.618,28.0715555556,0.754516784889,27.9377647059,28.0715555556,0.83220153179,26.58,28.436,1.11716370771,26.6808,28.436,0.929744115068,26.4605,28.436,0.871918444749,27.068,28.436,0.761120222752,27.618,28.436,0.781917081479,27.9377647059,28.436,0.710623807597,28.3203,28.436,0.725906037665
2011-03-23,0.955459770115,26.6,26.678,28.2737,1.06111533631,26.558,26.6256666667,0.919462570052,26.6664,26.6256666667,0.766579589206,26.558,26.616,1.08567956328,26.6664,26.616,1.06991067993,26.423,26.616,1.29501429909,26.558,27.233,1.01318034511,26.6664,27.233,1.18449656928,26.423,27.233,1.25119536341,27.0116363636,27.233,0.999452847919,26.558,27.6582666667,0.923134104482,26.6664,27.6582666667,1.30958019042,26.423,27.6582666667,1.19671723262,27.0116363636,27.6582666667,0.905377799711,27.5848571429,27.6582666667,0.844313384985,26.558,28.034,0.970614953447,26.6664,28.034,1.10360341564,26.423,28.034,1.01189229574,27.0116363636,28.034,0.920717185925,27.5848571429,28.034,0.749376246612,27.8883529412,28.034,0.826531725744,26.558,28.4064761905,1.10955244854,26.6664,28.4064761905,0.923409749409,26.423,28.4064761905,0.865978046564,27.0116363636,28.4064761905,0.755934695117,27.5848571429,28.4064761905,0.776589864421,27.8883529412,28.4064761905,0.705782313071,28.2737,28.4064761905,0.720960424994
2011-03-24,0.985632183908,27.44,26.728,28.2365,1.02760643095,26.706,26.6783333333,0.890426909945,26.6912,26.6783333333,0.790787365707,26.706,26.5964444444,1.05139494549,26.6912,26.5964444444,1.03612402688,26.4235,26.5964444444,1.2541191107,26.706,27.195,0.981185176318,26.6912,27.195,1.14709141446,26.4235,27.195,1.21168393088,26.9741818182,27.195,0.967891179038,26.706,27.6438666667,0.893982501183,26.6912,27.6438666667,1.26822502651,26.4235,27.6438666667,1.15892616212,26.9741818182,27.6438666667,0.876786921825,27.557,27.6438666667,0.817650857038,26.706,28.0014444444,0.939963954917,26.6912,28.0014444444,1.06875278147,26.4235,28.0014444444,0.979937802191,26.9741818182,28.0014444444,0.89164190637,27.557,28.0014444444,0.725711733561,27.8488235294,28.0014444444,0.800430723879,26.706,28.3763809524,1.07451395016,26.6912,28.3763809524,0.894249441533,26.4235,28.3763809524,0.83863137141,26.9741818182,28.3763809524,0.732063073166,27.557,28.3763809524,0.752065973966,27.8488235294,28.3763809524,0.683494450553,28.2365,28.3763809524,0.698193253678
2011-03-25,0.992097701149,27.62,26.771,28.2066,1.02086557244,26.809,26.7323333333,0.896267902794,26.7264,26.7323333333,0.795974746386,26.809,26.5875555556,1.05829185111,26.7264,26.5875555556,1.04292075884,26.47425,26.5875555556,1.24589238184,26.809,27.1625,0.974748830409,26.7264,27.1625,1.13956676232,26.47425,27.1625,1.2037355669,26.9385454545,27.1625,0.96154203865,26.809,27.6290666667,0.888118184484,26.7264,27.6290666667,1.25990576613,26.47425,27.6290666667,1.1513238768,26.9385454545,27.6290666667,0.871035404117,27.5281428571,27.6290666667,0.812287258122,26.809,27.9716666667,0.933798010607,26.7264,27.9716666667,1.06174201249,26.47425,27.9716666667,0.973509638766,26.9385454545,27.9716666667,0.885792943427,27.5281428571,27.9716666667,0.720951233851,27.8137647059,27.9716666667,0.795180085019,26.809,28.344,1.06746538926,26.7264,28.344,0.888383373768,26.47425,28.344,0.833130145212,26.9385454545,28.344,0.72726091015,27.5281428571,28.344,0.747132596586,27.8137647059,28.344,0.679010886373,28.2066,28.344,0.693613268778
2011-03-28,0.987787356322,27.5,26.8185,28.1768,1.02530090439,26.865,26.7583333333,0.892373907561,26.7568,26.7583333333,0.7925164926,26.865,26.5693333333,1.05369391403,26.7568,26.5693333333,1.0383896042,26.51775,26.5693333333,1.25130538277,26.865,27.1206666667,0.978983799983,26.7568,27.1206666667,1.1445178127,26.51775,27.1206666667,1.20896541006,26.9254545455,27.1206666667,0.96571962897,26.865,27.6176,0.891976771817,26.7568,27.6176,1.2653796507,26.51775,27.6176,1.15632600805,26.9254545455,27.6176,0.874819772274,27.4975714286,27.6176,0.815816384515,26.865,27.9347777778,0.937855062065,26.7568,27.9347777778,1.06635493941,26.51775,27.9347777778,0.977739224452,26.9254545455,27.9347777778,0.889641428337,27.4975714286,27.9347777778,0.72408353465,27.7850588235,27.9347777778,0.798634886258,26.865,28.3111428571,1.07210318241,26.7568,28.3111428571,0.892243113263,26.51775,28.3111428571,0.836749827233,26.9254545455,28.3111428571,0.730420624459,27.4975714286,28.3111428571,0.750378646969,27.7850588235,28.3111428571,0.681960969876,28.1768,28.3111428571,0.696626794928
2011-03-29,0.996408045977,27.74,26.88,28.1508,1.01635282377,26.949,26.7973333333,0.900161898027,26.8088,26.7973333333,0.799433000172,26.949,26.5626666667,1.06288978819,26.8088,26.5626666667,1.04745191348,26.55825,26.5626666667,1.24038489943,26.949,27.094,0.970439941365,26.8088,27.094,1.13452929361,26.55825,27.094,1.19841443921,26.9025454545,27.094,0.95729153039,26.949,27.6021333333,0.884192247263,26.8088,27.6021333333,1.25433633739,26.55825,27.6021333333,1.14623443562,26.9025454545,27.6021333333,0.867184981534,27.4715714286,27.6021333333,0.808696532432,26.949,27.9067777778,0.929670145159,26.8088,27.9067777778,1.05704856903,26.55825,27.9067777778,0.969206227584,26.9025454545,27.9067777778,0.881877284962,27.4715714286,27.9067777778,0.717764260166,27.7621176471,27.9067777778,0.791664981796,26.949,28.2755238095,1.06274664555,26.8088,28.2755238095,0.884456264274,26.55825,28.2755238095,0.829447283287,26.9025454545,28.2755238095,0.724046044464,27.4715714286,28.2755238095,0.743829887868,27.7621176471,28.2755238095,0.676009310503,28.1508,28.2755238095,0.690547142899
2011-03-30,1.01903735632,28.37,26.9555,28.1273,0.993270549839,27.142,26.8443333333,0.920605373001,26.8892,26.8443333333,0.817588832548,27.142,26.5686666667,1.08702895786,26.8892,26.5686666667,1.07124047532,26.603,26.5686666667,1.21221465838,27.142,27.0718333333,0.948400389705,26.8892,27.0718333333,1.10876312725,26.603,27.0718333333,1.17119738453,26.8918181818,27.0718333333,0.935550590803,27.142,27.5948,0.864111457221,26.8892,27.5948,1.22584924681,26.603,27.5948,1.1202024351,26.8918181818,27.5948,0.847490441578,27.4522857143,27.5948,0.790330317023,27.142,27.8797777778,0.908556511726,26.8892,27.8797777778,1.03304205863,26.603,27.8797777778,0.947194694658,26.8918181818,27.8797777778,0.861849069767,27.4522857143,27.8797777778,0.7014631973,27.7405882353,27.8797777778,0.773685568006,27.142,28.248,1.03861072678,26.8892,28.248,0.864369478171,26.603,28.248,0.810609799924,26.8918181818,28.248,0.707602316706,27.4522857143,28.248,0.726936851482,27.7405882353,28.248,0.660656539572,28.1273,28.248,0.674864204902
