,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2013-07-02,1.90138190955,30.27,29.1225,30.488,1.10696772163,29.025,29.7753333333,0.416339540709,29.3844,29.7753333333,0.224154962741,29.025,30.5088888889,0.247125718269,29.3844,30.5088888889,0.977284477528,30.4545,30.5088888889,1.31778839261,29.025,30.6738333333,0.378389944002,29.3844,30.6738333333,1.12362698751,30.4545,30.6738333333,0.939002804184,30.5967272727,30.6738333333,0.520786902046,29.025,30.6946666667,0.509399299825,29.3844,30.6946666667,1.15121000909,30.4545,30.6946666667,1.04728350796,30.5967272727,30.6946666667,0.858358254792,30.7292857143,30.6946666667,0.905414861887,29.025,30.6116666667,0.623363298628,29.3844,30.6116666667,0.968209665703,30.4545,30.6116666667,1.18656941061,30.5967272727,30.6116666667,0.852965984752,30.7292857143,30.6116666667,0.812540347614,30.6569411765,30.6116666667,1.07326830301,29.025,30.3863809524,0.611976663578,29.3844,30.3863809524,0.924753057222,30.4545,30.3863809524,1.1400740319,30.5967272727,30.3863809524,0.788395998324,30.7292857143,30.3863809524,1.0415763553,30.6569411765,30.3863809524,1.50042857314,30.488,30.3863809524,1.53619137447
2013-07-03,1.88379396985,29.99,29.124,30.4989,1.11720726448,29.21,29.697,0.420190715846,29.3752,29.697,0.226228414659,29.21,30.488,0.249411651573,29.3752,30.488,0.98632443966,30.42025,30.488,1.32997804408,29.21,30.648,0.381890082235,29.3752,30.648,1.13402062995,30.42025,30.648,0.947688657675,30.578,30.648,0.525604223902,29.21,30.6896,0.514111285419,29.3752,30.6896,1.16185879675,30.42025,30.6896,1.05697096691,30.578,30.6896,0.86629813954,30.7224285714,30.6896,0.897039699636,29.21,30.6168888889,0.629129460624,29.3752,30.6168888889,0.977165685075,30.42025,30.6168888889,1.19754527566,30.578,30.6168888889,0.860855990558,30.7224285714,30.6168888889,0.805024282291,30.6514117647,30.6168888889,1.06334048256,29.21,30.4096190476,0.617637498259,29.3752,30.4096190476,0.933307099376,30.42025,30.4096190476,1.12952825295,30.578,30.4096190476,0.781103270226,30.7224285714,30.4096190476,1.03194168799,30.6514117647,30.4096190476,1.48654948492,30.4989,30.4096190476,1.52198147739
2013-07-04,1.88379396985,29.99,29.1225,30.5091,1.11720726448,29.453,29.6343333333,0.420190715846,29.3616,29.6343333333,0.226228414659,29.453,30.4671111111,0.249411651573,29.3616,30.4671111111,0.98632443966,30.38375,30.4671111111,1.32997804408,29.453,30.6196666667,0.381890082235,29.3616,30.6196666667,1.13402062995,30.38375,30.6196666667,0.947688657675,30.5627272727,30.6196666667,0.525604223902,29.453,30.688,0.514111285419,29.3616,30.688,1.16185879675,30.38375,30.688,1.05697096691,30.5627272727,30.688,0.86629813954,30.7128571429,30.688,0.897039699636,29.453,30.621,0.629129460624,29.3616,30.621,0.977165685075,30.38375,30.621,1.19754527566,30.5627272727,30.621,0.860855990558,30.7128571429,30.621,0.805024282291,30.6487058824,30.621,1.06334048256,29.453,30.4326666667,0.617637498259,29.3616,30.4326666667,0.933307099376,30.38375,30.4326666667,1.12952825295,30.5627272727,30.4326666667,0.781103270226,30.7128571429,30.4326666667,1.03194168799,30.6487058824,30.4326666667,1.48654948492,30.5091,30.4326666667,1.52198147739
2013-07-05,1.87814070352,29.9,29.128,30.5169,1.12056000386,29.654,29.5773333333,0.421451708325,29.3472,29.5773333333,0.226907326207,29.654,30.4546666667,0.250160136023,29.3472,30.4546666667,0.989284399632,30.334,30.4546666667,1.33396930863,29.654,30.5906666667,0.383036134499,29.3472,30.5906666667,1.13742382623,30.334,30.5906666667,0.950532671653,30.5405454545,30.5906666667,0.527181562353,29.654,30.6873333333,0.515654133558,29.3472,30.6873333333,1.16534553538,30.334,30.6873333333,1.06014293713,30.5405454545,30.6873333333,0.868897900546,30.702,30.6873333333,0.894347683199,29.654,30.6225555556,0.631017478345,29.3472,30.6225555556,0.980098159622,30.334,30.6225555556,1.20113910943,30.5405454545,30.6225555556,0.863439419672,30.702,30.6225555556,0.802608404151,30.6427058824,30.6225555556,1.06014939742,29.654,30.4453333333,0.619491028597,29.3472,30.4453333333,0.936107954293,30.334,30.4453333333,1.13291796761,30.5405454545,30.4453333333,0.778759179051,30.702,30.4453333333,1.02884483064,30.6427058824,30.4453333333,1.48208834942,30.5169,30.4453333333,1.51741401047
2013-07-08,1.87625628141,29.87,29.1455,30.5244,1.12168431155,29.834,29.5193333333,0.421028847079,29.3024,29.5193333333,0.227134992421,29.834,30.4275555556,0.250411132815,29.3024,30.4275555556,0.990276992675,30.276,30.4275555556,1.33530773937,29.834,30.5661666667,0.383420451691,29.3024,30.5661666667,1.13856505415,30.276,30.5661666667,0.951486383364,30.5201818182,30.5661666667,0.527710507064,29.834,30.6846666667,0.516171512288,29.3024,30.6846666667,1.1665147784,30.276,30.6846666667,1.0612066257,30.5201818182,30.6846666667,0.86976970446,30.6882857143,30.6846666667,0.893450344386,29.834,30.6216666667,0.63165060625,29.3024,30.6216666667,0.981081535702,30.276,30.6216666667,1.20234426573,30.5201818182,30.6216666667,0.864305746849,30.6882857143,30.6216666667,0.801803111438,30.6385882353,30.6216666667,1.05908570237,29.834,30.4543809524,0.620112591502,29.3024,30.4543809524,0.937047193043,30.276,30.4543809524,1.1340546746,30.5201818182,30.4543809524,0.777977815327,30.6882857143,30.4543809524,1.02781254486,30.6385882353,30.4543809524,1.48060130425,30.5244,30.4543809524,1.51589152149
2013-07-09,1.9114321608,30.43,29.223,30.5329,1.10065507772,29.985,29.493,0.428922257001,29.3052,29.493,0.22287668657,29.985,30.408,0.245716448035,29.3052,30.408,0.971711371118,30.2185,30.408,1.31027351326,29.985,30.55,0.376232120491,29.3052,30.55,1.11721934172,30.2185,30.55,0.933648004566,30.5094545455,30.55,0.517817039239,29.985,30.6830666667,0.50649437647,29.3052,30.6830666667,1.14464506712,30.2185,30.6830666667,1.04131122193,30.5094545455,30.6830666667,0.853463342408,30.6842857143,30.6830666667,0.910200668887,29.985,30.6224444444,0.619808479049,29.3052,30.6224444444,0.962688309723,30.2185,30.6224444444,1.17980282653,30.5094545455,30.6224444444,0.84810182257,30.6842857143,30.6224444444,0.816835242084,30.6428235294,30.6224444444,1.07894134326,29.985,30.4664761905,0.608486777935,29.3052,30.4664761905,0.919479518851,30.2185,30.4664761905,1.11279352235,30.5094545455,30.4664761905,0.792563271523,30.6842857143,30.4664761905,1.04708187948,30.6428235294,30.4664761905,1.5083594807,30.5329,30.4664761905,1.54431131567
2013-07-10,1.9114321608,30.43,29.332,30.5402,1.10065507772,30.086,29.5,0.428922257001,29.324,29.5,0.22287668657,30.086,30.3873333333,0.245716448035,29.324,30.3873333333,0.971711371118,30.15425,30.3873333333,1.31027351326,30.086,30.5401666667,0.376232120491,29.324,30.5401666667,1.11721934172,30.15425,30.5401666667,0.933648004566,30.4967272727,30.5401666667,0.517817039239,30.086,30.6825333333,0.50649437647,29.324,30.6825333333,1.14464506712,30.15425,30.6825333333,1.04131122193,30.4967272727,30.6825333333,0.853463342408,30.6778571429,30.6825333333,0.910200668887,30.086,30.6221111111,0.619808479049,29.324,30.6221111111,0.962688309723,30.15425,30.6221111111,1.17980282653,30.4967272727,30.6221111111,0.84810182257,30.6778571429,30.6221111111,0.816835242084,30.6470588235,30.6221111111,1.07894134326,30.086,30.481047619,0.608486777935,29.324,30.481047619,0.919479518851,30.15425,30.481047619,1.11279352235,30.4967272727,30.481047619,0.792563271523,30.6778571429,30.481047619,1.04708187948,30.6470588235,30.481047619,1.5083594807,30.5402,30.481047619,1.54431131567
2013-07-11,1.96105527638,31.22,29.435,30.5566,1.07208072638,30.21,29.5296666667,0.44005760314,29.372,29.5296666667,0.217090535325,30.21,30.3822222222,0.239337348661,29.372,30.3822222222,0.946484556028,30.11125,30.3822222222,1.27625721107,30.21,30.5466666667,0.366464674708,29.372,30.5466666667,1.08821496184,30.11125,30.5466666667,0.909409361004,30.502,30.5466666667,0.50437387588,30.21,30.69,0.493345163278,29.372,30.69,1.11492868187,30.11125,30.69,1.01427750963,30.502,30.69,0.831306390699,30.6748571429,30.69,0.886570746823,30.21,30.6332222222,0.603717493231,29.372,30.6332222222,0.937695744337,30.11125,30.6332222222,1.14917370287,30.502,30.6332222222,0.82608406247,30.6748571429,30.6332222222,0.838041283532,30.6514117647,30.6332222222,1.10695197952,30.21,30.5024761905,0.592689717318,29.372,30.5024761905,0.895608706499,30.11125,30.5024761905,1.08390404214,30.502,30.5024761905,0.813139182943,30.6748571429,30.5024761905,1.07426540511,30.6514117647,30.5024761905,1.54751833675,30.5566,30.5024761905,1.58440352531
2013-07-12,1.94032663317,30.89,29.533,30.5672,1.08341277762,30.295,29.5506666667,0.435406129436,29.416,29.5506666667,0.21938521427,30.295,30.36,0.2418671797,29.416,30.36,0.956489037242,30.0565,30.36,1.28974743784,30.295,30.5428333333,0.370338260315,29.416,30.5428333333,1.09971755432,30.0565,30.5428333333,0.919021951943,30.5047272727,30.5428333333,0.509705182063,30.295,30.6930666667,0.498559894344,29.416,30.6930666667,1.12671364232,30.0565,30.6930666667,1.02499857235,30.5047272727,30.6930666667,0.840093421734,30.6647142857,30.6930666667,0.895941930246,30.295,30.6385555556,0.610098876087,29.416,30.6385555556,0.947607326517,30.0565,30.6385555556,1.16132063823,30.5047272727,30.6385555556,0.834815892727,30.6647142857,30.6385555556,0.829183063687,30.6531764706,30.6385555556,1.09525133399,30.295,30.5193333333,0.598954534958,29.416,30.5193333333,0.905075422487,30.0565,30.5193333333,1.09536106757,30.5047272727,30.5193333333,0.80454418197,30.6647142857,30.5193333333,1.06291026149,30.6531764706,30.5193333333,1.53116083992,30.5672,30.5193333333,1.5676561466
2013-07-15,1.95288944724,31.09,29.647,30.5836,1.07639812707,30.408,29.554,0.438225204408,29.4788,29.554,0.21796478556,30.408,30.3355555556,0.240301189544,29.4788,30.3355555556,0.950296165521,30.00675,30.3355555556,1.28139685553,30.408,30.5445,0.367940472938,29.4788,30.5445,1.09259733707,30.00675,30.5445,0.913071664135,30.5058181818,30.5445,0.506405051393,30.408,30.6965333333,0.495331924812,29.4788,30.6965333333,1.11941863654,30.00675,30.6965333333,1.01836212967,30.5058181818,30.6965333333,0.834654163581,30.6557142857,30.6965333333,0.890141076052,30.408,30.6482222222,0.606148737685,29.4788,30.6482222222,0.941471960207,30.00675,30.6482222222,1.15380156644,30.5058181818,30.6482222222,0.829410804396,30.6557142857,30.6482222222,0.834551681775,30.6610588235,30.6482222222,1.10234263431,30.408,30.5380952381,0.595076551566,29.4788,30.5380952381,0.8992154327,30.00675,30.5380952381,1.08826905678,30.5058181818,30.5380952381,0.809753273469,30.6557142857,30.5380952381,1.06979216671,30.6610588235,30.5380952381,1.54107447436,30.5836,30.5380952381,1.57780607309
