,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2016-10-14,5.09988776655,90.88,92.1155,87.6926,0.35269404207,90.105,92.7016666667,0.413775061643,92.2612,92.7016666667,0.892900961915,90.105,93.078,1.03045629383,92.2612,93.078,1.38703952864,92.881,93.078,0.885065662559,90.105,92.3675,0.410399037116,92.2612,92.3675,0.896293047616,92.881,92.3675,0.746024105736,92.958,92.3675,0.693029032644,90.105,90.4609333333,0.888914029344,92.2612,90.4609333333,0.833944921564,92.881,90.4609333333,0.746470516885,92.958,90.4609333333,0.830042808805,91.0727142857,90.4609333333,0.537244334166,90.105,88.6507777778,0.584629621544,92.2612,88.6507777778,0.417654356093,92.881,88.6507777778,0.316232229908,92.958,88.6507777778,0.233694741737,91.0727142857,88.6507777778,0.13932890494,89.2187058824,88.6507777778,0.234273528697,90.105,87.2603809524,0.45618957258,92.2612,87.2603809524,0.333985522406,92.881,87.2603809524,0.405157760313,92.958,87.2603809524,0.231150303285,91.0727142857,87.2603809524,0.128789836803,89.2187058824,87.2603809524,0.375359890432,87.6926,87.2603809524,0.312103199877
2016-10-17,5.03872053872,89.79,91.8985,87.7987,0.348463886856,90.063,92.502,0.418737812712,92.128,92.502,0.903610271428,90.063,92.94,1.04281541972,92.128,92.94,1.40367545609,92.76575,92.94,0.89568099676,90.063,92.4611666667,0.415321296694,92.128,92.4611666667,0.907043041255,92.76575,92.4611666667,0.737076413447,92.9598181818,92.4611666667,0.684716954678,90.063,90.5576,0.878252538455,92.128,90.5576,0.823942721251,92.76575,90.5576,0.737517470413,92.9598181818,90.5576,0.820087409799,91.1644285714,90.5576,0.530800712641,90.063,88.779,0.577617668557,92.128,88.779,0.412645077394,92.76575,88.779,0.312439391763,92.9598181818,88.779,0.230891844857,91.1644285714,88.779,0.137657816621,89.3377647059,88.779,0.231463689939,90.063,87.3785714286,0.450718108736,92.128,87.3785714286,0.329979754147,92.76575,87.3785714286,0.40029836376,92.9598181818,87.3785714286,0.228377923987,91.1644285714,87.3785714286,0.127245152361,89.3377647059,87.3785714286,0.370857884704,87.7987,87.3785714286,0.30835988465
2016-10-18,5.07351290685,90.41,91.734,87.9145,0.350870030189,90.158,92.3403333333,0.415846427882,92.0652,92.3403333333,0.897370842,90.158,92.8444444444,1.03561477866,92.0652,92.8444444444,1.39398307628,92.68575,92.8444444444,0.889496318979,90.158,92.5411666667,0.412453502909,92.0652,92.5411666667,0.90077990855,92.68575,92.5411666667,0.742165926492,92.9603636364,92.5411666667,0.689444925631,90.158,90.6848,0.872188204188,92.0652,90.6848,0.8296320462,92.68575,90.6848,0.742610028957,92.9603636364,90.6848,0.825750113821,91.2507142857,90.6848,0.534465891857,90.158,88.9062222222,0.58160611888,92.0652,88.9062222222,0.415494391883,92.68575,88.9062222222,0.314596785938,92.9603636364,88.9062222222,0.232486153174,91.2507142857,88.9062222222,0.138608343922,89.468,88.9062222222,0.233061946847,90.158,87.4893333333,0.453830317528,92.0652,87.4893333333,0.332258264533,92.68575,87.4893333333,0.403062424184,92.9603636364,87.4893333333,0.229954873679,91.2507142857,87.4893333333,0.128123780209,89.468,87.4893333333,0.373418658604,87.9145,87.4893333333,0.310489109825
2016-10-19,5.10718294052,91.01,91.5175,88.0324,0.353198555995,90.311,92.1643333333,0.4130866905,92.0116,92.1643333333,0.891415499613,90.311,92.7995555556,1.02874198951,92.0116,92.7995555556,1.38473199957,92.65075,92.7995555556,0.883593235344,90.311,92.6388333333,0.40971628245,92.0116,92.6388333333,0.894801942118,92.65075,92.6388333333,0.747091261698,92.9432727273,92.6388333333,0.694020381392,90.311,90.8149333333,0.866399984715,92.0116,90.8149333333,0.835137844538,92.65075,90.8149333333,0.747538311419,92.9432727273,90.8149333333,0.83123014997,91.3642857143,90.8149333333,0.538012839486,90.311,89.0368888889,0.585465909515,92.0116,89.0368888889,0.418251793002,92.65075,89.0368888889,0.316684586751,92.9432727273,89.0368888889,0.234029032191,91.3642857143,89.0368888889,0.139528209051,89.5925882353,89.0368888889,0.234608647081,90.311,87.6037142857,0.456842132488,92.0116,87.6037142857,0.334463274584,92.65075,87.6037142857,0.40573732137,92.9432727273,87.6037142857,0.231480954027,91.3642857143,87.6037142857,0.128974065223,89.5925882353,87.6037142857,0.375896826895,88.0324,87.6037142857,0.312549650317
2016-10-20,5.13636363636,91.53,91.3105,88.1514,0.355216611693,90.52,92.0353333333,0.410726454492,91.9556,92.0353333333,0.886322256455,90.52,92.7288888889,1.02286410978,91.9556,92.7288888889,1.37682011472,92.6385,92.7288888889,0.878544685928,90.52,92.743,0.4073753038,91.9556,92.743,0.889689349986,92.6385,92.743,0.751359885542,92.9398181818,92.743,0.697985776385,90.52,90.9434666667,0.86144967165,91.9556,90.9434666667,0.83990953643,92.6385,90.9434666667,0.751809489552,92.9398181818,90.9434666667,0.835979514633,91.4825714286,90.9434666667,0.541086860764,90.52,89.1722222222,0.588811061399,91.9556,89.1722222222,0.420641540638,92.6385,89.1722222222,0.318494014123,92.9398181818,89.1722222222,0.235366194005,91.4825714286,89.1722222222,0.140325425497,89.7068235294,89.1722222222,0.235949120616,90.52,87.7255238095,0.459452372119,91.9556,87.7255238095,0.336374283295,92.6385,87.7255238095,0.408055565597,92.9398181818,87.7255238095,0.232803556994,91.4825714286,87.7255238095,0.129710978902,89.7068235294,87.7255238095,0.378044572747,88.1514,87.7255238095,0.314335452077
2016-10-21,5.02244668911,89.5,91.079,88.2624,0.347338432717,90.502,91.959,0.419835759667,91.782,91.959,0.90597957297,90.502,92.6106666667,1.04554972261,91.782,92.6106666667,1.40735594814,92.55925,92.6106666667,0.898029507434,90.502,92.7488333333,0.41641028541,91.782,92.7488333333,0.909421343655,92.55925,92.7488333333,0.768023936319,92.8974545455,92.7488333333,0.682505484393,90.502,91.0310666667,0.880555351028,91.782,91.0310666667,0.821281585388,92.55925,91.0310666667,0.735135467223,92.8974545455,91.0310666667,0.81743872566,91.5837142857,91.0310666667,0.52908635462,90.502,89.287,0.575752103083,91.782,89.287,0.41131233352,92.55925,89.287,0.311430288037,92.8974545455,89.287,0.230146119998,91.5837142857,89.287,0.137213215142,89.8303529412,89.287,0.23071611816,90.502,87.8238095238,0.449262398172,91.782,87.8238095238,0.328913999289,92.55925,87.8238095238,0.399005496787,92.8974545455,87.8238095238,0.227640318486,91.5837142857,87.8238095238,0.126834181271,89.8303529412,87.8238095238,0.369660103363,88.2624,87.8238095238,0.307363956746
2016-10-24,5.00897867565,89.26,90.8875,88.368,0.346407022394,90.32,91.8303333333,0.420961576229,91.5872,91.8303333333,0.908409015401,90.32,92.4964444444,1.04835343137,91.5872,92.4964444444,1.41112986353,92.4545,92.4964444444,0.900437631252,90.32,92.7416666667,0.417526916343,91.5872,92.7416666667,0.911860015414,92.4545,92.7416666667,0.770083441847,92.8512727273,92.7416666667,0.680675302089,90.32,91.1096,0.882916616774,91.5872,91.1096,0.819079266052,92.4545,91.1096,0.733164154238,92.8512727273,91.1096,0.8152467112,91.675,91.1096,0.527667575569,90.32,89.3935555556,0.574208186829,91.5872,89.3935555556,0.410209373073,92.4545,89.3935555556,0.310595167711,92.8512727273,89.3935555556,0.229528968392,91.675,89.3935555556,0.13684526909,89.9721176471,89.3935555556,0.230097438066,90.32,87.9198095238,0.448057672188,91.5872,87.9198095238,0.328031995268,92.4545,87.9198095238,0.397935537913,92.8512727273,87.9198095238,0.227029886347,91.675,87.9198095238,0.126494067265,89.9721176471,87.9198095238,0.368668836047,88.368,87.9198095238,0.306539740549
2016-10-25,4.91021324355,87.5,90.5405,88.4546,0.33957668003,90.109,91.681,0.42926196133,91.3392,91.681,0.926320732487,90.109,92.3606666667,1.06902452748,91.3392,92.3606666667,1.43895406877,92.31225,92.3606666667,0.918192171147,90.109,92.6936666667,0.425759577924,91.3392,92.6936666667,0.92983977821,92.31225,92.6936666667,0.785267699719,92.7483636364,92.6936666667,0.667253965189,90.109,91.1513333333,0.900325682935,91.3392,91.1513333333,0.802928924262,92.31225,91.1513333333,0.718707859017,92.7483636364,91.1513333333,0.799171938495,91.7395714286,91.1513333333,0.517263195858,90.109,89.4842222222,0.562886134299,91.3392,89.4842222222,0.402120996458,92.31225,89.4842222222,0.304470951991,92.7483636364,89.4842222222,0.225003189943,91.7395714286,89.4842222222,0.134146998044,90.0765882353,89.4842222222,0.225560450715,90.109,88.0023809524,0.439223014973,91.3392,88.0023809524,0.321563965785,92.31225,88.0023809524,0.390089172836,92.7483636364,88.0023809524,0.222553383994,91.7395714286,88.0023809524,0.12399989789,90.0765882353,88.0023809524,0.361399542394,88.4546,88.0023809524,0.300495488438
2016-10-26,4.74298540965,84.52,90.0365,88.5061,0.328011668527,89.535,91.42,0.443881397271,90.9064,91.42,0.957868570004,89.535,92.1853333333,1.10543244853,90.9064,92.1853333333,1.48796073306,92.10275,92.1853333333,0.94946317309,89.535,92.5698333333,0.440259732693,90.9064,92.5698333333,0.96150746437,92.10275,92.5698333333,0.812011673949,92.5874545455,92.5698333333,0.644529201574,89.535,91.1708,0.930988203336,90.9064,91.1708,0.775583459184,92.10275,91.1708,0.69423072279,92.5874545455,91.1708,0.771954425618,91.7554285714,91.1708,0.499646689302,89.535,89.5297777778,0.543715840811,90.9064,89.5297777778,0.388425904236,92.10275,89.5297777778,0.294101541284,92.5874545455,89.5297777778,0.217340224159,91.7554285714,89.5297777778,0.129578334568,90.1315294118,89.5297777778,0.217878506222,89.535,88.0528571429,0.424264334006,90.9064,88.0528571429,0.310612415865,92.10275,88.0528571429,0.37680385015,92.5874545455,88.0528571429,0.214973851602,91.7554285714,88.0528571429,0.119776815654,90.1315294118,88.0528571429,0.349091306551,88.5061,88.0528571429,0.290261470661
2016-10-27,4.72166105499,84.14,89.623,88.5506,0.326536935517,88.854,91.127,0.445877077949,90.4452,91.127,0.962175125336,88.854,92.0102222222,1.11040244771,90.4452,92.0102222222,1.49465057071,91.86225,92.0102222222,0.953731937948,88.854,92.4435,0.44223913045,90.4452,92.4435,0.965830380088,91.86225,92.4435,0.815662459989,92.3967272727,92.4435,0.641631412926,88.854,91.1826666667,0.93517390515,90.4452,91.1826666667,0.779070464798,91.86225,91.1826666667,0.691109477231,92.3967272727,91.1826666667,0.768483736057,91.7757142857,91.1826666667,0.497400289137,88.854,89.5555555556,0.541271306742,90.4452,89.5555555556,0.386679550194,91.86225,89.5555555556,0.292779267435,92.3967272727,89.5555555556,0.216363067449,91.7757142857,89.5555555556,0.128995753319,90.1737647059,89.5555555556,0.216898929407,88.854,88.0958095238,0.422356851198,90.4452,88.0958095238,0.309215909499,91.86225,88.0958095238,0.375109748599,92.3967272727,88.0958095238,0.214007334049,91.7757142857,88.0958095238,0.119238301811,90.1737647059,88.0958095238,0.347521799966,88.5506,88.0958095238,0.288956461682
2016-10-28,4.77946127946,85.17,89.194,88.614,0.33053423815,88.283,90.838,0.440418872693,90.0868,90.838,0.950396656366,88.283,91.8435555556,1.09680945364,90.0868,91.8435555556,1.47635380238,91.597,91.8435555556,0.942056826276,88.283,92.3325,0.436825459136,90.0868,92.3325,0.954007165309,91.597,92.3325,0.805677526143,92.2061818182,92.3325,0.633776880535,88.283,91.2193333333,0.923725971678,90.0868,91.2193333333,0.769533471944,91.597,91.2193333333,0.699569695457,92.2061818182,91.2193333333,0.777891131447,91.784,91.2193333333,0.5034892159,88.283,89.6241111111,0.534645332818,90.0868,89.6241111111,0.391413088781,91.597,89.6241111111,0.296363325498,92.2061818182,89.6241111111,0.219011676428,91.784,89.6241111111,0.130574855125,90.2047058824,89.6241111111,0.219554098141,88.283,88.1602857143,0.427527133545,90.0868,88.1602857143,0.313001176753,91.597,88.1602857143,0.379701655434,92.2061818182,88.1602857143,0.216627105312,91.784,88.1602857143,0.120697957752,90.2047058824,88.1602857143,0.351775988865,88.614,88.1602857143,0.292493722861
2016-10-31,4.82154882155,85.92,88.9795,88.6907,0.333444895408,87.896,90.5643333333,0.436540580401,89.8,90.5643333333,0.942027541745,87.896,91.6762222222,1.08715103999,89.8,91.6762222222,1.46335315248,91.3505,91.6762222222,0.933761151511,87.896,92.2345,0.432978810147,89.8,92.2345,0.945606256844,91.3505,92.2345,0.798582796255,92.0229090909,92.2345,0.628195893563,87.896,91.26,0.915591716908,89.8,91.26,0.762757023617,91.3505,91.26,0.705730048534,92.0229090909,91.26,0.784741176634,91.809,91.26,0.507922900436,87.896,89.7208888889,0.529937290085,89.8,89.7208888889,0.394859840179,91.3505,89.7208888889,0.298973076515,92.0229090909,89.7208888889,0.220940275198,91.809,89.7208888889,0.131724686536,90.2444705882,89.7208888889,0.221487473433,87.896,88.229047619,0.431291902245,89.8,88.229047619,0.315757439317,91.3505,88.229047619,0.383045276915,92.0229090909,88.229047619,0.218534705746,91.809,88.229047619,0.12176081402,90.2444705882,88.229047619,0.354873699229,88.6907,88.229047619,0.295069398476
2016-11-01,4.74523007856,84.56,88.7345,88.7467,0.328166903581,87.311,90.2596666667,0.443450440612,89.4048,90.2596666667,0.95693859222,87.311,91.4844444444,1.10435920357,89.4048,91.4844444444,1.4865160981,91.083,91.4844444444,0.948541355958,87.311,92.0911666667,0.439832292244,89.4048,92.0911666667,0.960573953647,91.083,92.0911666667,0.811223306065,91.8383636364,92.0911666667,0.638139403983,87.311,91.2810666667,0.930084323228,89.4048,91.2810666667,0.774830458814,91.083,91.2810666667,0.694559274954,91.8383636364,91.2810666667,0.772319761361,91.794,91.2810666667,0.499883152477,87.311,89.7868888889,0.538325496725,89.4048,89.7868888889,0.388609730977,91.083,89.7868888889,0.294240728004,91.8383636364,89.7868888889,0.217443082761,91.794,89.7868888889,0.12963965891,90.2878823529,89.7868888889,0.217981619571,87.311,88.2835238095,0.438118682821,89.4048,88.2835238095,0.310759416535,91.083,88.2835238095,0.376982176629,91.8383636364,88.2835238095,0.215075590292,91.794,88.2835238095,0.119833501321,90.2878823529,88.2835238095,0.34925651777,88.7467,88.2835238095,0.290398840027
2016-11-02,4.78170594837,85.21,88.521,88.8063,0.325644333958,86.731,89.922,0.440041703781,89.0292,89.922,0.94958274921,86.731,91.3135555556,1.09587016049,89.0292,91.3135555556,1.47508947246,90.806,91.3135555556,0.94125006124,86.731,91.9551666667,0.436451367576,89.0292,91.9551666667,0.95319016616,90.806,91.9551666667,0.80498755454,91.6961818182,91.9551666667,0.633234122377,86.731,91.3050666667,0.922934904944,89.0292,91.3050666667,0.768874453632,90.806,91.3050666667,0.689220302287,91.6961818182,91.3050666667,0.77825646719,91.7948571429,91.3050666667,0.503725679075,86.731,89.8464444444,0.534187469609,89.0292,89.8464444444,0.385622546432,90.806,89.8464444444,0.296502512219,91.6961818182,89.8464444444,0.219114535029,91.7948571429,89.8464444444,0.130636179467,90.3344705882,89.8464444444,0.21965721149,86.731,88.3391428571,0.43475093041,89.0292,88.3391428571,0.313148177424,90.806,88.3391428571,0.379879981913,91.6961818182,88.3391428571,0.216728844002,91.7948571429,88.3391428571,0.12075464342,90.3344705882,88.3391428571,0.351941200085,88.8063,88.3391428571,0.292631092227
2016-11-03,4.83052749719,86.08,88.353,88.8736,0.322319482761,86.186,89.6023333333,0.435548847517,88.776,89.6023333333,0.93988744359,86.186,91.1428888889,1.08468125028,88.776,91.1428888889,1.46002870681,90.573,91.1428888889,0.931639832942,86.186,91.8126666667,0.431995168893,88.776,91.8126666667,0.943458028564,90.573,91.8126666667,0.796768575871,91.5392727273,91.8126666667,0.626768758142,86.186,91.3498666667,0.91351167566,88.776,91.3498666667,0.761024192223,90.573,91.3498666667,0.682183315279,91.5392727273,91.3498666667,0.786202519607,91.8062857143,91.3498666667,0.508868753137,86.186,89.9078888889,0.528733378557,88.776,89.9078888889,0.381685313532,90.573,89.9078888889,0.299529823399,91.5392727273,89.9078888889,0.221351709603,91.8062857143,89.9078888889,0.131969983904,90.3837647059,89.9078888889,0.221899926829,86.186,88.4,0.430312093308,88.776,88.4,0.316345441998,90.573,88.4,0.383758582831,91.5392727273,88.4,0.218941660506,91.8062857143,88.4,0.12198755669,90.3837647059,88.4,0.355534544106,88.8736,88.4,0.29561887594
2016-11-04,4.81088664422,85.73,88.1555,88.9392,0.323630028985,85.809,89.3223333333,0.437319782654,88.4552,89.3223333333,0.94370901196,85.809,90.9195555556,1.08909154811,88.4552,90.9195555556,1.46596516182,90.4215,90.9195555556,0.935427866649,85.809,91.6473333333,0.433751654826,88.4552,91.6473333333,0.947294114879,90.4215,91.6473333333,0.800008225052,91.374,91.6473333333,0.629317190593,85.809,91.3650666667,0.917226000549,88.4552,91.3650666667,0.764118505272,90.4215,91.3650666667,0.684957062495,91.374,91.3650666667,0.783005831853,91.7574285714,91.3650666667,0.506799700353,85.809,89.9433333333,0.530883200612,88.4552,89.9433333333,0.383237240341,90.4215,89.9433333333,0.298311939591,91.374,89.9433333333,0.220451696843,91.7574285714,89.9433333333,0.131433395912,90.4167058824,89.9433333333,0.220997685026,85.809,88.4657142857,0.432061735881,88.4552,88.4657142857,0.315059186134,90.4215,88.4657142857,0.38219822614,91.374,88.4657142857,0.21805144697,91.7574285714,88.4657142857,0.121491557099,90.4167058824,88.4657142857,0.354088945937,88.9392,88.4657142857,0.294416893987
2016-11-07,4.93041526375,87.86,87.9945,89.0211,0.315589296899,85.669,89.148,0.426454378046,88.3612,89.148,0.920262141606,85.669,90.7435555556,1.06203258395,88.3612,90.7435555556,1.42954260502,90.29,90.7435555556,0.912186745035,85.669,91.5116666667,0.422974901941,88.3612,91.5116666667,0.923758171048,90.29,91.5116666667,0.780131664696,91.2550909091,91.5116666667,0.613681524945,85.669,91.4142666667,0.894437112398,88.3612,91.4142666667,0.745133640974,90.29,91.4142666667,0.66793899947,91.2550909091,91.4142666667,0.802459960185,91.7312857143,91.4142666667,0.519391364435,85.669,90.0024444444,0.517693171249,88.3612,90.0024444444,0.373715540564,90.29,90.0024444444,0.30572363248,91.2550909091,90.0024444444,0.225928917353,91.7312857143,90.0024444444,0.134698917122,90.4695294118,90.0024444444,0.226488470855,85.669,88.5572380952,0.421326969785,88.3612,88.5572380952,0.307231400453,90.29,88.5572380952,0.391694111147,91.2550909091,88.5572380952,0.223469032203,91.7312857143,88.5572380952,0.124510068899,90.4695294118,88.5572380952,0.362886443369,89.0211,88.5572380952,0.301731812734
2016-11-08,4.98260381594,88.79,87.9535,89.1156,0.312248777366,85.798,88.9596666667,0.421940349232,88.3344,88.9596666667,0.910521146936,85.798,90.5997777778,1.05079094608,88.3344,90.5997777778,1.41441086563,90.21025,90.5997777778,0.902531228613,85.798,91.413,0.418497703457,88.3344,91.413,0.913980170831,90.21025,91.413,0.771873954154,91.1674545455,91.413,0.607185692733,85.798,91.4566666667,0.884969476221,88.3344,91.4566666667,0.737246385271,90.21025,91.4566666667,0.660868850716,91.1674545455,91.4566666667,0.793965904153,91.7085714286,91.4566666667,0.52488913326,85.798,90.0904444444,0.512213377836,88.3344,90.0904444444,0.369759753485,90.21025,90.0904444444,0.308959723741,91.1674545455,90.0904444444,0.228320379829,91.7085714286,90.0904444444,0.136124708072,90.5215294118,90.0904444444,0.228885856217,85.798,88.6508571429,0.416867214698,88.3344,88.6508571429,0.303979349435,90.21025,88.6508571429,0.395840201784,91.1674545455,88.6508571429,0.225834456741,91.7085714286,88.6508571429,0.125828010671,90.5215294118,88.6508571429,0.366727604219,89.1156,88.6508571429,0.304925650496
2016-11-09,5.09988776655,90.88,87.9845,89.2202,0.304898851195,86.434,88.8356666667,0.412008427508,88.3904,88.8356666667,0.889088674843,86.434,90.4795555556,1.02605670712,88.3904,90.4795555556,1.38111749127,90.1735,90.4795555556,0.881286828705,86.434,91.3771666667,0.408646817094,88.3904,91.3771666667,0.892466277858,90.1735,91.3771666667,0.753705054907,91.1396363636,91.3771666667,0.592893338889,86.434,91.5330666667,0.864138456902,88.3904,91.5330666667,0.719892573522,90.1735,91.5330666667,0.64531286583,91.1396363636,91.5330666667,0.775276989414,91.6932857143,91.5330666667,0.537244334166,86.434,90.1974444444,0.500156547566,88.3904,90.1974444444,0.361056094461,90.1735,90.1974444444,0.316232229908,91.1396363636,90.1974444444,0.233694741737,91.6932857143,90.1974444444,0.13932890494,90.6135294118,90.1974444444,0.234273528697,86.434,88.7616190476,0.407054707899,88.3904,88.7616190476,0.296824074739,90.1735,88.7616190476,0.405157760313,91.1396363636,88.7616190476,0.231150303285,91.6932857143,88.7616190476,0.128789836803,90.6135294118,88.7616190476,0.375359890432,89.2202,88.7616190476,0.312103199877
2016-11-10,5.08417508418,90.6,87.967,89.308,0.305838240262,87.08,88.7753333333,0.41327781967,88.4368,88.7753333333,0.891827944528,87.08,90.3728888889,1.02921797338,88.4368,90.3728888889,1.38537269481,90.11525,90.3728888889,0.884002061012,87.08,91.3086666667,0.409905852182,88.4368,91.3086666667,0.89521595389,90.11525,91.3086666667,0.756027209565,91.1138181818,91.3086666667,0.594720034915,87.08,91.604,0.866800855317,88.4368,91.604,0.722110552401,90.11525,91.604,0.647301065681,91.1138181818,91.604,0.777665606899,91.6772857143,91.604,0.53558909194,87.08,90.2942222222,0.501697522845,88.4368,90.2942222222,0.362168503203,90.11525,90.2942222222,0.315257922862,91.1138181818,90.2942222222,0.232974731529,91.6772857143,90.2942222222,0.138899634546,90.7,90.2942222222,0.233551735254,87.08,88.8687619048,0.408308837721,88.4368,88.8687619048,0.297738585532,90.11525,88.8687619048,0.40390947496,91.1138181818,88.8687619048,0.230438132456,91.6772857143,88.8687619048,0.12839303713,90.7,88.8687619048,0.374203411896,89.308,88.8687619048,0.311141614314
2016-11-11,5.13692480359,91.54,88.0,89.4334,0.302665084126,87.717,88.7016666667,0.408989948252,88.5112,88.7016666667,0.882574983514,87.717,90.3673333333,1.01853955291,88.5112,90.3673333333,1.37099907083,90.05775,90.3673333333,0.874830295699,87.717,91.254,0.405652965857,88.5112,91.254,0.885927841344,90.05775,91.254,0.748183218649,91.0932727273,91.254,0.588549650447,87.717,91.6358666667,0.85780755726,88.5112,91.6358666667,0.714618456162,90.05775,91.6358666667,0.64058513851,91.0932727273,91.6358666667,0.769597111639,91.6731428571,91.6358666667,0.541145976558,87.717,90.3898888889,0.496492272608,88.5112,90.3898888889,0.358410905046,90.05775,90.3898888889,0.318528810803,91.0932727273,90.3898888889,0.235391908655,91.6731428571,90.3898888889,0.140340756582,90.8072941176,90.3898888889,0.235974898953,87.717,88.9865714286,0.404072520861,88.5112,88.9865714286,0.29464946555,90.05775,88.9865714286,0.408100147216,91.0932727273,88.9865714286,0.232828991667,91.6731428571,88.9865714286,0.129725150319,90.8072941176,88.9865714286,0.378085875552,89.4334,88.9865714286,0.314369794419
2016-11-14,5.06285072952,90.22,88.0215,89.5635,0.307029492156,88.147,88.702,0.414887552924,88.4768,88.702,0.895301649215,88.147,90.3028888889,1.0332268176,88.4768,90.3028888889,1.39076877558,89.96,90.3028888889,0.887445283576,88.147,91.1843333333,0.41150245149,88.4768,91.1843333333,0.898702855006,89.96,91.1843333333,0.758971965084,91.0345454545,91.1843333333,0.597036492686,88.147,91.6429333333,0.870177078514,88.4768,91.6429333333,0.724923201215,89.96,91.6429333333,0.649822328621,91.0345454545,91.6429333333,0.78069464482,91.6505714286,91.6429333333,0.533342691775,88.147,90.466,0.503651654297,88.4768,90.466,0.363579163672,89.96,90.466,0.313935649013,91.0345454545,90.466,0.231997574819,91.6505714286,90.466,0.138317053297,90.8937647059,90.466,0.23257215844,88.147,89.087047619,0.409899216596,88.4768,89.087047619,0.298898288955,89.96,89.087047619,0.402215373409,91.0345454545,89.087047619,0.229471614903,91.6505714286,89.087047619,0.127854523288,90.8937647059,89.087047619,0.372633905312,89.5635,89.087047619,0.309836605336
2016-11-15,5.2721661055,93.95,88.1985,89.7168,0.294335854318,89.086,88.8516666667,0.397734697987,88.6504,88.8516666667,0.858286850372,89.086,90.3466666667,0.990509725719,88.6504,90.3466666667,1.33326968965,89.96625,90.3466666667,0.850755293466,89.086,91.19,0.394489548098,88.6504,91.19,0.86154743881,89.96625,91.19,0.727593496565,91.0483636364,91.19,0.572352984398,89.086,91.6905333333,0.834201014416,88.6504,91.6905333333,0.694952423776,89.96625,91.6905333333,0.62295647531,91.0483636364,91.6905333333,0.748418087237,91.6618571429,91.6905333333,0.555392882867,89.086,90.5724444444,0.482828991134,88.6504,90.5724444444,0.348547571115,89.96625,90.5724444444,0.300956487288,91.0483636364,90.5724444444,0.241589139373,91.6618571429,90.5724444444,0.144035548185,91.0228235294,90.5724444444,0.242187478225,89.086,89.2261904762,0.392952596358,88.6504,89.2261904762,0.286540822564,89.96625,89.2261904762,0.418844317577,91.0483636364,89.2261904762,0.238958747729,91.6618571429,89.2261904762,0.133140461792,91.0228235294,89.2261904762,0.388039851519,89.7168,89.2261904762,0.322646298729
2016-11-16,5.27721661055,94.04,88.35,89.8587,0.294053893415,89.969,89.0036666667,0.398115710471,88.8016,89.0036666667,0.857464649026,89.969,90.3842222222,0.989560860628,88.8016,90.3842222222,1.33199247547,89.93375,90.3842222222,0.849940307022,89.969,91.2171666667,0.394111644327,88.8016,91.2171666667,0.860722113962,89.93375,91.2171666667,0.726896493748,91.0690909091,91.2171666667,0.571804695217,89.969,91.7184,0.833401886249,88.8016,91.7184,0.694286689682,89.93375,91.7184,0.622359710193,91.0690909091,91.7184,0.74770113537,91.6714285714,91.7184,0.555924925011,89.969,90.6944444444,0.482366462032,88.8016,90.6944444444,0.348213677753,89.93375,90.6944444444,0.300668184107,91.0690909091,90.6944444444,0.241820571225,91.6714285714,90.6944444444,0.144173527955,91.1478823529,90.6944444444,0.24241948326,89.969,89.3559047619,0.392576164919,88.8016,89.3559047619,0.286266328961,89.93375,89.3559047619,0.419245552155,91.0690909091,89.3559047619,0.239187659781,91.6714285714,89.3559047619,0.133268004544,91.1478823529,89.3559047619,0.388411576763,89.8587,89.3559047619,0.322955379803
2016-11-17,5.45679012346,97.24,88.6355,90.0256,0.284047806017,91.085,89.2636666667,0.411662820993,89.0532,89.2636666667,0.828286779216,91.085,90.48,0.955888011265,89.0532,90.48,1.28666733807,89.973,90.48,0.821018476073,91.085,91.3041666667,0.38070078446,89.0532,91.3041666667,0.831433398897,89.973,91.3041666667,0.702161606679,91.1323636364,91.3041666667,0.552347283215,91.085,91.792,0.805042825892,89.0532,91.792,0.670661451411,89.973,91.792,0.601182008442,91.1323636364,91.792,0.722258306434,91.7087142857,91.792,0.574841979031,91.085,90.8498888889,0.465952460771,89.0532,90.8498888889,0.336364637251,89.973,90.8498888889,0.290437025142,91.1323636364,90.8498888889,0.250049259314,91.7087142857,90.8498888889,0.149079475312,91.3187058824,90.8498888889,0.250668551171,91.085,89.5027619048,0.40593477538,89.0532,89.5027619048,0.276525237376,89.973,89.5027619048,0.433511670475,91.1323636364,89.5027619048,0.247326754967,91.7087142857,89.5027619048,0.137802857953,91.3187058824,89.5027619048,0.401628474313,90.0256,89.5027619048,0.333944929094
