,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2013-05-15,1.10859150431,34.71,33.53,31.4829,0.812443582677,34.115,33.2656666667,1.2441952647,33.2796,33.2656666667,1.09145550118,34.115,33.2117777778,1.20582564757,33.2796,33.2117777778,1.21600711602,33.2555,33.2117777778,1.18786698117,34.115,32.9618333333,1.38914418163,33.2796,32.9618333333,1.12979426834,33.2555,32.9618333333,1.14560853798,33.054,32.9618333333,1.08835854733,34.115,32.5062666667,1.48063991755,33.2796,32.5062666667,1.15361165991,33.2555,32.5062666667,1.01379364472,33.054,32.5062666667,0.604532161652,32.7511428571,32.5062666667,0.759677397332,34.115,31.8644444444,1.42306644564,33.2796,31.8644444444,0.909897652655,33.2555,31.8644444444,0.844588735657,33.054,31.8644444444,0.828041228479,32.7511428571,31.8644444444,0.821738841854,32.0676470588,31.8644444444,0.671228647028,34.115,31.3052380952,1.20656601033,33.2796,31.3052380952,0.874615250551,33.2555,31.3052380952,0.759444507,33.054,31.3052380952,0.914815820586,32.7511428571,31.3052380952,0.788453133062,32.0676470588,31.3052380952,1.05578825722,31.4829,31.3052380952,0.767479892336
2013-05-16,1.09102523156,34.16,33.6425,31.5496,0.799569944807,34.171,33.2846666667,1.22448027203,33.3268,33.2846666667,1.07416075829,34.171,33.2395555556,1.18671864364,33.3268,33.2395555556,1.19673878085,33.29425,33.2395555556,1.16904454269,34.171,32.996,1.36713238965,33.3268,32.996,1.11189202554,33.29425,32.996,1.12745570894,33.0958181818,32.996,1.07111287746,34.171,32.5813333333,1.45717832277,33.3268,32.5813333333,1.13533201679,33.29425,32.5813333333,0.99772949881,33.0958181818,32.5813333333,0.594953000346,32.8065714286,32.5813333333,0.747639870148,34.171,31.9291111111,1.40051713578,33.3268,31.9291111111,0.895479798753,33.29425,31.9291111111,0.831205739269,33.0958181818,31.9291111111,0.814920436901,32.8065714286,31.9291111111,0.808717915233,32.1309411765,31.9291111111,0.660592641385,34.171,31.3636190476,1.18744727493,33.3268,31.3636190476,0.86075646669,33.29425,31.3636190476,0.747410670099,33.0958181818,31.3636190476,0.900320035471,32.8065714286,31.3636190476,0.775959637724,32.1309411765,31.3636190476,1.03905868241,31.5496,31.3636190476,0.755318730113
2013-05-17,1.11785372086,35.0,33.7835,31.629,0.819231500827,34.251,33.3456666667,1.25459044265,33.4212,33.3456666667,1.10057454743,34.251,33.284,1.21590024963,33.4212,33.284,1.22616678365,33.34975,33.284,1.19779153964,34.251,33.0443333333,1.40075039923,33.4212,33.0443333333,1.13923363272,33.34975,33.0443333333,1.15518002965,33.1509090909,33.0443333333,1.09745171871,34.251,32.6657333333,1.49301057661,33.4212,32.6657333333,1.1632500172,33.34975,32.6657333333,1.02226383075,33.1509090909,32.6657333333,0.609582992158,32.8748571429,32.6657333333,0.766024457119,34.251,32.0031111111,1.43495608174,33.4212,32.0031111111,0.917499793804,33.34975,32.0031111111,0.851645224661,33.1509090909,32.0031111111,0.834959464038,32.8748571429,32.0031111111,0.828604421345,32.2057647059,32.0031111111,0.67683672273,34.251,31.4323809524,1.21664679808,33.4212,31.4323809524,0.881922609314,33.34975,31.4323809524,0.765789621003,33.1509090909,31.4323809524,0.922459052737,32.8748571429,31.4323809524,0.795040612422,32.2057647059,31.4323809524,1.06460930575,31.629,31.4323809524,0.773892141509
2013-05-20,1.09869051421,34.4,33.8925,31.6991,0.805187532241,34.303,33.3816666667,1.23308317792,33.5364,33.3816666667,1.08170755518,34.303,33.322,1.19505624535,33.5364,33.322,1.20514678165,33.3955,33.322,1.17725797039,34.303,33.0893333333,1.37673753524,33.5364,33.0893333333,1.11970391331,33.3955,33.0893333333,1.13537694343,33.1941818182,33.0893333333,1.07863826067,34.303,32.7452,1.46741610958,33.5364,32.7452,1.14330858833,33.3955,32.7452,1.00473930793,33.1941818182,32.7452,0.599132998007,32.9337142857,32.7452,0.752892609283,34.303,32.068,1.41035683463,33.5364,32.068,0.90177122591,33.3955,32.068,0.837045592239,33.1941818182,32.068,0.820645873226,32.9337142857,32.068,0.814399774122,32.2735294118,32.068,0.665233807483,34.303,31.4958095238,1.19578999583,33.5364,31.4958095238,0.866803936011,33.3955,31.4958095238,0.752661798928,33.1941818182,31.4958095238,0.906645468976,32.9337142857,31.4958095238,0.781411344781,32.2735294118,31.4958095238,1.04635886051,31.6991,31.4958095238,0.760625419083
2013-05-21,1.10859150431,34.71,34.0005,31.7723,0.812443582677,34.34,33.4476666667,1.2441952647,33.6376,33.4476666667,1.09145550118,34.34,33.3666666667,1.20582564757,33.6376,33.3666666667,1.21600711602,33.4425,33.3666666667,1.18786698117,34.34,33.1373333333,1.38914418163,33.6376,33.1373333333,1.12979426834,33.4425,33.1373333333,1.14560853798,33.2396363636,33.1373333333,1.08835854733,34.34,32.8162666667,1.48063991755,33.6376,32.8162666667,1.15361165991,33.4425,32.8162666667,1.01379364472,33.2396363636,32.8162666667,0.604532161652,32.9894285714,32.8162666667,0.759677397332,34.34,32.1378888889,1.42306644564,33.6376,32.1378888889,0.909897652655,33.4425,32.1378888889,0.844588735657,33.2396363636,32.1378888889,0.828041228479,32.9894285714,32.1378888889,0.821738841854,32.3394117647,32.1378888889,0.671228647028,34.34,31.5621904762,1.20656601033,33.6376,31.5621904762,0.874615250551,33.4425,31.5621904762,0.759444507,33.2396363636,31.5621904762,0.914815820586,32.9894285714,31.5621904762,0.788453133062,32.3394117647,31.5621904762,1.05578825722,31.7723,31.5621904762,0.767479892336
2013-05-22,1.090386458,34.14,34.088,31.827,0.799101812521,34.314,33.48,1.2237633632,33.7204,33.48,1.07353185855,34.314,33.3917777778,1.1860238435,33.7204,33.3917777778,1.19603811411,33.47175,33.3917777778,1.16836009038,34.314,33.173,1.36633196085,33.7204,33.173,1.11124103489,33.47175,33.173,1.12679560607,33.2727272727,33.173,1.07048576219,34.314,32.8665333333,1.45632517387,33.7204,32.8665333333,1.13466730249,33.47175,32.8665333333,0.997145348049,33.2727272727,32.8665333333,0.594604667208,33.032,32.8665333333,0.747202141887,34.314,32.2017777778,1.39969716088,33.7204,32.2017777778,0.894955513156,33.47175,32.2017777778,0.830719084855,33.2727272727,32.2017777778,0.814443317208,33.032,32.2017777778,0.808244426992,32.4038823529,32.2017777778,0.660205877543,34.314,31.6257142857,1.18675204819,33.7204,31.6257142857,0.860252510914,33.47175,31.6257142857,0.74697307603,33.2727272727,31.6257142857,0.899792916013,33.032,31.6257142857,0.775505328803,32.4038823529,31.6257142857,1.03845033424,31.827,31.6257142857,0.754876506032
2013-05-23,1.09102523156,34.16,34.137,31.8842,0.799569944807,34.339,33.5193333333,1.22448027203,33.8104,33.5193333333,1.07416075829,34.339,33.4262222222,1.18671864364,33.8104,33.4262222222,1.19673878085,33.4825,33.4262222222,1.16904454269,34.339,33.2113333333,1.36713238965,33.8104,33.2113333333,1.11189202554,33.4825,33.2113333333,1.12745570894,33.3016363636,33.2113333333,1.07111287746,34.339,32.9182666667,1.45717832277,33.8104,32.9182666667,1.13533201679,33.4825,32.9182666667,0.99772949881,33.3016363636,32.9182666667,0.594953000346,33.0714285714,32.9182666667,0.747639870148,34.339,32.2615555556,1.40051713578,33.8104,32.2615555556,0.895479798753,33.4825,32.2615555556,0.831205739269,33.3016363636,32.2615555556,0.814920436901,33.0714285714,32.2615555556,0.808717915233,32.4642352941,32.2615555556,0.660592641385,34.339,31.6892380952,1.18744727493,33.8104,31.6892380952,0.86075646669,33.4825,31.6892380952,0.747410670099,33.3016363636,31.6892380952,0.900320035471,33.0714285714,31.6892380952,0.775959637724,32.4642352941,31.6892380952,1.03905868241,31.8842,31.6892380952,0.755318730113
2013-05-24,1.08208240179,33.88,34.1575,31.9308,0.7930160928,34.321,33.5606666667,1.21444354848,33.8784,33.5606666667,1.06535616191,34.321,33.4506666667,1.17699144165,33.8784,33.4506666667,1.18692944658,33.48625,33.4506666667,1.15946221037,34.321,33.2431666667,1.35592638645,33.8784,33.2431666667,1.10277815648,33.48625,33.2431666667,1.1182142687,33.326,33.2431666667,1.06233326371,34.321,32.9670666667,1.44523423816,33.8784,32.9670666667,1.12602601665,33.48625,32.9670666667,0.989551388164,33.326,32.9670666667,0.590076336409,33.0901428571,32.9670666667,0.741511674491,34.321,32.3197777778,1.38903748713,33.8784,32.3197777778,0.888139800402,33.48625,32.3197777778,0.824392577472,33.326,32.3197777778,0.808240761189,33.0901428571,32.3197777778,0.802089079862,32.522,32.3197777778,0.655177947603,34.321,31.7541904762,1.17771410054,33.8784,31.7541904762,0.853701085816,33.48625,31.7541904762,0.741284353131,33.326,31.7541904762,0.892940363049,33.0901428571,31.7541904762,0.769599312825,32.522,31.7541904762,1.03054180797,31.9308,31.7541904762,0.749127592981
2013-05-27,1.08208240179,33.88,34.15,31.9895,0.7930160928,34.31,33.6393333333,1.21444354848,33.9448,33.6393333333,1.06535616191,34.31,33.4797777778,1.17699144165,33.9448,33.4797777778,1.18692944658,33.491,33.4797777778,1.15946221037,34.31,33.2741666667,1.35592638645,33.9448,33.2741666667,1.10277815648,33.491,33.2741666667,1.1182142687,33.3518181818,33.2741666667,1.06233326371,34.31,33.0150666667,1.44523423816,33.9448,33.0150666667,1.12602601665,33.491,33.0150666667,0.989551388164,33.3518181818,33.0150666667,0.590076336409,33.1088571429,33.0150666667,0.741511674491,34.31,32.378,1.38903748713,33.9448,32.378,0.888139800402,33.491,32.378,0.824392577472,33.3518181818,32.378,0.808240761189,33.1088571429,32.378,0.802089079862,32.5836470588,32.378,0.655177947603,34.31,31.816,1.17771410054,33.9448,31.816,0.853701085816,33.491,31.816,0.741284353131,33.3518181818,31.816,0.892940363049,33.1088571429,31.816,0.769599312825,32.5836470588,31.816,1.03054180797,31.9895,31.816,0.749127592981
2013-05-28,1.090386458,34.14,34.16,32.0475,0.799101812521,34.318,33.7046666667,1.2237633632,34.0084,33.7046666667,1.07353185855,34.318,33.5088888889,1.1860238435,34.0084,33.5088888889,1.19603811411,33.49175,33.5088888889,1.16836009038,34.318,33.3063333333,1.36633196085,34.0084,33.3063333333,1.11124103489,33.49175,33.3063333333,1.12679560607,33.3805454545,33.3063333333,1.07048576219,34.318,33.0594666667,1.45632517387,34.0084,33.0594666667,1.13466730249,33.49175,33.0594666667,0.997145348049,33.3805454545,33.0594666667,0.594604667208,33.124,33.0594666667,0.747202141887,34.318,32.4338888889,1.39969716088,34.0084,32.4338888889,0.894955513156,33.49175,32.4338888889,0.830719084855,33.3805454545,32.4338888889,0.814443317208,33.124,32.4338888889,0.808244426992,32.6485882353,32.4338888889,0.660205877543,34.318,31.8802857143,1.18675204819,34.0084,31.8802857143,0.860252510914,33.49175,31.8802857143,0.74697307603,33.3805454545,31.8802857143,0.899792916013,33.124,31.8802857143,0.775505328803,32.6485882353,31.8802857143,1.03845033424,32.0475,31.8802857143,0.754876506032
