,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2010-04-12,1.05257936508,53.05,52.6195,50.0419,0.991457634026,52.919,51.969,0.999205863253,52.1604,51.969,1.04711749834,52.919,51.2226666667,1.0519671776,52.1604,51.2226666667,1.05311185951,51.52825,51.2226666667,0.96828774773,52.919,50.599,1.04904446665,52.1604,50.599,1.05143792848,51.52825,50.599,0.991457634026,50.7934545455,50.599,1.0519671776,52.919,50.2310666667,1.03621591498,52.1604,50.2310666667,1.04713077714,51.52825,50.2310666667,0.991457634026,50.7934545455,50.2310666667,1.04611264538,50.2344285714,50.2310666667,0.948350667461,52.919,50.1285555556,1.04976798537,52.1604,50.1285555556,1.00424813517,51.52825,50.1285555556,1.03023646169,50.7934545455,50.1285555556,0.950490412441,50.2344285714,50.1285555556,0.899936917697,50.1431764706,50.1285555556,0.954801169733,52.919,50.0602857143,1.04214607108,52.1604,50.0602857143,1.03023646169,51.52825,50.0602857143,0.966924703824,50.7934545455,50.0602857143,0.957338124825,50.2344285714,50.0602857143,0.907722087618,50.1431764706,50.0602857143,0.885246094866,50.0419,50.0602857143,0.904343654157
2010-04-13,1.05952380952,53.4,52.7265,50.0777,0.997998824825,52.998,52.0706666667,1.00579817338,52.2792,52.0706666667,1.05402590785,52.998,51.3271111111,1.05890758311,52.2792,51.3271111111,1.06005981711,51.626,51.3271111111,0.974676074058,52.998,50.6753333333,1.05596558942,52.2792,50.6753333333,1.05837484224,51.626,50.6753333333,0.997998824825,50.8816363636,50.6753333333,1.05890758311,52.998,50.272,1.04305240076,52.2792,50.272,1.05403927426,51.626,50.272,0.997998824825,50.8816363636,50.272,1.05301442532,50.3092857143,50.272,0.954607457916,52.998,50.1763333333,1.0566938816,52.2792,50.1763333333,1.01087371193,51.626,50.1763333333,1.03703349772,50.8816363636,50.1763333333,0.956761319969,50.3092857143,50.1763333333,0.905874296042,50.1909411765,50.1763333333,0.961100517696,52.998,50.0793333333,1.04902168135,52.2792,50.0793333333,1.03703349772,51.626,50.0793333333,0.973304037403,50.8816363636,50.0793333333,0.963654210474,50.3092857143,50.0793333333,0.913710829007,50.1909411765,50.0793333333,0.89108654978,50.0777,50.0793333333,0.89837720215
2010-04-14,1.06924603175,53.89,52.846,50.1181,1.00715649194,53.157,52.182,1.01502740755,52.4372,52.182,1.06369768116,53.157,51.4404444444,1.06862415082,52.4372,51.4404444444,1.06978695776,51.7295,51.4404444444,0.983619730917,53.157,50.7611666667,1.06565516131,52.4372,50.7611666667,1.0680865215,51.7295,50.7611666667,1.00715649194,50.9712727273,50.7611666667,1.06862415082,53.157,50.3169333333,1.05262348084,52.4372,50.3169333333,1.06371117022,51.7295,50.3169333333,1.00715649194,50.9712727273,50.3169333333,1.06267691724,50.4005714286,50.3169333333,0.963366964552,53.157,50.2228888889,1.06639013632,52.4372,50.2228888889,1.0201495194,51.7295,50.2228888889,1.04654934817,50.9712727273,50.2228888889,0.965540590508,50.4005714286,50.2228888889,0.914186625724,50.2461176471,50.2228888889,0.969919604843,53.157,50.1071428571,1.05864753573,52.4372,50.1071428571,1.04654934817,51.7295,50.1071428571,0.982235104412,50.9712727273,50.1071428571,0.972496730383,50.4005714286,50.1071428571,0.922095066951,50.2461176471,50.1071428571,0.89926318666,50.1181,50.1071428571,0.890133666025
2010-04-15,1.05853174603,53.35,52.9375,50.1531,0.997064368997,53.21,52.2653333333,1.00485641479,52.5616,52.2653333333,1.0530389922,53.21,51.542,1.0579160966,52.5616,51.542,1.05906725174,51.80525,51.542,0.973763456011,53.21,50.8435,1.0549768576,52.5616,50.8435,1.05738385456,51.80525,50.8435,0.997064368997,51.0534545455,50.8435,1.0579160966,53.21,50.3562666667,1.04207575993,52.5616,50.3562666667,1.0530523461,51.80525,50.3562666667,0.997064368997,51.0534545455,50.3562666667,1.05202845676,50.4802857143,50.3562666667,0.953713630708,53.21,50.2591111111,1.05570446785,52.5616,50.2591111111,1.00992720097,51.80525,50.2591111111,1.03606249257,51.0534545455,50.2591111111,0.955865476036,50.4802857143,50.2591111111,0.905026099135,50.3022352941,50.2591111111,0.960200610844,53.21,50.1363809524,1.04803945131,52.5616,50.1363809524,1.03606249257,51.80525,50.1363809524,0.972392704034,51.0534545455,50.1363809524,0.962751912524,50.4802857143,50.1363809524,0.912855294523,50.3022352941,50.1363809524,0.890252199078,50.1531,50.1363809524,0.881214160001
2010-04-16,1.04404761905,52.62,52.9335,50.1975,0.983421313901,53.19,52.303,0.991106739385,52.6584,52.303,1.0386300238,53.19,51.6266666667,1.04344039369,52.6584,51.6266666667,1.04457579731,51.861,51.6266666667,0.960439232527,53.19,50.9223333333,1.04054137295,52.6584,50.9223333333,1.04291543443,51.861,50.9223333333,0.983421313901,51.1143636364,50.9223333333,1.04344039369,53.19,50.3858666667,1.02781680389,52.6584,50.3858666667,1.03864319497,51.861,50.3858666667,0.983421313901,51.1143636364,50.3858666667,1.03763331574,50.5534285714,50.3858666667,0.940663753474,53.19,50.2858888889,1.04125902715,52.6584,50.2858888889,0.996108140859,51.861,50.2858888889,1.02188581742,51.1143636364,50.2858888889,0.942786154621,50.5534285714,50.2858888889,0.892642424302,50.3465882353,50.2858888889,0.947061970808,53.19,50.1639047619,1.03369889275,52.6584,50.1639047619,1.02188581742,51.861,50.1639047619,0.959087236856,51.1143636364,50.1639047619,0.949578362456,50.5534285714,50.1639047619,0.900364491055,50.3465882353,50.1639047619,0.878070678828,50.1975,50.1639047619,0.869156309264
2010-04-19,1.04007936508,52.42,52.933,50.2346,0.979683490587,53.176,52.323,0.987339705027,52.7228,52.323,1.03468236122,53.176,51.7068888889,1.03947444769,52.7228,51.7068888889,1.04060553583,51.904,51.7068888889,0.956788760339,53.176,50.9886666667,1.03658644565,52.7228,50.9886666667,1.03895148371,51.904,50.9886666667,0.979683490587,51.1761818182,50.9886666667,1.03947444769,53.176,50.4278666667,1.02391024059,52.7228,50.4278666667,1.03469548234,51.904,50.4278666667,0.979683490587,51.1761818182,50.4278666667,1.03368944149,50.6164285714,50.4278666667,0.937088444643,53.176,50.3094444444,1.03730137216,52.7228,50.3094444444,0.992322096994,51.904,50.3094444444,1.01800179683,51.1761818182,50.3094444444,0.939202778891,50.6164285714,50.3094444444,0.889249636676,50.3894117647,50.3094444444,0.943462343401,53.176,50.1892380952,1.02976997259,52.7228,50.1892380952,1.01800179683,51.904,50.1892380952,0.955441903383,51.1761818182,50.1892380952,0.945969170656,50.6164285714,50.1892380952,0.896942353119,50.3894117647,50.1892380952,0.87473327602,50.2346,50.1892380952,0.865852788514
2010-04-20,1.04583333333,52.71,52.929,50.2635,0.985103334392,53.174,52.399,0.992801904845,52.7808,52.399,1.04040647196,53.174,51.7784444444,1.04522506939,52.7808,51.7784444444,1.04636241498,51.9645,51.7784444444,0.962081945011,53.174,51.058,1.04232109023,52.7808,51.058,1.04469921226,51.9645,51.058,0.985103334392,51.2334545455,51.058,1.04522506939,53.174,50.4885333333,1.02957475738,52.7808,50.4885333333,1.04041966566,51.9645,50.4885333333,0.985103334392,51.2334545455,50.4885333333,1.03940805915,50.6821428571,50.4885333333,0.942272642448,53.174,50.3468888889,1.0430399719,52.7808,50.3468888889,0.997811860598,51.9645,50.3468888889,1.02363362668,51.2334545455,50.3468888889,0.9443986737,50.6821428571,50.3468888889,0.894169178733,50.4255294118,50.3468888889,0.948681803141,53.174,50.2167619048,1.03546690681,52.7808,50.2167619048,1.02363362668,51.9645,50.2167619048,0.960727636919,51.2334545455,50.2167619048,0.951202498765,50.6821428571,50.2167619048,0.901904453126,50.4255294118,50.2167619048,0.879572510092,50.2635,50.2167619048,0.870642893602
2010-04-21,1.04067460317,52.45,52.9075,50.2888,0.980244164084,53.063,52.4826666667,0.987904760181,52.8188,52.4826666667,1.03527451061,53.063,51.8384444444,1.04006933959,52.8188,51.8384444444,1.04120107505,52.0175,51.8384444444,0.957336331167,53.063,51.1161666667,1.03717968474,52.8188,51.1161666667,1.03954607632,52.0175,51.1161666667,0.980244164084,51.2841818182,51.1161666667,1.04006933959,53.063,50.5545333333,1.02449622509,52.8188,50.5545333333,1.03528763923,52.0175,50.5545333333,0.980244164084,51.2841818182,50.5545333333,1.03428102262,50.7418571429,50.5545333333,0.937624740968,53.063,50.383,1.03789502041,52.8188,50.383,0.992890003574,52.0175,50.383,1.01858439991,51.2841818182,50.383,0.93974028525,50.7418571429,50.383,0.88975855482,50.4549411765,50.383,0.944002287512,53.063,50.2415238095,1.03035931061,52.8188,50.2415238095,1.01858439991,52.0175,50.2415238095,0.955988703404,51.2841818182,50.2415238095,0.946510549426,50.7418571429,50.2415238095,0.897455673809,50.4549411765,50.2415238095,0.875233886441,50.2888,50.2415238095,0.866348316627
2010-04-22,1.03571428571,52.2,52.884,50.3264,0.975571884941,52.953,52.548,0.983195967235,52.846,52.548,1.03033993239,52.953,51.8802222222,1.03511190708,52.846,51.8802222222,1.03623824819,52.06325,51.8802222222,0.952773240933,52.953,51.1723333333,1.03223602562,52.846,51.1723333333,1.03459113792,52.06325,51.1723333333,0.975571884941,51.3581818182,51.1723333333,1.03511190708,52.953,50.6136,1.01961302096,52.846,50.6136,1.03035299843,52.06325,50.6136,0.975571884941,51.3581818182,50.6136,1.02935117981,50.7914285714,50.6136,0.933155604929,52.953,50.4232222222,1.03294795168,52.846,50.4232222222,0.988157448742,52.06325,50.4232222222,1.01372937418,51.3581818182,50.4232222222,0.935261065588,50.7914285714,50.4232222222,0.885517570288,50.4802352941,50.4232222222,0.939502753253,52.953,50.2639047619,1.02544816042,52.846,50.2639047619,1.01372937418,52.06325,50.2639047619,0.951432036562,51.3581818182,50.2639047619,0.941999059677,50.7914285714,50.2639047619,0.893178001389,50.4802352941,50.2639047619,0.871062132931,50.3264,50.2639047619,0.86221891569
2010-04-23,1.05416666667,53.13,52.9025,50.3696,0.992952763351,52.922,52.6456666667,1.000712677,52.8632,52.6456666667,1.04869656337,52.922,51.9411111111,1.053553556,52.8632,51.9411111111,1.05469996411,52.14175,51.9411111111,0.969747936605,52.922,51.2366666667,1.05062643757,52.8632,51.2366666667,1.05302350877,52.14175,51.2366666667,0.992952763351,51.4454545455,51.2366666667,1.053553556,52.922,50.6886666667,1.0377785403,52.8632,50.6886666667,1.0487098622,52.14175,50.6886666667,0.992952763351,51.4454545455,50.6886666667,1.04769019508,50.8617142857,50.6886666667,0.949780790994,52.922,50.4707777778,1.05135104737,52.8632,50.4707777778,1.00576255271,52.14175,50.4707777778,1.03179006992,51.4454545455,50.4707777778,0.951923762733,50.8617142857,50.4707777778,0.901294032747,50.5164705882,50.4707777778,0.956241020696,52.922,50.311047619,1.04371763914,52.8632,50.311047619,1.03179006992,52.14175,50.311047619,0.968382837213,51.4454545455,50.311047619,0.958781801544,50.8617142857,50.311047619,0.909090942793,50.5164705882,50.311047619,0.886581055989,50.3696,50.311047619,0.877580287176
