,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105,sa_10_120,la_10_120,10_120,sa_25_120,la_25_120,25_120,sa_40_120,la_40_120,40_120,sa_55_120,la_55_120,55_120,sa_70_120,la_70_120,70_120,sa_85_120,la_85_120,85_120,sa_100_120,la_100_120,100_120,sa_115_120,la_115_120,115_120
2011-10-26,0.930378378378,43.03,39.3655,40.4431,0.931756579235,41.636,37.5976666667,1.36530761441,38.0672,37.5976666667,0.536964120795,41.636,36.8755555556,1.03338466581,38.0672,36.8755555556,0.546922296132,36.91675,36.8755555556,1.06036727845,41.636,37.0198333333,0.956557259163,38.0672,37.0198333333,1.17149082352,36.91675,37.0198333333,0.789824865308,36.8063636364,37.0198333333,0.954201900633,41.636,38.69,1.20800395094,38.0672,38.69,0.92873865528,36.91675,38.69,0.825615794815,36.8063636364,38.69,1.04496784182,38.234,38.69,0.971042415407,41.636,39.8987777778,0.969179325895,38.0672,39.8987777778,0.928715010425,36.91675,39.8987777778,1.09171414206,36.8063636364,39.8987777778,0.933138838978,38.234,39.8987777778,0.964337755306,39.5914117647,39.8987777778,0.982284364534,41.636,40.6981904762,0.694380260717,38.0672,40.6981904762,0.886178884292,36.91675,40.6981904762,1.00596888935,36.8063636364,40.6981904762,0.771371463206,38.234,40.6981904762,0.906744824413,39.5914117647,40.6981904762,0.846779991815,40.4431,40.6981904762,0.770977077149,41.636,41.8935,0.74416770845,38.0672,41.8935,0.790460355611,36.91675,41.8935,0.946262439912,36.8063636364,41.8935,0.760411918228,38.234,41.8935,0.933888207914,39.5914117647,41.8935,0.879394665135,40.4431,41.8935,0.70124774557,41.3966086957,41.8935,0.593914388741
2011-10-27,1.00259459459,46.37,39.89,40.4554,0.859433386703,42.245,37.9356666667,1.47128315315,38.6412,37.9356666667,0.57864341811,42.245,37.1224444444,1.11359625735,38.6412,37.1224444444,0.589374549655,37.15875,37.1224444444,1.14267326752,42.245,37.0883333333,1.03080548704,38.6412,37.0883333333,1.26242225161,37.15875,37.0883333333,0.728518450013,36.9598181818,37.0883333333,0.880136496308,42.245,38.7049333333,1.30176953765,38.6412,38.7049333333,0.856649714805,37.15875,38.7049333333,0.76153127809,36.9598181818,38.7049333333,0.963857161093,38.2304285714,38.7049333333,0.895669845863,42.245,39.9134444444,1.04440728194,38.6412,39.9134444444,0.85662790527,37.15875,39.9134444444,1.00697500113,36.9598181818,39.9134444444,0.860708355079,38.2304285714,39.9134444444,0.889485603256,39.5877647059,39.9134444444,0.906039191921,42.245,40.6957142857,0.748278240517,38.6412,40.6957142857,0.817393444517,37.15875,40.6957142857,0.927885317644,36.9598181818,40.6957142857,0.711497405871,38.2304285714,40.6957142857,0.836363050917,39.5877647059,40.6957142857,0.781052704511,40.4554,40.6957142857,0.711133632164,42.245,41.8235833333,0.686405213767,38.6412,41.8235833333,0.729104613391,37.15875,41.8235833333,0.872813298631,36.9598181818,41.8235833333,0.701388543678,38.2304285714,41.8235833333,0.861399557799,39.5877647059,41.8235833333,0.811135818248,40.4554,41.8235833333,0.646816709776,41.3619130435,41.8235833333,0.54781459654
2011-10-28,1.01059459459,46.74,40.4795,40.4742,0.852575712494,42.789,38.2826666667,1.48302295834,39.2524,38.2826666667,0.583260585776,42.789,37.3713333333,1.12248197258,39.2524,37.3713333333,0.594077344207,37.4525,37.3713333333,1.15179099685,42.789,37.172,1.03903059013,39.2524,37.172,1.27249549365,37.4525,37.172,0.734331515066,37.1305454545,37.172,0.87311362584,42.789,38.7234666667,1.31215674336,39.2524,38.7234666667,0.849814252341,37.4525,38.7234666667,0.755454793878,37.1305454545,38.7234666667,0.956166258578,38.238,38.7234666667,0.888523030186,42.789,39.9405555556,1.05274091779,39.2524,39.9405555556,0.84979261683,37.4525,39.9405555556,0.998940048561,37.1305454545,39.9405555556,0.853840507518,38.238,39.9405555556,0.882388133486,39.5796470588,39.9405555556,0.898809636152,42.789,40.6982857143,0.754248974806,39.2524,40.6982857143,0.81087121949,37.4525,40.6982857143,0.92048144515,37.1305454545,40.6982857143,0.705820156784,38.238,40.6982857143,0.829689461768,39.5796470588,40.6982857143,0.774820453041,40.4742,40.6982857143,0.705459285735,42.789,41.7629166667,0.691882244802,39.2524,41.7629166667,0.723286871166,37.4525,41.7629166667,0.865848862131,37.1305454545,41.7629166667,0.695791956204,38.238,41.7629166667,0.854526194927,39.5796470588,41.7629166667,0.80466352468,40.4742,41.7629166667,0.641655567171,41.3373043478,41.7629166667,0.543443421196
2011-10-31,0.974918918919,45.09,41.0555,40.4723,0.822478367059,43.333,38.6043333333,1.43066977303,39.7528,38.6043333333,0.562670513749,43.333,37.5446666667,1.08285648574,39.7528,37.5446666667,0.573105422557,37.705,37.5446666667,1.11113085255,43.333,37.2955,1.00235107636,39.7528,37.2955,1.22757427917,37.705,37.2955,0.708408387127,37.2585454545,37.2955,0.903935993889,43.333,38.7336,1.26583542058,39.7528,38.7336,0.819814391058,37.705,38.7336,0.78212360881,37.2585454545,38.7336,0.989920523162,38.229,38.7336,0.919889375924,43.333,39.9421111111,1.01557740657,39.7528,39.9421111111,0.879791714343,37.705,39.9421111111,1.03420429931,37.2585454545,39.9421111111,0.883982502328,38.229,39.9421111111,0.913537907133,39.5521176471,39.9421111111,0.930539116247,43.333,40.6939047619,0.7276227273,39.7528,40.6939047619,0.839496326725,37.705,40.6939047619,0.952975976269,37.2585454545,40.6939047619,0.730736786196,38.229,40.6939047619,0.85897888436,39.5521176471,40.6939047619,0.802172908059,40.4723,40.6939047619,0.730363175797,43.333,41.6925833333,0.667457646943,39.7528,41.6925833333,0.748820104744,37.705,41.6925833333,0.896414771898,37.2585454545,41.6925833333,0.7203545734,38.229,41.6925833333,0.884692395647,39.5521176471,41.6925833333,0.833069489928,40.4723,41.6925833333,0.664307079491,41.3048695652,41.6925833333,0.562627880866
2011-11-01,0.929081081081,42.97,41.3975,40.4371,0.78380783838,43.441,38.868,1.36340386221,40.0928,38.868,0.536215390903,43.441,37.6791111111,1.03194373902,40.0928,37.6791111111,0.5461596808,37.9315,37.6791111111,1.05888872774,43.441,37.3515,0.955223458662,40.0928,37.3515,1.16985732482,37.9315,37.3515,0.675101095473,37.3614545455,37.3515,0.946436422078,43.441,38.7053333333,1.2063195392,40.0928,38.7053333333,0.781269114743,37.9315,38.7053333333,0.818896774715,37.3614545455,38.7053333333,1.03646369258,38.1954285714,38.7053333333,0.963139885504,43.441,39.9173333333,0.967827925487,40.0928,39.9173333333,0.921156949083,37.9315,39.9173333333,1.08282956244,37.3614545455,39.9173333333,0.925544775669,38.1954285714,39.9173333333,0.956489789216,39.5111764706,39.9173333333,0.974290345487,43.441,40.67,0.693412033535,40.0928,40.67,0.878966990124,37.9315,40.67,0.997782121084,37.3614545455,40.67,0.765093893908,38.1954285714,40.67,0.89936556067,39.5111764706,40.67,0.83988873341,40.4371,40.67,0.76470271744,43.441,41.6019166667,0.636075739391,40.0928,41.6019166667,0.784027437236,37.9315,41.6019166667,0.938561574214,37.3614545455,41.6019166667,0.754223539814,38.1954285714,41.6019166667,0.926288046096,39.5111764706,41.6019166667,0.872237982247,40.4371,41.6019166667,0.69554085657,41.2504347826,41.6019166667,0.589080999239
2011-11-02,0.962162162162,44.5,41.7515,40.4327,0.811716285965,43.787,39.245,1.41194954314,40.5192,39.245,0.555308003146,43.787,37.8297777778,1.06868737226,40.5192,37.8297777778,0.565606371785,38.14725,37.8297777778,1.09659177064,43.787,37.5003333333,0.989235371433,40.5192,37.5003333333,1.21151154187,38.14725,37.5003333333,0.699138905016,37.4890909091,37.5003333333,0.980135461542,43.787,38.694,1.2492720385,40.5192,38.694,0.809087167933,38.14725,38.694,0.78973894215,37.4890909091,38.694,0.999559120795,38.2004285714,38.694,0.928846098564,43.787,39.8993333333,1.00228863589,40.5192,39.8993333333,0.953955881643,38.14725,39.8993333333,1.04427407651,37.4890909091,39.8993333333,0.892589609116,38.2004285714,39.8993333333,0.92243278718,39.4884705882,39.8993333333,0.939599532627,43.787,40.6664761905,0.718101826677,40.5192,40.6664761905,0.847670283238,38.14725,40.6664761905,0.962254854497,37.4890909091,40.6664761905,0.737851779463,38.2004285714,40.6664761905,0.867342537449,39.4884705882,40.6664761905,0.809983456191,40.4327,40.6664761905,0.737474531317,43.787,41.5523333333,0.65872400286,40.5192,41.5523333333,0.756111170562,38.14725,41.5523333333,0.905142928449,37.4890909091,41.5523333333,0.727368477773,38.2004285714,41.5523333333,0.893306414481,39.4884705882,41.5523333333,0.84118087001,40.4327,41.5523333333,0.670775264051,41.2086956522,41.5523333333,0.568106041621
2011-11-03,0.987891891892,45.69,42.1245,40.4414,0.833422856308,44.219,39.7006666667,1.44970729496,40.9116,39.7006666667,0.570157812668,44.219,38.0297777778,1.09726575368,40.9116,38.0297777778,0.580731575884,38.41275,38.0297777778,1.12591635957,44.219,37.6296666667,1.01568908137,40.9116,37.6296666667,1.24390926625,38.41275,37.6296666667,0.717834979105,37.6769090909,37.6296666667,1.00634582557,44.219,38.6816,1.28267953796,40.9116,38.6816,0.830723431525,38.41275,38.6816,0.768620080551,37.6769090909,38.6816,0.972829337565,38.1962857143,38.6816,0.904007292782,44.219,39.8883333333,1.02909141065,40.9116,39.8883333333,0.979466162523,38.41275,39.8883333333,1.01634854503,37.6769090909,39.8883333333,0.868720358895,38.1962857143,39.8883333333,0.897765483433,39.4683529412,39.8883333333,0.914473163103,44.219,40.6717142857,0.73730499912,40.9116,40.6717142857,0.82500224645,38.41275,40.6717142857,0.936522646028,37.6769090909,40.6717142857,0.718120462215,38.1962857143,40.6717142857,0.844148433638,39.4683529412,40.6717142857,0.788323224441,40.4414,40.6717142857,0.717753302278,44.219,41.5134166667,0.676339318892,40.9116,41.5134166667,0.735891568473,38.41275,41.5134166667,0.880937982722,37.6769090909,41.5134166667,0.707917500502,38.1962857143,41.5134166667,0.869417995756,39.4683529412,41.5134166667,0.81868637034,40.4414,41.5134166667,0.652837678338,41.1747826087,41.5134166667,0.552913992418
2011-11-04,0.979243243243,45.29,42.5575,40.4441,0.826126530142,44.476,40.1616666667,1.43701561368,41.3252,40.1616666667,0.565166280056,44.476,38.2586666667,1.08765957505,41.3252,38.2586666667,0.575647473666,38.69925,38.2586666667,1.11605935489,44.476,37.762,1.00679707803,41.3252,37.762,1.23301927486,38.69925,37.762,0.711550584453,37.8710909091,37.762,0.997535619174,44.476,38.6693333333,1.27145012637,41.3252,38.6693333333,0.82345073788,38.69925,38.6693333333,0.775349081038,37.8710909091,38.6693333333,0.981346118808,38.1852857143,38.6693333333,0.911921561049,44.476,39.8645555556,1.02008207459,41.3252,39.8645555556,0.970891278193,38.69925,39.8645555556,1.02524632174,37.8710909091,39.8645555556,0.876325702374,38.1852857143,39.8645555556,0.905625106838,39.454,39.8645555556,0.922479056411,44.476,40.6758095238,0.73085015124,41.3252,40.6758095238,0.817779639784,38.69925,40.6758095238,0.944721574862,37.8710909091,40.6758095238,0.724407356171,38.1852857143,40.6758095238,0.85153865849,39.454,40.6758095238,0.795224719074,40.4441,40.6758095238,0.724036981877,44.476,41.47775,0.670418204259,41.3252,41.47775,0.742334042261,38.69925,41.47775,0.888650287232,37.8710909091,41.47775,0.714115071091,38.1852857143,41.47775,0.877029446802,39.454,41.47775,0.825853683716,40.4441,41.47775,0.658553044312,41.1512173913,41.47775,0.557754561404
2011-11-07,0.986594594595,45.63,42.9115,40.447,0.832328407383,44.705,40.5966666667,1.44780354277,41.8076,40.5966666667,0.569409082776,44.705,38.4951111111,1.09582482689,41.8076,38.4951111111,0.579968960551,38.9855,38.4951111111,1.12443780886,44.705,37.8883333333,1.01435528086,41.8076,37.8883333333,1.24227576754,38.9855,37.8883333333,0.716892319907,38.0665454545,37.8883333333,1.00502429461,44.705,38.6681333333,1.28099512622,41.8076,38.6681333333,0.829632527478,38.9855,38.6681333333,0.781169763033,38.0665454545,38.6681333333,0.9739789808,38.1842857143,38.6681333333,0.905075605413,44.705,39.8445555556,1.02774001024,41.8076,39.8445555556,0.978179929873,38.9855,39.8445555556,1.01754961718,38.0665454545,39.8445555556,0.869746971113,38.1842857143,39.8445555556,0.898826419792,39.464,39.8445555556,0.9155538438,44.705,40.6791428571,0.736336771938,41.8076,40.6791428571,0.82391885545,38.9855,40.6791428571,0.93762938375,38.0665454545,40.6791428571,0.71896910267,38.1842857143,40.6791428571,0.845146007929,39.464,40.6791428571,0.789254827166,40.447,40.6791428571,0.718601508841,44.705,41.4511666667,0.675451151697,41.8076,41.4511666667,0.736761209972,38.9855,41.4511666667,0.881979033144,38.0665454545,41.4511666667,0.708754083584,38.1842857143,41.4511666667,0.870445432408,39.464,41.4511666667,0.819653854781,40.447,41.4511666667,0.653609170718,41.1306086957,41.4511666667,0.55356739976
2011-11-08,1.00389189189,46.43,43.2845,40.4497,0.846921059715,45.174,40.9953333333,1.47318690534,42.2196,40.9953333333,0.579392148002,45.174,38.7733333333,1.11503718414,42.2196,38.7733333333,0.590137164988,39.2895,38.7733333333,1.14415181822,45.174,38.0403333333,1.03213928754,42.2196,38.0403333333,1.26405575032,39.2895,38.0403333333,0.729461109211,38.2645454545,38.0403333333,1.0226447074,45.174,38.6829333333,1.30345394938,42.2196,38.6829333333,0.844177914767,39.2895,38.6829333333,0.794865485374,38.2645454545,38.6829333333,0.956902864547,38.2108571429,38.6829333333,0.889207525546,45.174,39.8443333333,1.04575868235,42.2196,39.8443333333,0.995329698532,39.2895,39.8443333333,0.99970960636,38.2645454545,39.8443333333,0.854498284352,38.2108571429,39.8443333333,0.883067902679,39.4801176471,39.8443333333,0.899502056049,45.174,40.6785714286,0.749246467699,42.2196,40.6785714286,0.838364068783,39.2895,40.6785714286,0.921190560454,38.2645454545,40.6785714286,0.706363902535,38.2108571429,40.6785714286,0.830328633256,39.4801176471,40.6785714286,0.775417354851,40.4497,40.6785714286,0.706002753481,45.174,41.4278333333,0.687293380962,42.2196,41.4278333333,0.749678347118,39.2895,41.4278333333,0.866515889894,38.2645454545,41.4278333333,0.696327976487,38.2108571429,41.4278333333,0.855184499997,39.4801176471,41.4278333333,0.805283416827,40.4497,41.4278333333,0.642149882167,41.1187826087,41.4278333333,0.543862076073
2011-11-09,0.93772972973,43.37,43.422,40.4297,0.791104164546,45.208,41.313,1.3760955435,42.4576,41.313,0.541206923516,45.208,38.94,1.04154991764,42.4576,38.94,0.551243783018,39.50025,38.94,1.06874573242,45.208,38.1385,0.964115462001,42.4576,38.1385,1.1807473162,39.50025,38.1385,0.681385490125,38.3905454545,38.1385,0.955246628474,45.208,38.6725333333,1.21754895078,42.4576,38.6725333333,0.788541808387,39.50025,38.6725333333,0.742479347419,38.3905454545,38.6725333333,1.01996818364,38.1895714286,38.6725333333,0.947811338343,45.208,39.8103333333,0.97683726154,42.4576,39.8103333333,0.929731833412,39.50025,39.8103333333,1.06559613222,38.3905454545,39.8103333333,0.910814561546,38.1895714286,39.8103333333,0.941267079552,39.4568235294,39.8103333333,0.958784336719,45.208,40.6636190476,0.699866881415,42.4576,40.6636190476,0.783111127786,39.50025,40.6636190476,0.981902236418,38.3905454545,40.6636190476,0.752917284869,38.1895714286,40.6636190476,0.885051993535,39.4568235294,40.6636190476,0.826521750842,40.4297,40.6636190476,0.752532334046,45.208,41.3784166667,0.641996854024,42.4576,41.3784166667,0.700270297534,39.50025,41.3784166667,0.923624195366,38.3905454545,41.3784166667,0.742219934446,38.1895714286,41.3784166667,0.911546002689,39.4568235294,41.3784166667,0.858356155476,40.4297,41.3784166667,0.684471196822,41.0903478261,41.3784166667,0.579705667561
2011-11-10,0.945081081081,43.71,43.5935,40.4163,0.797306041787,44.942,41.574,1.3868834726,42.6768,41.574,0.545449726236,44.942,39.132,1.04971516948,42.6768,39.132,0.555565269903,39.68725,39.132,1.0771241864,44.942,38.2776666667,0.971673664839,42.6768,38.2776666667,1.19000380888,39.68725,38.2776666667,0.686727225579,38.5441818182,38.2776666667,0.96273530391,44.942,38.6422666667,1.22709395063,42.6768,38.6422666667,0.794723597985,39.68725,38.6422666667,0.748300029414,38.5441818182,38.6422666667,1.01197212225,38.2102857143,38.6422666667,0.940380952015,44.942,39.7693333333,0.984495197185,42.6768,39.7693333333,0.937020485092,39.68725,39.7693333333,1.05724236959,38.5441818182,39.7693333333,0.903674212205,38.2102857143,39.7693333333,0.933887997075,39.4387058824,39.7693333333,0.951267927347,44.942,40.653047619,0.705353502113,42.6768,40.653047619,0.789250343452,39.68725,40.653047619,0.974204593799,38.5441818182,40.653047619,0.74701477445,38.2102857143,40.653047619,0.878113610371,39.4387058824,40.653047619,0.82004221671,40.4163,40.653047619,0.746632841457,44.942,41.3294166667,0.647029801461,42.6768,41.3294166667,0.705760080821,39.68725,41.3294166667,0.916383424639,38.5441818182,41.3294166667,0.736401286124,38.2102857143,41.3294166667,0.9043999192,39.4387058824,41.3294166667,0.85162705488,40.4163,41.3294166667,0.679105270907,41.0649565217,41.3294166667,0.575161053151
2011-11-11,0.970162162162,44.87,43.772,40.422,0.818465387668,44.755,41.9046666667,1.42368934833,43.0064,41.9046666667,0.559925170813,44.755,39.3773333333,1.07757308749,43.0064,39.3773333333,0.570309166336,39.90075,39.3773333333,1.10570949997,44.755,38.4486666667,0.997460474521,43.0064,38.4486666667,1.22158478391,39.90075,38.4486666667,0.704951970069,38.7138181818,38.4486666667,0.988284902459,44.755,38.6264,1.25965924421,43.0064,38.6264,0.815814409554,39.90075,38.6264,0.768158826809,38.7138181818,38.6264,0.985115849961,38.2552857143,38.6264,0.915424605542,44.755,39.7511111111,1.01062227174,43.0064,39.7511111111,0.961887649647,39.90075,39.7511111111,1.0291846906,38.7138181818,39.7511111111,0.879692009365,38.2552857143,39.7511111111,0.909103964208,39.4330588235,39.7511111111,0.92602265634,44.755,40.6516190476,0.724072560966,43.0064,40.6516190476,0.810195902785,39.90075,40.6516190476,0.948350616933,38.7138181818,40.6516190476,0.727190085858,38.2552857143,40.6516190476,0.854809748829,39.4330588235,40.6516190476,0.798279485725,40.422,40.6516190476,0.726818288813,44.755,41.3033333333,0.664201033895,43.0064,41.3033333333,0.724489929683,39.90075,41.3033333333,0.892063937735,38.7138181818,41.3033333333,0.716858264118,38.2552857143,41.3033333333,0.880398457149,39.4330588235,41.3033333333,0.829026108102,40.422,41.3033333333,0.661082802039,41.0510434783,41.3033333333,0.559897113054
2011-11-14,0.958054054054,44.31,44.005,40.4156,0.808250531036,44.677,42.2626666667,1.40592099453,43.2368,42.2626666667,0.552937025155,44.677,39.6024444444,1.06412443742,43.2368,39.6024444444,0.563191423231,40.1225,39.6024444444,1.09190969342,44.677,38.6058333333,0.985011669847,43.2368,38.6058333333,1.20633879597,40.1225,38.6058333333,0.696153817556,38.8414545455,38.6058333333,0.975950613504,44.677,38.6078666667,1.243938068,43.2368,38.6078666667,0.805632638452,40.1225,38.6078666667,0.75857182117,38.8414545455,38.6078666667,0.972821112364,38.35,38.6078666667,0.926849561617,44.677,39.7458888889,0.998009201265,43.2368,39.7458888889,0.949882811586,40.1225,39.7458888889,1.01633995187,38.8414545455,39.7458888889,0.890671004801,38.35,39.7458888889,0.920450035524,39.4328235294,39.7458888889,0.93757988138,44.677,40.6418095238,0.715035773933,43.2368,40.6418095238,0.800084253452,40.1225,40.6418095238,0.960186506068,38.8414545455,40.6418095238,0.736265781157,38.35,40.6418095238,0.865478201232,39.4328235294,40.6418095238,0.808242412224,40.4156,40.6418095238,0.735889343899,44.677,41.2725833333,0.65591147341,43.2368,41.2725833333,0.715447933681,40.1225,41.2725833333,0.903197341014,38.8414545455,41.2725833333,0.725805013124,38.35,41.2725833333,0.891386269406,39.4328235294,41.2725833333,0.839372767798,40.4156,41.2725833333,0.669333445434,41.0402608696,41.2725833333,0.566884908536
2011-11-15,0.955675675676,44.2,44.1205,40.4056,0.80624404134,44.8,42.5316666667,1.40243078217,43.446,42.5316666667,0.551564353687,44.8,39.8231111111,1.06148273829,43.446,39.8231111111,0.561793295121,40.351,39.8231111111,1.08919901713,44.8,38.7501666667,0.982566368928,43.446,38.7501666667,1.20334404833,40.351,38.7501666667,0.694425609027,38.9738181818,38.7501666667,0.973527806745,44.8,38.6029333333,1.24084997981,43.446,38.6029333333,0.803632647699,40.351,38.6029333333,0.756688659348,38.9738181818,38.6029333333,0.970406074622,38.4155714286,38.6029333333,0.929150474544,44.8,39.7363333333,0.99553163385,43.446,39.7363333333,0.947524718396,40.351,39.7363333333,1.01381687819,38.9738181818,39.7363333333,0.892882104114,38.4155714286,39.7363333333,0.922735061566,39.4223529412,39.7363333333,0.939907432428,44.8,40.6231428571,0.713260690766,43.446,40.6231428571,0.798098036619,40.351,40.6231428571,0.962570178279,38.9738181818,40.6231428571,0.738093568021,38.4155714286,40.6231428571,0.867626759168,39.4223529412,40.6231428571,0.810248881764,40.4056,40.6231428571,0.737716196254,44.8,41.2426666667,0.654283166886,43.446,41.2426666667,0.713671827323,40.351,41.2426666667,0.905439537076,38.9738181818,41.2426666667,0.727606831031,38.4155714286,41.2426666667,0.89359914437,39.4223529412,41.2426666667,0.841456518745,40.4056,41.2426666667,0.670995072132,41.0291304348,41.2426666667,0.568292205759
2011-11-16,0.936216216216,43.3,44.2335,40.3774,0.789827307467,44.68,42.7276666667,1.37387449928,43.5532,42.7276666667,0.540333405308,44.68,40.0088888889,1.03986883638,43.5532,40.0088888889,0.55035406513,40.60375,40.0088888889,1.0670207566,44.68,38.8645,0.962559361416,43.5532,38.8645,1.17884156771,40.60375,38.8645,0.680285721061,39.0752727273,38.8645,0.953704842355,44.68,38.5821333333,1.21558380375,43.5532,38.5821333333,0.787269087,40.60375,38.5821333333,0.741280971714,39.0752727273,38.5821333333,0.950646674912,38.526,38.5821333333,0.948069828098,44.68,39.7135555556,0.975260627731,43.5532,39.7135555556,0.928231228655,40.60375,39.7135555556,0.993173548095,39.0752727273,39.7135555556,0.911062961437,38.526,39.7135555556,0.941523784539,39.3982352941,39.7135555556,0.959045819061,44.68,40.6034285714,0.698737283036,43.5532,40.6034285714,0.78184717162,40.60375,40.6034285714,0.982170023538,39.0752727273,40.6034285714,0.753122622574,38.526,40.6034285714,0.885293367386,39.3982352941,40.6034285714,0.826747162162,40.3774,40.6034285714,0.752737566766,44.68,41.2148333333,0.640960658963,43.5532,41.2148333333,0.699140048034,40.60375,41.2148333333,0.923876088736,39.0752727273,41.2148333333,0.742422354739,38.526,41.2148333333,0.911794602061,39.3982352941,41.2148333333,0.858590248764,40.3774,41.2148333333,0.684657867718,41.0154782609,41.2148333333,0.57986376651
2011-11-17,0.907243243243,41.96,44.263,40.3302,0.765384614811,44.307,42.852,1.33135736697,43.6204,42.852,0.523611771056,44.307,40.1362222222,1.00768813798,43.6204,40.1362222222,0.533322322698,40.85225,40.1362222222,1.03399979093,44.307,38.9761666667,0.932771150232,43.6204,38.9761666667,1.14236009656,40.85225,38.9761666667,0.659232998977,39.1710909091,38.9761666667,0.924190650928,44.307,38.5781333333,1.17796527495,43.6204,38.5781333333,0.762905563291,40.85225,38.5781333333,0.718340636793,39.1710909091,38.5781333333,0.921227124234,38.5835714286,38.5781333333,0.977409633402,44.307,39.677,0.945079351954,43.6204,39.677,0.899505366151,40.85225,39.677,0.962437923281,39.1710909091,39.677,0.939257519597,38.5835714286,39.677,0.970661010203,39.3434117647,39.677,0.988725297065,44.307,40.574,0.677113542637,43.6204,40.574,0.757651439288,40.85225,40.574,0.951774923502,39.1710909091,40.574,0.776429419669,38.5835714286,40.574,0.912690436954,39.3434117647,40.574,0.852332409213,40.3302,40.574,0.776032447585,44.307,41.1759166667,0.621124924944,43.6204,41.1759166667,0.677503843314,40.85225,41.1759166667,0.952467173237,39.1710909091,41.1759166667,0.765398011907,38.5835714286,41.1759166667,0.940011802217,39.3434117647,41.1759166667,0.885160940066,40.3302,41.1759166667,0.70584589411,40.987826087,41.1759166667,0.597808742194
2011-11-18,0.907675675676,41.98,44.226,40.2757,0.765749431119,43.976,43.0303333333,1.33199195103,43.6476,43.0303333333,0.523861347687,43.976,40.2617777778,1.00816844691,43.6476,40.2617777778,0.533576527809,41.11525,40.2617777778,1.03449264116,43.976,39.0835,0.933215750399,43.6476,39.0835,1.14290459613,41.11525,39.0835,0.659547218709,39.2981818182,39.0835,0.924631161248,43.976,38.5816,1.17852674553,43.6476,38.5816,0.763269197973,41.11525,38.5816,0.718683029851,39.2981818182,38.5816,0.921666222005,38.6497142857,38.5816,0.977875510253,43.976,39.6395555556,0.945529818756,43.6476,39.6395555556,0.899934110368,41.11525,39.6395555556,0.96289666395,39.2981818182,39.6395555556,0.938809827738,38.6497142857,39.6395555556,0.970198350046,39.2936470588,39.6395555556,0.988254026666,43.976,40.5519047619,0.677436285031,43.6476,40.5519047619,0.758012569621,41.11525,40.5519047619,0.952228581712,39.2981818182,40.5519047619,0.776059338916,38.6497142857,40.5519047619,0.912255408147,39.2936470588,40.5519047619,0.851926149723,40.2757,40.5519047619,0.775662556047,43.976,41.1385,0.621420980676,43.6476,41.1385,0.677826771743,41.11525,41.1385,0.952013185071,39.2981818182,41.1385,0.765033189213,38.6497142857,41.1385,0.939563750833,39.2936470588,41.1385,0.88473903304,40.2757,41.1385,0.705509456601,40.9627826087,41.1385,0.597523799991
2011-11-21,0.888,41.07,44.1125,40.2121,0.749150289091,43.52,43.1143333333,1.3031183761,43.7044,43.1143333333,0.512505610993,43.52,40.3868888889,0.986314390537,43.7044,40.3868888889,0.522010195263,41.3275,40.3868888889,1.01206795551,43.52,39.1465,0.912986442803,43.7044,39.1465,1.11812986573,41.3275,39.1465,0.645250220877,39.4087272727,39.1465,0.904587941698,43.52,38.6268,1.15297983418,43.7044,38.6268,0.746723819932,41.3275,38.6268,0.703104145688,39.4087272727,38.6268,0.90168727341,38.6928571429,38.6268,0.956678113532,43.52,39.6033333333,0.925033579236,43.7044,39.6033333333,0.880426248518,41.3275,39.6033333333,0.942023963517,39.4087272727,39.6033333333,0.959160398087,38.6928571429,39.6033333333,0.991229329049,39.2389411765,39.6033333333,1.00967639837,43.52,40.514952381,0.662751506103,43.7044,40.514952381,0.741581139455,41.3275,40.514952381,0.93158713318,39.4087272727,40.514952381,0.792881968702,38.6928571429,40.514952381,0.932030358634,39.2389411765,40.514952381,0.870393343536,40.2121,40.514952381,0.792476584775,43.52,41.1011666667,0.607950444887,43.7044,41.1011666667,0.663133528239,41.3275,41.1011666667,0.972649964452,39.4087272727,41.1011666667,0.781616805272,38.6928571429,41.1011666667,0.959930663965,39.2389411765,41.1011666667,0.903917511364,40.2121,41.1011666667,0.720802777361,40.926173913,41.1011666667,0.610476316856
