,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2013-07-24,2.21462999716,78.11,75.084,67.8601,1.64125567119,76.856,73.31,0.802687669219,74.1936,73.31,0.861023897132,76.856,71.5884444444,0.778408652905,74.1936,71.5884444444,0.853266436297,72.0295,71.5884444444,0.886613601105,76.856,70.6446666667,1.11426176281,74.1936,70.6446666667,1.1234865654,72.0295,70.6446666667,1.15200902435,70.9287272727,70.6446666667,1.28065336696,76.856,69.626,1.14570849919,74.1936,69.626,1.13485210594,72.0295,69.626,1.06986596623,70.9287272727,69.626,1.5031066695,69.8984285714,69.626,1.86469818393,76.856,68.5764444444,1.04983273849,74.1936,68.5764444444,1.37918226585,72.0295,68.5764444444,1.56061098739,70.9287272727,68.5764444444,1.70746606205,69.8984285714,68.5764444444,1.15755509147,68.9649411765,68.5764444444,1.27319447312,76.856,67.4265714286,1.07288560685,74.1936,67.4265714286,1.38948368243,72.0295,67.4265714286,1.44568561312,70.9287272727,67.4265714286,1.86313284724,69.8984285714,67.4265714286,1.30351259688,68.9649411765,67.4265714286,0.694950491395,67.8601,67.4265714286,0.779240103281
2013-07-25,2.21151119932,78.0,75.356,68.0507,1.63894433943,77.042,73.5956666667,0.801557267943,74.544,73.5956666667,0.859811342674,77.042,71.8124444444,0.77731244305,74.544,71.8124444444,0.852064806442,72.23575,71.8124444444,0.885365009425,77.042,70.8101666667,1.11269258096,74.544,70.8101666667,1.12190439254,72.23575,70.8101666667,1.15038668416,71.11,70.8101666667,1.27884986074,77.042,69.7873333333,1.14409503184,74.544,69.7873333333,1.13325392732,72.23575,69.7873333333,1.06835930567,71.11,69.7873333333,1.50098988889,70.0982857143,69.7873333333,1.86207218469,77.042,68.7571111111,1.04835429013,74.544,68.7571111111,1.37724000431,72.23575,68.7571111111,1.55841322515,71.11,68.7571111111,1.70506148816,70.0982857143,68.7571111111,1.15592494092,69.1488235294,68.7571111111,1.27140147104,77.042,67.6126666667,1.07137469382,74.544,67.6126666667,1.3875269137,72.23575,67.6126666667,1.44364969688,71.11,67.6126666667,1.86050905242,70.0982857143,67.6126666667,1.30167689869,69.1488235294,67.6126666667,0.693971813197,68.0507,67.6126666667,0.778142722518
2013-07-26,2.19931953502,77.57,75.61,68.2298,1.62990913345,77.196,73.9093333333,0.797138426594,74.8052,73.9093333333,0.855071357067,77.196,72.0422222222,0.773027259069,74.8052,72.0422222222,0.847367526098,72.4775,72.0422222222,0.880484151039,77.196,70.9841666667,1.10655850648,74.8052,70.9841666667,1.11571953499,72.4775,70.9841666667,1.14404480885,71.2690909091,70.9841666667,1.271799791,77.196,69.932,1.13778784128,74.8052,69.932,1.12700650183,72.4775,69.932,1.06246963257,71.2690909091,69.932,1.49271520104,70.2757142857,69.932,1.85180691496,77.196,68.9328888889,1.0425749011,74.8052,68.9328888889,1.36964752736,72.4775,68.9328888889,1.54982197276,71.2690909091,68.9328888889,1.69566179021,70.2757142857,68.9328888889,1.14955253419,69.3276470588,68.9328888889,1.26439246294,77.196,67.7965714286,1.06546839743,74.8052,67.7965714286,1.37987772687,72.4775,67.7965714286,1.43569111522,71.2690909091,67.7965714286,1.85025239995,70.2757142857,67.7965714286,1.29450098758,69.3276470588,67.7965714286,0.69014607115,68.2298,67.7965714286,0.773852961356
2013-07-29,2.18882903317,77.2,75.8295,68.3961,1.6221346539,77.327,74.2066666667,0.793336167759,75.0596,74.2066666667,0.850992764801,77.327,72.2637777778,0.769340007736,75.0596,72.2637777778,0.843325680222,72.734,72.2637777778,0.876284342661,77.327,71.1526666667,1.10128034936,75.0596,71.1526666667,1.11039768082,72.734,71.1526666667,1.13858784637,71.4176363636,71.1526666667,1.26573345191,77.327,70.0924,1.13236072382,75.0596,70.0924,1.12163081012,72.734,70.0924,1.05740177433,71.4176363636,70.0924,1.4855951208,70.4494285714,70.0924,1.84297400844,77.327,69.1061111111,1.03760193844,75.0596,69.1061111111,1.3631144658,72.734,69.1061111111,1.54242949977,71.4176363636,69.1061111111,1.68757367802,70.4494285714,69.1061111111,1.1440693005,69.4957647059,69.1061111111,1.25836145596,77.327,67.9778095238,1.06038623542,75.0596,67.9778095238,1.37329586843,72.734,67.9778095238,1.42884303333,71.4176363636,67.9778095238,1.84142690829,70.4494285714,67.9778095238,1.2883263664,69.4957647059,67.9778095238,0.686854153575,68.3961,67.9778095238,0.770161771518
2013-07-30,2.16756450241,76.45,76.046,68.5451,1.60637557371,77.477,74.433,0.785628886337,75.2908,74.433,0.842725348044,77.477,72.4277777778,0.76186584963,75.2908,72.4277777778,0.83513274939,72.95725,72.4277777778,0.867771217571,77.477,71.3113333333,1.09058138224,75.2908,71.3113333333,1.09961013859,72.95725,71.3113333333,1.12752643595,71.5734545455,71.3113333333,1.25343681864,77.477,70.2264,1.12135981006,75.2908,70.2264,1.11073413774,72.95725,70.2264,1.0471290887,71.5734545455,70.2264,1.47116252572,70.6038571429,70.2264,1.8250694682,77.477,69.264,1.02752160873,75.2908,69.264,1.34987177345,72.95725,69.264,1.52744475722,71.5734545455,69.264,1.67117885602,70.6038571429,69.264,1.1329546376,69.6334117647,69.264,1.24613644181,77.477,68.1402857143,1.05008455567,75.2908,68.1402857143,1.35995426349,72.95725,68.1402857143,1.41496178624,71.5734545455,68.1402857143,1.82353739817,70.6038571429,68.1402857143,1.27581024237,69.6334117647,68.1402857143,0.680181347678,68.5451,68.1402857143,0.762679629956
2013-07-31,2.20669123901,77.83,76.2915,68.7029,1.63537228125,77.711,74.7296666667,0.799810284154,75.5492,74.7296666667,0.857937394876,77.711,72.6273333333,0.775618300545,75.5492,72.6273333333,0.85020774212,73.25375,72.6273333333,0.883435367737,77.711,71.4688333333,1.11026748175,75.5492,71.4688333333,1.1194592163,73.25375,71.4688333333,1.14787943113,71.7503636364,71.4688333333,1.27606262387,77.711,70.3992,1.14160149139,75.5492,70.3992,1.13078401492,73.25375,70.3992,1.06603083026,71.7503636364,70.3992,1.49771850067,70.784,70.3992,1.85801382224,77.711,69.4341111111,1.0460694154,75.5492,69.4341111111,1.37423832737,73.25375,69.4341111111,1.55501668351,71.7503636364,69.4341111111,1.7013453285,70.784,69.4341111111,1.15340561733,69.8007058824,69.4341111111,1.26863046784,77.711,68.3148571429,1.06903964641,75.5492,68.3148571429,1.38450281658,73.25375,68.3148571429,1.44050328088,71.7503636364,68.3148571429,1.85645409679,70.784,68.3148571429,1.29883991058,69.8007058824,68.3148571429,0.692459310527,68.7029,68.3148571429,0.776446770431
2013-08-01,2.19081372271,77.27,76.509,68.853,1.62360550138,77.683,74.9973333333,0.794055514025,75.7376,74.9973333333,0.851764390364,77.683,72.7944444444,0.770037595826,75.7376,72.7944444444,0.844090353766,73.5115,72.7944444444,0.877078901003,77.683,71.6228333333,1.10227891963,75.7376,71.6228333333,1.1114045181,73.5115,71.6228333333,1.13962024468,71.9305454545,71.6228333333,1.26688113769,77.683,70.576,1.13338747577,75.7376,70.576,1.12264783288,73.5115,70.576,1.05836055832,71.9305454545,70.576,1.48694216301,70.949,70.576,1.84464509886,77.683,69.5996666667,1.03854276921,75.7376,69.5996666667,1.36435045042,73.5115,69.5996666667,1.54382807574,71.9305454545,69.5996666667,1.68910386141,70.949,69.5996666667,1.14510666903,69.9558823529,69.5996666667,1.25950245728,77.683,68.4894285714,1.06134772553,75.7376,68.4894285714,1.37454108489,73.5115,68.4894285714,1.43013861639,71.9305454545,68.4894285714,1.8430965959,70.949,68.4894285714,1.28949453797,69.9558823529,68.4894285714,0.687476948792,68.853,68.4894285714,0.770860104731
2013-08-02,2.19166430394,77.3,76.677,68.9997,1.62423586459,77.629,75.206,0.794363805282,75.93,75.206,0.852095087035,77.629,73.0033333333,0.77033656215,75.93,73.0033333333,0.844418070999,73.73275,73.0033333333,0.877419426007,77.629,71.7641666667,1.10270687831,75.93,71.7641666667,1.11183601979,73.73275,71.7641666667,1.14006270109,72.1014545455,71.7641666667,1.26737300302,77.629,70.738,1.13382751233,75.93,70.738,1.12308369977,73.73275,70.738,1.05877146575,72.1014545455,70.738,1.48751946681,71.1131428571,70.738,1.84536128047,77.629,69.7655555556,1.0389459824,75.93,69.7655555556,1.36488015811,73.73275,69.7655555556,1.54442746544,72.1014545455,69.7655555556,1.68975965429,71.1131428571,69.7655555556,1.14555125555,70.106,69.7655555556,1.25999145784,77.629,68.6574285714,1.06175979272,75.93,68.6574285714,1.37507474909,73.73275,68.6574285714,1.43069386627,72.1014545455,68.6574285714,1.84381217631,71.1131428571,68.6574285714,1.28999518293,70.106,68.6574285714,0.687743861027,68.9997,68.6574285714,0.771159390393
2013-08-05,2.20697476609,77.84,76.8775,69.157,1.63558240232,77.573,75.4393333333,0.799913047907,76.1312,75.4393333333,0.858047627099,77.573,73.2455555556,0.775717955987,76.1312,73.2455555556,0.850316981198,73.95375,73.2455555556,0.883548876072,77.573,71.911,1.11041013464,76.1312,71.911,1.1196030502,73.95375,71.911,1.1480269166,72.3,71.911,1.27622657898,77.573,70.9086666667,1.14174817024,76.1312,70.9086666667,1.13092930388,73.95375,70.9086666667,1.0661677994,72.3,70.9086666667,1.49791093527,71.2812857143,70.9086666667,1.85825254944,77.573,69.9314444444,1.04620381979,76.1312,69.9314444444,1.37441489661,73.95375,69.9314444444,1.55521648007,72.3,69.9314444444,1.70156392613,71.2812857143,69.9314444444,1.15355381283,70.2542352941,69.9314444444,1.26879346803,77.573,68.8219047619,1.06917700214,76.1312,68.8219047619,1.38468070465,73.95375,68.8219047619,1.44068836417,72.3,68.8219047619,1.85669262359,71.2812857143,68.8219047619,1.29900679223,70.2542352941,68.8219047619,0.692548281273,69.157,68.8219047619,0.776546532318
2013-08-06,2.20470654948,77.76,77.033,69.3125,1.63390143377,77.533,75.6756666667,0.799090937888,76.3568,75.6756666667,0.857165769312,77.533,73.4731111111,0.774920712456,76.3568,73.4731111111,0.849443068576,74.149,73.4731111111,0.882640809396,77.533,72.0756666667,1.10926891148,76.3568,72.0756666667,1.11845237903,74.149,72.0756666667,1.14684703282,72.4847272727,72.0756666667,1.27491493809,77.533,71.0702666667,1.14057473944,76.3568,71.0702666667,1.12976699216,74.149,71.0702666667,1.06507204627,72.4847272727,71.0702666667,1.49637145846,71.4468571429,71.0702666667,1.85634273182,77.533,70.076,1.04512858462,76.3568,70.076,1.37300234276,74.149,70.076,1.55361810754,72.4847272727,70.076,1.69981514512,71.4468571429,70.076,1.15236824879,70.4051764706,70.076,1.26748946652,77.533,68.9762857143,1.0680781563,76.3568,68.9762857143,1.38325760012,74.149,68.9762857143,1.43920769782,72.4847272727,68.9762857143,1.85478440918,71.4468571429,68.9762857143,1.297671739,70.4051764706,68.9762857143,0.69183651531,69.3125,68.9762857143,0.775748437218
