,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2014-04-25,1.44485566247,117.12,118.0605,114.5455,0.529839880177,117.682,118.853,0.615156952456,118.3004,118.853,0.465041284206,117.682,119.362666667,0.578423658047,118.3004,119.362666667,0.590326274243,119.36975,119.362666667,1.24221486425,117.682,117.603166667,0.710469841851,118.3004,117.603166667,0.743361812348,119.36975,117.603166667,0.903938332758,118.686,117.603166667,0.711706597787,117.682,115.934133333,0.819615701385,118.3004,115.934133333,0.672863762176,119.36975,115.934133333,0.681152520984,118.686,115.934133333,0.634987708127,116.305142857,115.934133333,0.948246124972,117.682,115.222666667,0.729610340483,118.3004,115.222666667,0.516670931013,119.36975,115.222666667,0.916817482036,118.686,115.222666667,0.815568981833,116.305142857,115.222666667,0.812070831459,115.351176471,115.222666667,0.700612340139,117.682,114.217809524,0.701602446226,118.3004,114.217809524,0.684604012829,119.36975,114.217809524,0.924552051336,118.686,114.217809524,0.751011771681,116.305142857,114.217809524,0.717654321369,115.351176471,114.217809524,0.733680162166,114.5455,114.217809524,0.787888989779
2014-04-28,1.44362200839,117.02,117.9595,114.6239,0.529387489569,117.865,118.725333333,0.615682188925,118.1736,118.725333333,0.465438348144,117.865,119.324666667,0.578917530706,118.1736,119.324666667,0.590830309655,119.28225,119.324666667,1.24115422997,117.865,117.824333333,0.709863224841,118.1736,117.824333333,0.742727111347,119.28225,117.824333333,0.903166527488,118.817090909,117.824333333,0.711098924803,117.865,116.046666667,0.818915892897,118.1736,116.046666667,0.672289254182,119.28225,116.046666667,0.68057093584,118.817090909,116.046666667,0.634445539661,116.376714286,116.046666667,0.947436488594,117.865,115.272666667,0.728987380834,118.1736,115.272666667,0.516229784385,119.28225,115.272666667,0.916034680224,118.817090909,115.272666667,0.814872628536,116.376714286,115.272666667,0.811377464971,115.403294118,115.272666667,0.700014139712,117.865,114.306666667,0.701003400421,118.1736,114.306666667,0.684019480715,119.28225,114.306666667,0.923762645555,118.817090909,114.306666667,0.750370538953,116.376714286,114.306666667,0.71704157007,115.403294118,114.306666667,0.733053727601,114.6239,114.306666667,0.787216270355
2014-04-29,1.44497902788,117.13,117.816,114.7042,0.529885119238,117.947,118.568666667,0.615103441354,118.0208,118.568666667,0.465000831324,117.947,119.268222222,0.578373342291,118.0208,119.268222222,0.590274923105,119.14775,119.268222222,1.23998753227,117.947,118.0435,0.710530503552,118.0208,118.0435,0.743425282448,119.14775,118.0435,0.904015513285,118.911454545,118.0435,0.711767365085,117.947,116.139466667,0.819685682234,118.0208,116.139466667,0.672921212975,119.14775,116.139466667,0.681210679499,118.911454545,116.139466667,0.635041924974,116.449285714,116.139466667,0.948327088609,117.947,115.320888889,0.729672636447,118.0208,115.320888889,0.516715045676,119.14775,115.320888889,0.916895762217,118.911454545,115.320888889,0.815638617163,116.449285714,115.320888889,0.812140168108,115.466235294,115.320888889,0.700672160182,117.947,114.401619048,0.701662350806,118.0208,114.401619048,0.684662466041,119.14775,114.401619048,0.924630991915,118.911454545,114.401619048,0.751075894954,116.449285714,114.401619048,0.717715596499,115.466235294,114.401619048,0.733742805622,114.7042,114.401619048,0.787956261722
2014-04-30,1.44979027881,117.52,117.604,114.8111,0.531649442609,117.831,118.451333333,0.613055372182,117.9448,118.451333333,0.463452548867,117.831,119.269333333,0.576447570896,117.9448,119.269333333,0.588309523805,119.04625,119.269333333,1.23585882794,117.831,118.2645,0.708164697214,117.9448,118.2645,0.740949948544,119.04625,118.2645,0.90702555384,119.014181818,118.2645,0.714137289719,117.831,116.223066667,0.822414935338,117.9448,116.223066667,0.675161794151,119.04625,116.223066667,0.683478861561,119.014181818,116.223066667,0.637156381994,116.523857143,116.223066667,0.95148467048,117.831,115.373444444,0.732102179077,117.9448,115.373444444,0.518435517527,119.04625,115.373444444,0.919948689283,119.014181818,115.373444444,0.818354395022,116.523857143,115.373444444,0.814844297414,115.533764706,115.373444444,0.703005141847,117.831,114.49752381,0.703998629444,117.9448,114.49752381,0.686942141288,119.04625,114.49752381,0.927709674463,119.014181818,114.49752381,0.753576702595,116.523857143,114.49752381,0.720105326565,115.533764706,114.49752381,0.736185900425,114.8111,114.49752381,0.790579867477
2014-05-01,1.44855662472,117.42,117.4175,114.9105,0.531197052001,117.779,118.291666667,0.613577032641,117.904,118.291666667,0.463846909443,117.779,119.226666667,0.576938081082,117.904,119.226666667,0.588810127552,118.9205,119.226666667,1.23691044369,117.779,118.434166667,0.708767288005,117.904,118.434166667,0.741580436928,118.9205,118.434166667,0.90625374857,119.023090909,118.434166667,0.713529616736,117.779,116.299466667,0.82171512685,117.904,116.299466667,0.674587286157,118.9205,116.299466667,0.682897276417,119.023090909,116.299466667,0.636614213527,116.615428571,116.299466667,0.950675034103,117.779,115.415222222,0.731479219429,117.904,115.415222222,0.517994370898,118.9205,115.415222222,0.919165887471,119.023090909,115.415222222,0.817658041725,116.615428571,115.415222222,0.814150930925,115.604117647,115.415222222,0.70240694142,117.779,114.601428571,0.703399583639,117.904,114.601428571,0.686357609174,118.9205,114.601428571,0.926920268681,119.023090909,114.601428571,0.752935469867,116.615428571,114.601428571,0.719492575266,115.604117647,114.601428571,0.73555946586,114.9105,114.601428571,0.789907148052
2014-05-02,1.45842585739,118.22,117.3735,115.0155,0.534816176866,117.807,118.160666667,0.609396640663,117.9408,118.160666667,0.46068665116,117.807,119.157777778,0.573007315754,117.9408,119.157777778,0.584798476198,118.83425,119.157777778,1.22848318807,117.807,118.584,0.703938350597,117.9408,118.584,0.736527938635,118.83425,118.584,0.912428190733,119.038363636,118.584,0.7183910006,117.807,116.382266667,0.827313594755,117.9408,116.382266667,0.679183350106,118.83425,116.382266667,0.687549957571,119.038363636,116.382266667,0.64095156126,116.779857143,116.382266667,0.957152125121,117.807,115.468444444,0.736462896618,117.9408,115.468444444,0.521523543924,118.83425,115.468444444,0.925428301966,119.038363636,115.468444444,0.823228868104,116.779857143,115.468444444,0.819697862834,115.686470588,115.468444444,0.707192544836,117.807,114.684380952,0.708191950075,117.9408,114.684380952,0.691033866092,118.83425,114.684380952,0.933235514933,119.038363636,114.684380952,0.758065331695,116.779857143,114.684380952,0.724394585658,115.686470588,114.684380952,0.740570942377,115.0155,114.684380952,0.795288903447
2014-05-05,1.47236614853,119.35,117.502,115.136,0.539928190737,117.987,118.132666667,0.603571753131,117.9532,118.132666667,0.456283200679,117.987,119.131777778,0.567530253778,117.9532,119.131777778,0.579208709,118.7905,119.131777778,1.21674079252,117.987,118.743,0.697209790826,117.9532,118.743,0.729487872905,118.7905,118.743,0.92114959029,119.074181818,118.743,0.725257705309,117.987,116.480133333,0.835221430672,117.9532,116.480133333,0.685675290435,118.7905,116.480133333,0.694121869702,119.074181818,116.480133333,0.647078064933,116.967142857,116.480133333,0.966301016183,117.987,115.543555556,0.743502340647,117.9532,115.543555556,0.526508500824,118.7905,115.543555556,0.93427396244,119.074181818,115.543555556,0.831097660364,116.967142857,115.543555556,0.827532904155,115.778941176,115.543555556,0.713952209662,117.987,114.781238095,0.714961167666,117.9532,114.781238095,0.697639078989,118.7905,114.781238095,0.942155800265,119.074181818,114.781238095,0.765311261528,116.967142857,114.781238095,0.731318675337,115.778941176,114.781238095,0.747649652958,115.136,114.781238095,0.802890632942
2014-05-06,1.46545768566,118.79,117.5855,115.2499,0.537394803332,117.949,118.060666667,0.606403761357,117.9048,118.060666667,0.458424118923,117.949,119.049111111,0.570193152329,117.9048,119.049111111,0.581926403822,118.74675,119.049111111,1.22244984022,117.949,118.857166667,0.700481156413,117.9048,118.857166667,0.732910689904,118.74675,118.857166667,0.916827480775,119.087818182,118.857166667,0.721854736604,117.949,116.57,0.831302503138,117.9048,116.57,0.68245804567,118.74675,116.57,0.690864992894,119.087818182,116.57,0.64404192152,117.124285714,116.57,0.961767052471,117.949,115.621444444,0.740013766615,117.9048,115.621444444,0.524038079705,118.74675,115.621444444,0.929890272294,119.087818182,115.621444444,0.827198081899,117.124285714,115.621444444,0.823650051819,115.881058824,115.621444444,0.71060228727,117.949,114.87352381,0.711606511161,117.9048,114.87352381,0.694365699146,118.74675,114.87352381,0.937735127888,119.087818182,114.87352381,0.761720358248,117.124285714,114.87352381,0.727887268062,115.881058824,114.87352381,0.744141619396,115.2499,114.87352381,0.799123404166
2014-05-07,1.47939797681,119.92,117.659,115.3763,0.542506817203,118.094,118.077333333,0.600635293891,117.8312,118.077333333,0.454063320418,118.094,119.012222222,0.564769141367,117.8312,119.012222222,0.576390779306,118.751,119.012222222,1.21082118192,118.094,118.991333333,0.693817769708,117.8312,118.991333333,0.725938814497,118.751,118.991333333,0.908106081219,119.139454545,118.991333333,0.728721441313,118.094,116.6716,0.839210339055,117.8312,116.6716,0.688949985998,118.751,116.6716,0.697436905024,119.139454545,116.6716,0.650168425193,117.323142857,116.6716,0.970915943533,118.094,115.711888889,0.747053210644,117.8312,115.711888889,0.529023036605,118.751,115.711888889,0.938735932768,119.139454545,115.711888889,0.835066874158,117.323142857,115.711888889,0.831485093141,115.996705882,115.711888889,0.717361952096,118.094,114.998190476,0.718375728752,117.8312,114.998190476,0.700970912043,118.751,114.998190476,0.94665541322,119.139454545,114.998190476,0.768966288081,117.323142857,114.998190476,0.734811357741,115.996705882,114.998190476,0.751220329977,115.3763,114.998190476,0.806725133661
2014-05-08,1.46854182087,119.04,117.8185,115.4575,0.538525779852,118.153,118.097333333,0.596227696671,117.7468,118.097333333,0.457395339447,118.153,118.936444444,0.568913544673,117.7468,118.936444444,0.580620464811,118.74425,118.936444444,1.21970646078,118.153,119.0265,0.698909160946,117.7468,119.0265,0.731265917205,118.74425,119.0265,0.914769968406,119.163636364,119.0265,0.723373919062,118.153,116.778666667,0.833052024359,117.7468,116.778666667,0.683894315654,118.74425,116.778666667,0.692318955754,119.163636364,116.778666667,0.645397342687,117.510571429,116.778666667,0.963791143414,118.153,115.796333333,0.741571165736,117.7468,115.796333333,0.525140946276,118.74425,115.796333333,0.931847276823,119.163636364,115.796333333,0.828938965142,117.510571429,115.796333333,0.825383468041,116.107058824,115.796333333,0.712097788338,118.153,115.108285714,0.713104125672,117.7468,115.108285714,0.695827029433,118.74425,115.108285714,0.939708642342,119.163636364,115.108285714,0.763323440069,117.510571429,115.108285714,0.72941914631,116.107058824,115.108285714,0.745707705808,115.4575,115.108285714,0.800805202726
