,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2016-11-29,0.58873703596,60.74,60.289,57.3899,0.340987136628,62.39,60.701,0.312330046468,60.3556,60.701,0.448059304864,62.39,61.5646666667,0.529288908001,60.3556,61.5646666667,1.09126254883,61.284,61.5646666667,0.703971972119,62.39,60.8698333333,0.330480085528,60.3556,60.8698333333,0.463976144984,61.284,60.8698333333,0.392803825625,61.1127272727,60.8698333333,0.230496751378,62.39,59.1206666667,0.254321043582,60.3556,59.1206666667,0.337082792845,61.284,59.1206666667,0.174660435788,61.1127272727,59.1206666667,0.259215404623,59.5541428571,59.1206666667,0.346621219245,62.39,57.6737777778,0.251920263116,60.3556,57.6737777778,0.254995858304,61.284,57.6737777778,0.278653495818,61.1127272727,57.6737777778,0.362393320973,59.5541428571,57.6737777778,0.420650169212,58.0556470588,57.6737777778,0.345482825498,62.39,57.3048571429,0.555270989556,60.3556,57.3048571429,0.391455410299,61.284,57.3048571429,0.342369952341,61.1127272727,57.3048571429,0.308213766315,59.5541428571,57.3048571429,0.128753989641,58.0556470588,57.3048571429,0.278935525075,57.3899,57.3048571429,0.312452454799
2016-11-30,0.639236212077,65.95,60.6135,57.484,0.37023545704,62.74,60.7553333333,0.339120292469,60.5264,60.7553333333,0.409626822507,62.74,61.6146666667,0.574688895006,60.5264,61.6146666667,0.997659027601,61.3165,61.6146666667,0.643588469077,62.74,61.0501666667,0.358827159048,60.5264,61.0501666667,0.424178388722,61.3165,61.0501666667,0.426496745142,61.28,61.0501666667,0.25026771079,62.74,59.3116,0.276135542052,60.5264,59.3116,0.365996216466,61.3165,59.3116,0.189642010869,61.28,59.3116,0.281449719046,59.7428571429,59.3116,0.376352805552,62.74,57.8314444444,0.273528833594,60.5264,57.8314444444,0.276868239301,61.3165,57.8314444444,0.302555120994,61.28,57.8314444444,0.393477766187,59.7428571429,57.8314444444,0.456731620999,58.2229411765,57.8314444444,0.375116765585,62.74,57.4062857143,0.602899600942,60.5264,57.4062857143,0.425032668903,61.3165,57.4062857143,0.371736884375,61.28,57.4062857143,0.33465093659,59.7428571429,57.4062857143,0.139797919276,58.2229411765,57.4062857143,0.302861341434,57.484,57.4062857143,0.339253200428
2016-12-01,0.631385092566,65.14,61.0945,57.5666,0.365688213368,63.114,60.8106666667,0.334955206239,60.664,60.8106666667,0.414657872185,63.114,61.6457777778,0.567630547698,60.664,61.6457777778,1.00991230755,61.34275,61.6457777778,0.651493043148,63.114,61.1516666667,0.354420032455,60.664,61.1516666667,0.429388161199,61.34275,61.1516666667,0.421258498538,61.3970909091,61.1516666667,0.247193914797,63.114,59.4654666667,0.272744036532,60.664,59.4654666667,0.361501039281,61.34275,59.4654666667,0.187312821653,61.3970909091,59.4654666667,0.277992944635,59.9232857143,59.4654666667,0.37173042841,63.114,57.9792222222,0.27016934375,60.664,57.9792222222,0.27346773477,61.34275,57.9792222222,0.298839129364,61.3970909091,57.9792222222,0.388645059733,59.9232857143,57.9792222222,0.451122028687,58.3989411765,57.9792222222,0.370509569525,63.114,57.5038095238,0.595494768845,60.664,57.5038095238,0.41981240413,61.34275,57.5038095238,0.367171200124,61.3970909091,57.5038095238,0.330540743131,59.9232857143,57.5038095238,0.13808091678,58.3989411765,57.5038095238,0.299141588795,57.5666,57.5038095238,0.335086481818
2016-12-02,0.631094310362,65.11,61.543,57.6465,0.365519796935,63.417,60.908,0.334800943786,60.8396,60.908,0.414848841423,63.417,61.6733333333,0.567369127428,60.8396,61.6733333333,1.01037741914,61.38725,61.6733333333,0.651793085999,63.417,61.2468333333,0.354256805544,60.8396,61.2468333333,0.42958591442,61.38725,61.2468333333,0.421064489404,61.5161818182,61.2468333333,0.247080070501,63.417,59.6204,0.272618425217,60.8396,59.6204,0.361334551237,61.38725,59.6204,0.187226555386,61.5161818182,59.6204,0.277864915953,60.1055714286,59.6204,0.371559229257,63.417,58.1193333333,0.2700449182,60.8396,58.1193333333,0.273341790158,61.38725,58.1193333333,0.298701500044,61.5161818182,58.1193333333,0.388466070605,60.1055714286,58.1193333333,0.450914266009,58.5809411765,58.1193333333,0.370338932634,63.417,57.5984761905,0.595220515805,60.8396,57.5984761905,0.41961906099,61.38725,57.5984761905,0.367002100707,61.5161818182,57.5984761905,0.330388513744,60.1055714286,57.5984761905,0.138017324095,58.5809411765,57.5984761905,0.299003820178,57.6465,57.5984761905,0.334932158907
2016-12-05,0.64369487254,66.41,61.991,57.7473,0.372817842336,63.731,61.069,0.341485650082,61.1168,61.069,0.406565881911,63.731,61.728,0.578697339156,61.1168,61.728,0.990204010372,61.4435,61.728,0.638779247697,63.731,61.3553333333,0.361329971682,61.1168,61.3553333333,0.421008711399,61.4435,61.3553333333,0.429471551856,61.6718181818,61.3553333333,0.25201332333,63.731,59.7972,0.278061582224,61.1168,59.7972,0.368549033139,61.4435,59.7972,0.190964760301,61.6718181818,59.7972,0.283412825502,60.2995714286,59.7972,0.378977859237,63.731,58.3031111111,0.275436692024,61.1168,58.3031111111,0.278799390023,61.4435,58.3031111111,0.304665437228,61.6718181818,58.3031111111,0.396222266148,60.2995714286,58.3031111111,0.459917315399,58.7661176471,58.3031111111,0.377733197915,63.731,57.7060952381,0.607104814231,61.1168,57.7060952381,0.427997263713,61.4435,57.7060952381,0.374329742097,61.6718181818,57.7060952381,0.33698512053,60.2995714286,57.7060952381,0.140773007114,58.7661176471,57.7060952381,0.30497379355,57.7473,57.7060952381,0.341619485071
2016-12-06,0.643113308132,66.35,62.462,57.8597,0.372481009471,64.119,61.2616666667,0.341177125176,61.3896,61.2616666667,0.406198558421,64.119,61.7848888889,0.578174498615,61.3896,61.7848888889,0.991098638299,61.5305,61.7848888889,0.639356370945,64.119,61.5026666667,0.36100351786,61.3896,61.5026666667,0.421389083672,61.5305,61.5026666667,0.429083533589,61.8329090909,61.5026666667,0.251785634737,64.119,59.97,0.277810359593,61.3896,59.97,0.368216057051,61.5305,59.97,0.190792227766,61.8329090909,59.97,0.283156768138,60.4984285714,59.97,0.378635460931,64.119,58.4854444444,0.275187840924,61.3896,58.4854444444,0.278547500798,61.5305,58.4854444444,0.304390178589,61.8329090909,58.4854444444,0.395864287892,60.4984285714,58.4854444444,0.459501790043,58.9557647059,58.4854444444,0.377391924133,64.119,57.79,0.60655630815,61.3896,57.79,0.427610577433,61.5305,57.79,0.373991543264,61.8329090909,57.79,0.336680661755,60.4984285714,57.79,0.140645821744,58.9557647059,57.79,0.304698256318,57.8597,57.79,0.341310839248
2016-12-07,0.643501017738,66.39,62.8805,57.9776,0.372705564714,64.393,61.4186666667,0.341382808447,61.6668,61.4186666667,0.406443440747,64.393,61.8235555556,0.578523058976,61.6668,61.8235555556,0.990501141004,61.6225,61.8235555556,0.63897092626,64.393,61.6633333333,0.361221153741,61.6668,61.6633333333,0.421135043531,61.6225,61.6633333333,0.429342212434,61.9329090909,61.6633333333,0.251937427132,64.393,60.152,0.277977841347,61.6668,60.152,0.368438041109,61.6225,60.152,0.190907249456,61.9329090909,60.152,0.283327473048,60.7368571429,60.152,0.378863726469,64.393,58.6483333333,0.275353741657,61.6668,58.6483333333,0.278715426948,61.6225,58.6483333333,0.304573684349,61.9329090909,58.6483333333,0.396102940063,60.7368571429,58.6483333333,0.459778806947,59.1629411765,58.6483333333,0.377619439987,64.393,57.8838095238,0.606921978871,61.6668,57.8838095238,0.427868368286,61.6225,57.8838095238,0.374217009153,61.9329090909,57.8838095238,0.336883634272,60.7368571429,57.8838095238,0.14073061199,59.1629411765,57.8838095238,0.304881947806,57.9776,57.8838095238,0.34151660313
2016-12-08,0.644567219153,66.5,63.2895,58.1086,0.373323091633,64.678,61.5786666667,0.341948437441,62.106,61.5786666667,0.407116867144,64.678,61.8771111111,0.579481599968,62.106,61.8771111111,0.9888600034,61.73325,61.8771111111,0.637912230645,64.678,61.7933333333,0.361819652414,62.106,61.7933333333,0.421832812093,61.73325,61.7933333333,0.430053579257,62.0329090909,61.7933333333,0.252354856218,64.678,60.3385333333,0.278438416171,62.106,60.3385333333,0.36904849727,61.73325,60.3385333333,0.191223559102,62.0329090909,60.3385333333,0.283796911548,60.9755714286,60.3385333333,0.379491456698,64.678,58.8296666667,0.275809968673,62.106,58.8296666667,0.27917722386,61.73325,58.8296666667,0.305078325187,62.0329090909,58.8296666667,0.396759233532,60.9755714286,58.8296666667,0.460540603434,59.3618823529,58.8296666667,0.378245108588,64.678,57.9754285714,0.607927573353,62.106,57.9754285714,0.428577293132,61.73325,57.9754285714,0.374837040347,62.0329090909,57.9754285714,0.337441808692,60.9755714286,57.9754285714,0.140963785169,59.3618823529,57.9754285714,0.305387099399,58.1086,57.9754285714,0.342082453806
2016-12-09,0.645148783561,66.56,63.7315,58.2377,0.373659924497,65.05,61.7733333333,0.342256962347,62.5228,61.7733333333,0.407484190633,65.05,61.9488888889,0.58000444051,62.5228,61.9488888889,0.989752207914,61.853,61.9488888889,0.637336670737,65.05,61.9266666667,0.362146106236,62.5228,61.9266666667,0.422213413126,61.853,61.9266666667,0.430441597524,62.1518181818,61.9266666667,0.25258254481,65.05,60.528,0.278689638802,62.5228,60.528,0.369381473358,61.853,60.528,0.191396091637,62.1518181818,60.528,0.284052968912,61.1937142857,60.528,0.379833855004,65.05,59.0176666667,0.276058819773,62.5228,59.0176666667,0.279429113084,61.853,59.0176666667,0.305353583827,62.1518181818,59.0176666667,0.397117211787,61.1937142857,59.0176666667,0.46095612879,59.5683529412,59.0176666667,0.37858638237,65.05,58.0653333333,0.608476079434,62.5228,58.0653333333,0.428963979412,61.853,58.0653333333,0.375175239181,62.1518181818,58.0653333333,0.337746267467,61.1937142857,58.0653333333,0.141090970539,59.5683529412,58.0653333333,0.305662636631,58.2377,58.0653333333,0.342391099629
2016-12-12,0.647378113793,66.79,64.1245,58.3859,0.374951117145,65.594,62.017,0.343439641153,62.8964,62.017,0.408892264008,65.594,62.0073333333,0.582008662585,62.8964,62.0073333333,0.993172325219,61.9765,62.0073333333,0.635134335487,65.594,62.0756666667,0.363397512553,62.8964,62.0756666667,0.423672383754,61.9765,62.0756666667,0.43192900088,62.2763636364,62.0756666667,0.253455351079,65.594,60.7141333333,0.279652658888,62.8964,60.7141333333,0.370657881694,61.9765,60.7141333333,0.192057466353,62.2763636364,60.7141333333,0.28503452214,61.4151428571,60.7141333333,0.381146381847,65.594,59.1967777778,0.277012748988,62.8964,59.1967777778,0.280394688445,61.9765,59.1967777778,0.306408741944,62.2763636364,59.1967777778,0.398489461768,61.4151428571,59.1967777778,0.46254897599,59.7672941176,59.1967777778,0.379894598535,65.594,58.164952381,0.610578686079,62.8964,58.164952381,0.430446276817,61.9765,58.164952381,0.376471668042,62.2763636364,58.164952381,0.338913359437,61.4151428571,58.164952381,0.141578514457,59.7672941176,58.164952381,0.30671886269,58.3859,58.164952381,0.34357424195
