,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2015-11-20,2.56135653726,57.4,57.0675,54.0979,1.33783879139,56.64,57.3933333333,0.755295404592,57.3172,57.3933333333,1.12304332006,56.64,56.6051111111,0.684819702177,57.3172,56.6051111111,0.96937205272,56.92025,56.6051111111,0.996328716479,56.64,55.4403333333,0.796042190321,57.3172,55.4403333333,1.42308112088,56.92025,55.4403333333,0.976198657789,55.7943636364,55.4403333333,1.25088554791,56.64,55.0386666667,0.877465796665,57.3172,55.0386666667,1.10671508658,56.92025,55.0386666667,1.19784795938,55.7943636364,55.0386666667,1.2349087335,55.1472857143,55.0386666667,1.26740458965,56.64,54.4425555556,0.936587435141,57.3172,54.4425555556,0.873520124132,56.92025,54.4425555556,1.19612207207,55.7943636364,54.4425555556,1.45052634324,55.1472857143,54.4425555556,1.85217325335,54.6492941176,54.4425555556,1.42152477724,56.64,53.8687619048,1.08723197386,57.3172,53.8687619048,1.2495480854,56.92025,53.8687619048,1.89287041484,55.7943636364,53.8687619048,1.6353806787,55.1472857143,53.8687619048,1.53061233565,54.6492941176,53.8687619048,1.43553132897,54.0979,53.8687619048,1.56173836181
2015-11-23,2.56448014279,57.47,57.031,54.1705,1.33947030211,56.808,57.394,0.754374312636,57.258,57.394,1.12167375503,56.808,56.6893333333,0.685654848156,57.258,56.6893333333,0.97055421376,57.00475,56.6893333333,0.997543751499,56.808,55.5325,0.79701297348,57.258,55.5325,1.42481658566,57.00475,55.5325,0.977389143957,55.91,55.5325,1.25241101809,56.808,55.1081333333,0.878535876905,57.258,55.1081333333,1.10806473913,57.00475,55.1081333333,1.19930874957,55.91,55.1081333333,1.23641471976,55.1871428571,55.1081333333,1.268950205,56.808,54.5104444444,0.93772961494,57.258,54.5104444444,0.874585392576,57.00475,54.5104444444,1.19758075752,55.91,54.5104444444,1.4522952778,55.1871428571,54.5104444444,1.85443200122,54.7182352941,54.5104444444,1.42325834404,56.808,53.9500952381,1.08855786651,57.258,53.9500952381,1.25107192453,57.00475,53.9500952381,1.8951787934,55.91,53.9500952381,1.63737504538,55.1871428571,53.9500952381,1.53247893606,54.7182352941,53.9500952381,1.43728197693,54.1705,53.9500952381,1.56364292079
2015-11-24,2.53815261044,56.88,56.9785,54.2285,1.32571899746,56.833,57.367,0.76211888971,57.1892,57.367,1.13318911114,56.833,56.7626666667,0.678615760625,57.1892,56.7626666667,0.960590284995,57.072,56.7626666667,0.987302742044,56.833,55.6295,0.788830658283,57.1892,55.6295,1.41018909679,57.072,55.6295,0.967355046255,56.0043636364,55.6295,1.23955348371,56.833,55.1582666667,0.869516629169,57.1892,55.1582666667,1.09668909625,57.072,55.1582666667,1.18699637508,56.0043636364,55.1582666667,1.223721407,55.2192857143,55.1582666667,1.2559228756,56.833,54.5784444444,0.92810267092,57.1892,54.5784444444,0.865606701405,57.072,54.5784444444,1.18528612298,56.0043636364,54.5784444444,1.43738568647,55.2192857143,54.5784444444,1.83539398346,54.7817647059,54.5784444444,1.40864685243,56.833,54.0286666667,1.07738248559,57.1892,54.0286666667,1.23822813759,57.072,54.0286666667,1.87572245987,56.0043636364,54.0286666667,1.62056538335,55.2192857143,54.0286666667,1.51674616119,54.7817647059,54.0286666667,1.42252651554,54.2285,54.0286666667,1.54759020941
2015-11-25,2.54439982151,57.02,56.943,54.2869,1.3289820189,56.846,57.363,0.760243069658,57.1524,57.363,1.13039996776,56.846,56.832,0.680286052581,57.1524,56.832,0.962954607075,57.1205,56.832,0.989732812084,56.846,55.723,0.790772224601,57.1524,55.723,1.41366002635,57.1205,55.723,0.969736018591,56.11,55.723,1.24260442407,56.846,55.202,0.871656789649,57.1524,55.202,1.09938840134,57.1205,55.202,1.18991795547,56.11,55.202,1.22673337952,55.251,55.202,1.2590141063,56.846,54.6437777778,0.930387030518,57.1524,54.6437777778,0.867737238293,57.1205,54.6437777778,1.18820349389,56.11,54.6437777778,1.4409235556,55.251,54.6437777778,1.8399114792,54.8442352941,54.6437777778,1.41211398603,56.846,54.1034285714,1.08003427089,57.1524,54.1034285714,1.24127581585,57.1205,54.1034285714,1.88033921698,56.11,54.1034285714,1.62455411671,55.251,54.1034285714,1.520479362,54.8442352941,54.1034285714,1.42602781146,54.2869,54.1034285714,1.55139932736
2015-11-26,2.54439982151,57.02,56.94,54.3553,1.3289820189,56.901,57.3233333333,0.760243069658,57.0948,57.3233333333,1.13039996776,56.901,56.8908888889,0.680286052581,57.0948,56.8908888889,0.962954607075,57.16425,56.8908888889,0.989732812084,56.901,55.8031666667,0.790772224601,57.0948,55.8031666667,1.41366002635,57.16425,55.8031666667,0.969736018591,56.2174545455,55.8031666667,1.24260442407,56.901,55.2398666667,0.871656789649,57.0948,55.2398666667,1.09938840134,57.16425,55.2398666667,1.18991795547,56.2174545455,55.2398666667,1.22673337952,55.2914285714,55.2398666667,1.2590141063,56.901,54.7168888889,0.930387030518,57.0948,54.7168888889,0.867737238293,57.16425,54.7168888889,1.18820349389,56.2174545455,54.7168888889,1.4409235556,55.2914285714,54.7168888889,1.8399114792,54.9081176471,54.7168888889,1.41211398603,56.901,54.1717142857,1.08003427089,57.0948,54.1717142857,1.24127581585,57.16425,54.1717142857,1.88033921698,56.2174545455,54.1717142857,1.62455411671,55.2914285714,54.1717142857,1.520479362,54.9081176471,54.1717142857,1.42602781146,54.3553,54.1717142857,1.55139932736
2015-11-27,2.59036144578,58.05,56.9745,54.4279,1.3529885338,57.105,57.3123333333,0.746510162577,57.1116,57.3123333333,1.10998060671,57.105,56.9611111111,0.692574629118,57.1116,56.9611111111,0.980349262376,57.22475,56.9611111111,1.00761118452,57.105,55.9188333333,0.805056605368,57.1116,55.9188333333,1.439196151,57.22475,55.9188333333,0.987253172207,56.3281818182,55.9188333333,1.26505062815,57.105,55.29,0.887402256035,57.1116,55.29,1.1192475745,57.22475,55.29,1.21141243976,56.3281818182,55.29,1.24889289163,55.349,55.29,1.28175673222,57.105,54.7958888889,0.947193390417,57.1116,54.7958888889,0.883411902541,57.22475,54.7958888889,1.20966700842,56.3281818182,54.7958888889,1.4669521642,55.349,54.7958888889,1.87314734072,54.9803529412,54.7958888889,1.43762218326,57.105,54.2498095238,1.09954383419,57.1116,54.2498095238,1.26369802017,57.22475,54.2498095238,1.91430535857,56.3281818182,54.2498095238,1.65389979788,55.349,54.2498095238,1.54794505374,54.9803529412,54.2498095238,1.45178734576,54.4279,54.2498095238,1.57942355232
2015-11-30,2.57742079429,57.76,56.997,54.4956,1.34622941795,57.198,57.2726666667,0.750239498445,57.094,57.2726666667,1.11552572947,57.198,57.0426666667,0.689114738637,57.094,57.0426666667,0.975451738068,57.267,57.0426666667,1.00257746801,57.198,56.0296666667,0.801034789424,57.094,56.0296666667,1.43200636833,57.267,56.0296666667,0.982321158082,56.4285454545,56.0296666667,1.25873082312,57.198,55.3310666667,0.88296906647,57.094,55.3310666667,1.11365615681,57.267,55.3310666667,1.20536059467,56.4285454545,55.3310666667,1.2426538057,55.4322857143,55.3310666667,1.27535346861,57.198,54.8642222222,0.942461502679,57.094,54.8642222222,0.878998647559,57.267,54.8642222222,1.20362388297,56.4285454545,54.8642222222,1.459623721,55.4322857143,54.8642222222,1.86378967097,55.0471764706,54.8642222222,1.43044026365,57.198,54.3217142857,1.09405085035,57.094,54.3217142857,1.25738497235,57.267,54.3217142857,1.90474207598,56.4285454545,54.3217142857,1.64563742163,55.4322857143,54.3217142857,1.5402119949,55.0471764706,54.3217142857,1.44453466135,54.4956,54.3217142857,1.57153323656
2015-12-01,2.58232931727,57.87,57.004,54.5624,1.34879322052,57.38,57.2483333333,0.748810718237,57.0916,57.2483333333,1.11340128642,57.38,57.1244444444,0.690427110889,57.0916,57.1244444444,0.977309419702,57.32325,57.1244444444,1.00448680876,57.38,56.1326666667,0.802560305817,57.0916,56.1326666667,1.43473352727,57.32325,56.1326666667,0.98419192206,56.5265454545,56.1326666667,1.26112799055,57.38,55.3742666667,0.884650621133,57.0916,55.3742666667,1.11577703938,57.32325,55.3742666667,1.20765612211,56.5265454545,55.3742666667,1.24502035554,55.5254285714,55.3742666667,1.27778229274,57.38,54.9352222222,0.944256356648,57.0916,54.9352222222,0.880672640828,57.32325,54.9352222222,1.20591610297,56.5265454545,54.9352222222,1.46240347532,55.5254285714,54.9352222222,1.86733913191,55.1252941176,54.9352222222,1.43316444005,57.38,54.3863809524,1.09613439594,57.0916,54.3863809524,1.25977957669,57.32325,54.3863809524,1.908369528,56.5265454545,54.3863809524,1.64877142641,55.5254285714,54.3863809524,1.54314522412,55.1252941176,54.3863809524,1.44728567958,54.5624,54.3863809524,1.57452611495
2015-12-02,2.55020080321,57.15,56.9625,54.6214,1.33201196738,57.389,57.222,0.73949425518,57.0684,57.222,1.12725386852,57.389,57.1704444444,0.681837037969,57.0684,57.1704444444,0.965150049006,57.36825,57.1704444444,0.991989305693,57.389,56.2316666667,0.792575107611,57.0684,56.2316666667,1.41688303238,57.36825,56.2316666667,0.971946921475,56.6049090909,56.2316666667,1.24543744012,57.389,55.4056,0.873644081523,57.0684,55.4056,1.10189489892,57.36825,55.4056,1.19263085154,56.6049090909,55.4056,1.22953021114,55.597,55.4056,1.26188453482,57.389,54.9956666667,0.932508221573,57.0684,54.9956666667,0.869715593975,57.36825,54.9956666667,1.19091248116,56.6049090909,54.9956666667,1.44420871979,55.597,54.9956666667,1.84410629667,55.1905882353,54.9956666667,1.41533346724,57.389,54.4432380952,1.08249664296,57.0684,54.4432380952,1.2441058028,57.36825,54.4432380952,1.88462620572,56.6049090909,54.4432380952,1.62825794055,55.597,54.4432380952,1.52394590562,55.1905882353,54.4432380952,1.42927901482,54.6214,54.4432380952,1.55493636546
2015-12-03,2.56180276662,57.41,56.9235,54.6777,1.33807186435,57.403,57.187,0.742858533506,57.0816,57.187,1.12212550447,57.403,57.218,0.684939008746,57.0816,57.218,0.960759165144,57.3825,57.218,0.99650229291,57.403,56.3366666667,0.796180873629,57.0816,56.3366666667,1.42332904442,57.3825,56.3366666667,0.976368727242,56.6792727273,56.3366666667,1.25110347222,57.403,55.4485333333,0.877618665271,57.0816,55.4485333333,1.10690789409,57.3825,55.4485333333,1.19805664369,56.6792727273,55.4485333333,1.2351238744,55.658,55.4485333333,1.26762539184,57.403,55.0603333333,0.936750603684,57.0816,55.0603333333,0.873672305339,57.3825,55.0603333333,1.1963304557,56.6792727273,55.0603333333,1.45077904818,55.658,55.0603333333,1.85249593162,55.2569411765,55.0603333333,1.42177242964,57.403,54.5120952381,1.08742138709,57.0816,54.5120952381,1.24976577671,57.3825,54.5120952381,1.89320018321,56.6792727273,54.5120952381,1.63566558822,55.658,54.5120952381,1.53087899286,55.2569411765,54.5120952381,1.43578142154,54.6777,54.5120952381,1.56201044167
