,indexed,inst_price,sa_20_100,la_20_100,20_100,sa_10_30,la_10_30,10_30,sa_25_30,la_25_30,25_30,sa_10_45,la_10_45,10_45,sa_25_45,la_25_45,25_45,sa_40_45,la_40_45,40_45,sa_10_60,la_10_60,10_60,sa_25_60,la_25_60,25_60,sa_40_60,la_40_60,40_60,sa_55_60,la_55_60,55_60,sa_10_75,la_10_75,10_75,sa_25_75,la_25_75,25_75,sa_40_75,la_40_75,40_75,sa_55_75,la_55_75,55_75,sa_70_75,la_70_75,70_75,sa_10_90,la_10_90,10_90,sa_25_90,la_25_90,25_90,sa_40_90,la_40_90,40_90,sa_55_90,la_55_90,55_90,sa_70_90,la_70_90,70_90,sa_85_90,la_85_90,85_90,sa_10_105,la_10_105,10_105,sa_25_105,la_25_105,25_105,sa_40_105,la_40_105,40_105,sa_55_105,la_55_105,55_105,sa_70_105,la_70_105,70_105,sa_85_105,la_85_105,85_105,sa_100_105,la_100_105,100_105
2010-06-16,1.08937093275,25.11,24.481,24.5684,1.01737777461,24.683,24.4453333333,0.958912366003,24.5004,24.4453333333,1.05933198825,24.683,24.5471111111,0.91212385143,24.5004,24.5471111111,1.05742962192,24.497,24.5471111111,1.03095040316,24.683,24.6805,1.04498510221,24.5004,24.6805,1.03095040316,24.497,24.6805,1.05358915502,24.658,24.6805,1.02934607706,24.683,24.8602666667,0.955824895781,24.5004,24.8602666667,1.03180039436,24.497,24.8602666667,1.02934607706,24.658,24.8602666667,0.994949745498,24.8375714286,24.8602666667,1.08937093275,24.683,24.7601111111,0.948768048226,24.5004,24.7601111111,0.981356988846,24.497,24.7601111111,1.01180553148,24.658,24.7601111111,1.08937093275,24.8375714286,24.7601111111,1.08937093275,24.8278823529,24.7601111111,1.08937093275,24.683,24.5002857143,1.02451339227,24.5004,24.5002857143,1.0134199001,24.497,24.5002857143,1.08937093275,24.658,24.5002857143,1.08937093275,24.8375714286,24.5002857143,1.08937093275,24.8278823529,24.5002857143,1.08937093275,24.5684,24.5002857143,1.08937093275
2010-06-17,1.09457700651,25.23,24.5225,24.5919,1.01251575418,24.731,24.4926666667,0.96349498185,24.5204,24.4926666667,1.06439450672,24.731,24.5515555556,0.916482866252,24.5204,24.5515555556,1.05237619482,24.503,24.5515555556,1.02602351951,24.731,24.6853333333,1.04997905729,24.5204,24.6853333333,1.02602351951,24.503,24.6853333333,1.0485540814,24.658,24.6853333333,1.02442686045,24.731,24.8646666667,0.951257034869,24.5204,24.8646666667,1.02686944863,24.503,24.8646666667,1.02442686045,24.658,24.8646666667,0.990194908004,24.8355714286,24.8646666667,1.09457700651,24.731,24.7816666667,0.944233911794,24.5204,24.7816666667,0.976667110763,24.503,24.7816666667,1.00697014065,24.658,24.7816666667,1.09457700651,24.8355714286,24.7816666667,1.09457700651,24.8392941176,24.7816666667,1.09457700651,24.731,24.518,1.02940951362,24.5204,24.518,1.01826300595,24.503,24.518,1.09457700651,24.658,24.518,1.09457700651,24.8355714286,24.518,1.09457700651,24.8392941176,24.518,1.09457700651,24.5919,24.518,1.09457700651
2010-06-18,1.08329718004,24.97,24.533,24.6142,1.02294992366,24.807,24.539,0.953565980848,24.5444,24.539,1.05342571671,24.807,24.5535555556,0.907038334138,24.5444,24.5535555556,1.06322113381,24.5045,24.5535555556,1.03659688911,24.807,24.6908333333,1.03915882127,24.5444,24.6908333333,1.03659688911,24.5045,24.6908333333,1.05935963277,24.6532727273,24.6908333333,1.03498377617,24.807,24.8604,0.961059921475,24.5444,24.8604,1.03745153569,24.5045,24.8604,1.03498377617,24.6532727273,24.8604,1.00039905688,24.8298571429,24.8604,1.08329718004,24.807,24.7991111111,0.953964423767,24.5444,24.7991111111,0.986731853085,24.5045,24.7991111111,1.01734716152,24.6532727273,24.7991111111,1.08329718004,24.8298571429,24.7991111111,1.08329718004,24.8431764706,24.7991111111,1.08329718004,24.807,24.5354285714,1.01880125069,24.5444,24.5354285714,1.00776960993,24.5045,24.5354285714,1.08329718004,24.6532727273,24.5354285714,1.08329718004,24.8298571429,24.5354285714,1.08329718004,24.8431764706,24.5354285714,1.08329718004,24.6142,24.5354285714,1.08329718004
2010-06-21,1.08199566161,24.94,24.558,24.6342,1.02417893839,24.901,24.5583333333,0.952420326886,24.5628,24.5583333333,1.0521600871,24.901,24.5555555556,0.905948580433,24.5628,24.5555555556,1.06449853204,24.5075,24.5555555556,1.03784229987,24.901,24.6893333333,1.0379103325,24.5628,24.6893333333,1.03784229987,24.5075,24.6893333333,1.06063239164,24.6481818182,24.6893333333,1.03622724887,24.901,24.8564,0.96221457897,24.5628,24.8564,1.03869797326,24.5075,24.8564,1.03622724887,24.6481818182,24.8564,1.00160097805,24.8218571429,24.8564,1.08199566161,24.901,24.8162222222,0.952818291099,24.5628,24.8162222222,0.98791735391,24.5075,24.8162222222,1.01856944485,24.6481818182,24.8162222222,1.08199566161,24.8218571429,24.8162222222,1.08199566161,24.8471764706,24.8162222222,1.08199566161,24.901,24.5524761905,1.01757722036,24.5628,24.5524761905,1.00655883347,24.5075,24.5524761905,1.08199566161,24.6481818182,24.5524761905,1.08199566161,24.8218571429,24.5524761905,1.08199566161,24.8471764706,24.5524761905,1.08199566161,24.6342,24.5524761905,1.08199566161
2010-06-22,1.07114967462,24.69,24.5875,24.6502,1.0344453672,24.926,24.5693333333,0.942873210538,24.5712,24.5693333333,1.04161317363,24.926,24.5502222222,0.896867299555,24.5712,24.5502222222,1.0538279373,24.51375,24.5502222222,1.04824569101,24.926,24.6848333333,1.0275062594,24.5712,24.6848333333,1.04824569101,24.51375,24.6848333333,1.07126423197,24.6421818182,24.6848333333,1.04661445064,24.926,24.8490666667,0.952569284473,24.5712,24.8490666667,1.04910994172,24.51375,24.8490666667,1.04661445064,24.6421818182,24.8490666667,1.01164108409,24.8088571429,24.8490666667,1.07114967462,24.926,24.8247777778,0.943267185535,24.5712,24.8247777778,0.997820294507,24.51375,24.8247777778,1.02877964378,24.6421818182,24.8247777778,1.07114967462,24.8088571429,24.8247777778,1.07114967462,24.8509411765,24.8247777778,1.07114967462,24.926,24.5678095238,1.00737696755,24.5712,24.5678095238,0.996469029605,24.51375,24.5678095238,1.07114967462,24.6421818182,24.5678095238,1.07114967462,24.8088571429,24.5678095238,1.07114967462,24.8509411765,24.5678095238,1.07114967462,24.6502,24.5678095238,1.07114967462
2010-06-23,1.07114967462,24.69,24.629,24.6676,1.0344453672,24.947,24.5676666667,0.942873210538,24.5656,24.5676666667,1.04161317363,24.947,24.5422222222,0.896867299555,24.5656,24.5422222222,1.0538279373,24.51825,24.5422222222,1.04824569101,24.947,24.6785,1.0275062594,24.5656,24.6785,1.04824569101,24.51825,24.6785,1.07126423197,24.6330909091,24.6785,1.04661445064,24.947,24.842,0.952569284473,24.5656,24.842,1.04910994172,24.51825,24.842,1.04661445064,24.6330909091,24.842,1.01164108409,24.7935714286,24.842,1.07114967462,24.947,24.8321111111,0.943267185535,24.5656,24.8321111111,0.997820294507,24.51825,24.8321111111,1.02877964378,24.6330909091,24.8321111111,1.07114967462,24.7935714286,24.8321111111,1.07114967462,24.8528235294,24.8321111111,1.07114967462,24.947,24.5843809524,1.00737696755,24.5656,24.5843809524,0.996469029605,24.51825,24.5843809524,1.07114967462,24.6330909091,24.5843809524,1.07114967462,24.7935714286,24.5843809524,1.07114967462,24.8528235294,24.5843809524,1.07114967462,24.6676,24.5843809524,1.07114967462
2010-06-24,1.05032537961,24.21,24.625,24.6868,1.05455609123,24.872,24.5503333333,0.92454274715,24.558,24.5503333333,1.02136309979,24.872,24.5248888889,0.879431240268,24.558,24.5248888889,1.03334039538,24.50675,24.5248888889,1.06862470809,24.872,24.6615,1.00753043905,24.558,24.6615,1.06862470809,24.50675,24.6615,1.0920907541,24.6161818182,24.6615,1.06696175466,24.872,24.8265333333,0.93405031904,24.558,24.8265333333,1.06950576076,24.50675,24.8265333333,1.06696175466,24.6161818182,24.8265333333,1.03130846847,24.77,24.8265333333,1.09197396963,24.872,24.8315555556,0.924929062851,24.558,24.8315555556,1.01721898796,24.50675,24.8315555556,1.04878022008,24.6161818182,24.8315555556,1.09197396963,24.77,24.8315555556,1.09197396963,24.8492941176,24.8315555556,1.05032537961,24.872,24.597047619,0.987792482151,24.558,24.597047619,0.977096606186,24.50675,24.597047619,1.05032537961,24.6161818182,24.597047619,1.05032537961,24.77,24.597047619,1.05032537961,24.8492941176,24.597047619,1.05032537961,24.6868,24.597047619,1.05032537961
2010-06-25,1.03774403471,23.92,24.612,24.6977,1.0671881138,24.776,24.5353333333,0.913468092186,24.5244,24.5353333333,1.00912868017,24.776,24.5028888889,0.868896954449,24.5244,24.5028888889,1.02096250547,24.493,24.5028888889,1.08142525189,24.776,24.6396666667,0.995461714249,24.5244,24.6396666667,1.08142525189,24.493,24.6396666667,1.10517238643,24.5923636364,24.6396666667,1.07974237874,24.776,24.8072,0.922861777424,24.5244,24.8072,1.08231685826,24.493,24.8072,1.07974237874,24.5923636364,24.8072,1.0436620189,24.7425714286,24.8072,1.10505420306,24.776,24.8235555556,0.913849780397,24.5244,24.8235555556,1.02940376725,24.493,24.8235555556,1.06134305626,24.5923636364,24.8235555556,1.10505420306,24.7425714286,24.8235555556,1.10505420306,24.8429411765,24.8235555556,1.03774403471,24.776,24.6082857143,0.975960188891,24.5244,24.6082857143,0.988800778668,24.493,24.6082857143,1.06290672451,24.5923636364,24.6082857143,1.03774403471,24.7425714286,24.6082857143,1.03774403471,24.8429411765,24.6082857143,1.03774403471,24.6977,24.6082857143,1.03774403471
2010-06-28,1.04121475054,24.0,24.603,24.711,1.06361892279,24.685,24.5193333333,0.916523169417,24.5068,24.5193333333,1.00575366786,24.685,24.4846666667,0.87180296433,24.5068,24.4846666667,1.02437709579,24.4745,24.4846666667,1.07780844502,24.685,24.6193333333,0.998791017641,24.5068,24.6193333333,1.07780844502,24.4745,24.6193333333,1.10147615771,24.5741818182,24.6193333333,1.07613120021,24.685,24.7872,0.919775283185,24.5068,24.7872,1.07869706944,24.4745,24.7872,1.07613120021,24.5741818182,24.7872,1.04017151047,24.7122857143,24.7872,1.1013583696,24.685,24.8168888889,0.910793426616,24.5068,24.8168888889,1.02596094528,24.4745,24.8168888889,1.05779341393,24.5741818182,24.8168888889,1.1013583696,24.7122857143,24.8168888889,1.1013583696,24.8348235294,24.8168888889,1.04121475054,24.685,24.6183809524,0.97922426979,24.5068,24.6183809524,0.985493752652,24.4745,24.6183809524,1.05935185252,24.5741818182,24.6183809524,1.03427331887,24.7122857143,24.6183809524,1.04121475054,24.8348235294,24.6183809524,1.04121475054,24.711,24.6183809524,1.04121475054
2010-06-29,1.02429501085,23.61,24.5825,24.7176,1.08090273028,24.537,24.4903333333,0.901629667914,24.4872,24.4903333333,1.02209716496,24.537,24.4662222222,0.85763616616,24.4872,24.4662222222,1.00773096799,24.453,24.4662222222,1.09532283226,24.537,24.5958333333,0.982560663604,24.4872,24.5958333333,1.09532283226,24.453,24.5958333333,1.11937514528,24.5478181818,24.5958333333,1.09361833222,24.537,24.7606666667,0.934721631537,24.4872,24.7606666667,1.09622589682,24.453,24.7606666667,1.09361833222,24.5478181818,24.7606666667,1.05707429752,24.6741428571,24.7606666667,1.11925544311,24.537,24.8084444444,0.925593819799,24.4872,24.8084444444,1.04263281064,24.453,24.8084444444,1.07498255691,24.5478181818,24.8084444444,1.11925544311,24.6741428571,24.8084444444,1.11925544311,24.8196470588,24.8084444444,1.02429501085,24.537,24.6233333333,0.963311875406,24.4872,24.6233333333,1.00150802613,24.453,24.6233333333,1.07656632013,24.5478181818,24.6233333333,1.0510802603,24.6741428571,24.6233333333,1.02429501085,24.8196470588,24.6233333333,1.02429501085,24.7176,24.6233333333,1.02429501085
